time	tictoc	state	task counter	tube width	phi des	v ropod	x ropod	y ropod	theta ropod	x obs	y obs	theta obs	obs width	obs depth	obs vx	obs vy	des accel
3	0.000255	1	0	1.5	0.195746	0.125402	3.63042	5.54747	-1.99792	4.23742	3.34392	-1.81725	0.943231	0.643396	0.21032	-0.311083	0.5	
3.1	0.000256	1	0	1.5	0.195746	0.146331	3.63042	5.54747	-1.99792	4.23229	3.31509	-1.82039	0.999831	0.624852	0.193595	-0.272213	0.5	
3.2	0.000253	1	0	1.5	0.195746	0.156478	3.63042	5.54747	-1.99792	4.22847	3.30733	-1.81424	1.01709	0.614397	0.186662	-0.259406	0.5	
3.3	0.000268	1	0	1.5	0.195746	0.166984	3.63042	5.54747	-1.99792	4.23334	3.2688	-1.81614	1.06766	0.629438	0.165846	-0.236057	0.5	
3.4	0.000253	1	0	1.5	0.195746	0.183601	3.63042	5.54747	-1.99792	4.22157	3.2253	-1.81067	1.14512	0.627173	0.157276	-0.229152	0.5	
3.5	0.000258	1	0	1.5	0.195746	0.207364	3.62465	5.53186	-1.98195	4.22789	3.23746	-1.81248	1.17533	0.630254	0.139073	-0.199951	0.5	
3.6	0.00026	1	0	1.5	0.172551	0.241947	3.62465	5.53186	-1.98195	4.22596	3.26196	-1.80719	1.18321	0.622484	0.132794	-0.175438	0.5	
3.7	0.000258	1	0	1.5	0.172551	0.255491	3.62465	5.53186	-1.98195	4.22814	3.29105	-1.80871	1.19466	0.621053	0.115579	-0.126229	0.5	
3.8	0.000255	1	0	1.5	0.172551	0.260627	3.62465	5.53186	-1.98195	4.22272	3.30192	-1.80452	1.19618	0.621603	0.105928	-0.112544	0.5	
3.9	0.000259	1	0	1.5	0.172551	0.280517	3.61694	5.49071	-1.95032	4.22744	3.31212	-1.8071	1.18286	0.620774	0.0946751	-0.0929423	0.5	
4	0.000264	1	0	1.5	0.122309	0.317915	3.61694	5.49071	-1.95032	4.23072	3.31906	-1.80268	1.17673	0.621462	0.0919664	-0.0852501	0.5	
4.1	0.000525	1	0	1.5	0.122309	0.331873	3.61694	5.49071	-1.95032	4.23756	3.37101	-1.80539	1.1915	0.604697	0.093009	-0.0289139	0.5	
4.2	0.000505	1	0	1.5	0.122309	0.348112	3.61694	5.49071	-1.95032	4.23984	3.38986	-1.804	1.18087	0.614296	0.0925849	-0.0181693	0.5	
4.3	0.000263	1	0	1.5	0.122309	0.368079	3.60291	5.41536	-1.92763	4.28821	3.4472	-1.56884	1.19088	0.668567	0.101537	0.0465505	0.5	
4.4	0.000593	1	0	1.5	0.0884608	0.386514	3.60291	5.41536	-1.92763	4.24923	3.40905	-1.59672	1.22237	0.604287	0.0913191	0.0279029	0.5	
4.5	0.000547	1	0	1.5	0.0884608	0.39751	3.60291	5.41536	-1.92763	4.21542	3.46933	-1.66234	1.33066	0.523568	0.0846868	0.0299491	0.5	
4.6	0.000539	1	0	1.5	0.0884608	0.436531	3.60291	5.41536	-1.92763	4.20479	3.46285	-1.6913	1.35146	0.501743	0.0813598	0.0306146	0.5	
4.7	0.000502	1	0	1.5	0.0884608	0.453136	3.57977	5.31293	-1.89996	4.20128	3.48001	-1.68494	1.34952	0.488598	0.0730336	0.0425144	0.5	
4.8	0.000567	1	0	1.5	0.057504	0.478841	3.57977	5.31293	-1.89996	4.23349	3.48961	-1.64581	1.33208	0.544424	0.0720316	0.0434645	0.5	
4.9	0.000272	1	0	1.5	0.057504	0.510885	3.57977	5.31293	-1.89996	4.2723	3.53754	-1.58676	1.33206	0.602744	0.0721537	0.0898836	0.5	
5	0.000275	1	0	1.5	0.057504	0.52826	3.55277	5.20626	-1.89714	4.2761	3.5627	-1.57825	1.30368	0.603978	0.0708429	0.0935851	0.5	
5.1	0.000271	1	0	1.5	0.0560684	0.538561	3.55277	5.20626	-1.89714	4.29456	3.58693	-1.56287	1.29247	0.635896	0.0635695	0.0999518	0.5	
5.2	0.00028	1	0	1.5	0.0560684	0.570203	3.55277	5.20626	-1.89714	4.29064	3.59738	-1.56569	1.2939	0.628629	0.0602081	0.102265	0.5	
5.3	0.000274	1	0	1.5	0.0560684	0.601536	3.52718	5.10994	-1.88731	4.28334	3.60508	-1.58337	1.30254	0.603524	0.0573835	0.0917449	0.5	
5.4	0.000272	1	0	1.5	0.0492063	0.618913	3.52718	5.10994	-1.88731	4.26818	3.61308	-1.60306	1.31321	0.56996	0.0557089	0.0890771	0.5	
5.5	0.000519	1	0	1.5	0.0492063	0.646488	3.49044	4.97693	-1.87328	4.27447	3.62726	-1.64082	1.33324	0.569902	0.0542638	0.0809675	0.5	
5.6	0.000551	1	0	1.5	0.0411455	0.689331	3.49044	4.97693	-1.87328	4.27597	3.61166	-1.6896	1.36569	0.569746	0.0535965	0.0773949	0.5	
5.7	0.000278	1	0	1.5	0.0411455	0.680234	3.49044	4.97693	-1.87328	4.41399	3.66463	-1.72333	1.3829	0.569238	0.19033	0.11323	0.5	
5.8	0.000284	1	0	1.5	0.0411455	0.725995	3.44937	4.80333	-1.85971	4.48397	3.71759	-1.46069	1.28395	0.634773	0.203085	0.114472	0.5	
5.9	0.000559	1	0	1.5	0.0303924	0.766342	3.44937	4.80333	-1.85971	4.36654	3.64154	-1.73402	1.41054	0.634531	0.0421423	0.0842941	0.5	
6	0.000456	1	0	1.5	0.0303924	0.791747	3.40287	4.63208	-1.85835	4.33579	3.67654	-1.6155	1.351	0.634398	0.0134905	0.0843505	0.5	
6.1	0.000549	1	0	1.5	0.0330258	0.77876	3.40287	4.63208	-1.85835	4.32127	3.69725	-1.57352	1.30873	0.634232	-0.00474845	0.0721831	0.5	
6.2	0.000526	1	0	1.5	0.0330258	0.784345	3.36422	4.47457	-1.85609	4.31327	3.70667	-1.53734	1.28555	0.634172	-0.0104713	0.0669839	0.5	
6.3	0.000542	1	0	1.5	0.031923	0.851045	3.36422	4.47457	-1.85609	4.29939	3.68301	-1.74013	1.22707	0.632415	-0.0237032	0.0634911	0.347819	
6.4	0.000563	1	0	1.5	0.031923	0.893093	3.31257	4.27176	-1.85058	4.28537	3.62154	-1.78735	1.16442	0.63043	-0.0279687	0.0374894	-0.5	
6.5	0.000294	2	0	1.5	0.0299451	0.882448	3.31257	4.27176	-1.85058	4.26017	3.54489	-1.79956	1.05485	0.628218	-0.0352726	0.0072064	-0.5	
6.6	0.000273	2	0	1.5	0.0299451	0.897631	3.25652	4.0744	-1.8445	4.24649	3.48252	-1.79845	0.988762	0.625786	-0.0369026	-0.0158521	-0.5	
6.7	0.000278	2	0	1.5	0.0313276	0.896307	3.25652	4.0744	-1.8445	4.22689	3.36023	-1.7997	0.988677	0.623137	-0.050972	-0.142494	-0.5	
6.8	0.000322	2	0	1.5	0.0313276	0.909231	3.20791	3.88206	-1.83385	4.19844	3.32125	-1.79847	0.805779	0.620276	-0.0523557	-0.0987163	-0.5	
6.9	0.000299	2	0	1.5	0.02558	0.891487	3.20791	3.88206	-1.83385	4.21222	3.27532	-1.79942	0.805694	0.617209	-0.0289237	-0.133522	-0.5	
7	0.000312	2	0	1.5	0.02558	0.878024	3.16764	3.69534	-1.82942	4.18637	3.22289	-1.79635	0.628842	0.613941	-0.0300177	-0.10242	-0.5	
7.1	0.000307	2	0	1.5	0.020255	0.857914	3.16764	3.69534	-1.82942	4.16468	3.17155	-1.80555	0.512105	0.610479	-0.0320474	-0.0829481	-0.5	
7.2	0.000747	2	0	1.5	0.020255	0.846912	3.12614	3.51294	-1.82274	3.83465	3.20605	-2.43769	0.359808	0.295974	-0.148451	-0.0265207	-0.5	
7.3	0.000743	2	0	1.5	0.0154597	0.84371	3.12614	3.51294	-1.82274	3.82028	3.25668	-1.97619	0.30543	0.295816	-0.165932	0.0138721	-0.5	
7.4	0.000313	2	0	1.5	0.0154597	0.858545	3.08877	3.33317	-1.81555	3.99993	3.13425	-0.290382	0.358028	0.247298	-0.0367934	-0.0488473	-0.5	
7.5	0.000331	2	0	1.5	0.00971743	0.838314	3.08877	3.33317	-1.81555	4.05788	3.04148	-0.277213	0.415156	0.137521	0.0162302	-0.0756963	-0.5	
7.6	0.000323	2	0	1.5	0.00971743	0.779773	3.03712	3.15702	-1.81704	4.12112	3.03554	-0.297899	0.445496	0.137462	0.05147	-0.0733079	-0.5	
7.7	0.00033	2	0	1.5	0.0142291	0.788123	3.03712	3.15702	-1.81704	4.26584	2.91815	-0.288814	0.445385	0.13736	0.196341	-0.18637	-0.5	
7.8	0.00033	2	0	1.5	0.0142291	0.820716	2.99402	2.99045	-1.81466	4.2851	2.91343	-0.295638	0.445012	0.137216	0.200788	-0.180539	-0.5	
7.9	0.000333	2	0	1.5	0.014453	0.785952	2.99402	2.99045	-1.81466	4.2851	2.91343	-0.295638	0.445012	0.137216	0.200788	-0.180539	-0.5	
8	0.000326	2	0	1.5	0.014453	0.718273	2.96595	2.83074	-1.82259	4.2851	2.91343	-0.295638	0.445012	0.137216	0.200788	-0.180539	-0.5	
8.1	0.000347	3	0	1.5	0.013636	0.738893	2.96595	2.83074	-1.82259	4.2851	2.91343	-0.295638	0.445012	0.137216	0.200788	-0.180539	-0.5	
8.2	0.000344	3	0	1.5	0.013636	0.763132	2.9322	2.67317	-1.81725	4.2851	2.91343	-0.295638	0.445012	0.137216	0.200788	-0.180539	-0.5	
8.3	0.000356	3	0	1.5	0.0095956	0.70296	2.9322	2.67317	-1.81725	4.2851	2.91343	-0.295638	0.445012	0.137216	0.200788	-0.180539	-0.5	
8.4	0.000367	3	0	1.5	0.0095956	0.709348	2.88853	2.52719	-1.82413	4.2851	2.91343	-0.295638	0.445012	0.137216	0.200788	-0.180539	-0.5	
8.5	0.000341	3	0	1.5	0.0164685	0.722292	2.88853	2.52719	-1.82413	-5.5964	3.02044	1.26975	0.349963	0.03	0	0	-0.5	
8.6	0.000365	3	0	1.5	0.0164685	0.668754	2.88853	2.52719	-1.82413	-5.61625	3.0005	1.2628	0.350028	0.03	-0.000937202	-0.000940713	-0.5	
8.7	0.000333	3	0	1.5	0.0164685	0.653939	2.84657	2.34376	-1.8213	-5.60515	2.98611	1.26164	0.392568	0.03	0.00479174	0.00100711	-0.5	
8.8	0.000376	3	0	1.5	0.0140477	0.653373	2.84657	2.34376	-1.8213	-5.59275	2.98676	1.24271	0.398233	0.03	0.00807853	0.00038863	-0.5	
8.9	0.000366	3	0	1.5	0.0140477	0.636177	2.80663	2.16149	-1.8206	-5.58083	3.0013	1.21301	0.364684	0.03	0.0110258	-0.000363916	-0.5	
9	0.000342	3	0	1.5	0.0120349	0.602584	2.80663	2.16149	-1.8206	-5.5795	2.99569	1.2312	0.353073	0.03	0.0121423	-0.000430402	-0.5	
9.1	0.00037	3	0	1.5	0.0120349	0.582538	2.80663	2.16149	-1.8206	-5.59205	2.98202	1.24556	0.312239	0.03	0.00711483	0.00343705	-0.454153	
9.2	0.000327	3	0	1.5	0.0120349	0.576126	2.76559	1.99295	-1.8204	-5.57673	2.9964	1.22202	0.338896	0.03	0.0125324	0.00421789	-0.5	
9.3	0.000451	4	0	1.5	0.0121614	0.543482	2.76559	1.99295	-1.8204	-5.57952	3.01558	1.22818	0.306647	0.03	0.00454399	0.00698936	-0.5	
9.4	0.000349	4	0	1.5	0.0121614	0.524572	2.733	1.84114	-1.81675	-5.58877	2.99355	1.24119	0.333688	0.03	0.00162572	0.00128703	-0.5	
9.5	0.000332	4	0	1.5	0.00908391	0.538443	2.733	1.84114	-1.81675	-5.57471	3.00409	1.22677	0.341697	0.03	0.0126252	0.00706189	-0.5	
9.6	0.000358	4	0	1.5	0.00908391	0.489542	2.733	1.84114	-1.81675	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.5	
9.7	0.000367	4	0	1.5	0.00908391	0.476342	2.6942	1.68784	-1.81547	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.5	
9.8	0.000336	4	0	1.5	0.00930499	0.452184	2.6942	1.68784	-1.81547	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.5	
9.9	0.000335	4	0	1.5	0.00930499	0.424946	2.6942	1.68784	-1.81547	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.5	
10	0.000339	4	0	1.5	0.00930499	0.395428	2.67247	1.55502	-1.80899	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.5	
10.1	0.000324	5	0	1.5	0.402004	0.381744	2.67247	1.55502	-1.80899	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.186975	
10.2	0.000346	5	0	1.5	0.502882	0.375807	2.67247	1.55502	-1.80899	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.163229	
10.3	0.000344	5	0	1.5	0.502882	0.336741	2.67247	1.55502	-1.80899	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.00696531	
10.4	0.000319	5	0	1.5	0.502882	0.326859	2.63728	1.39766	-1.79859	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.0325623	
10.5	0.000318	5	0	1.5	0.648197	0.320291	2.63728	1.39766	-1.79859	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.0588342	
10.6	0.000302	5	0	1.5	0.648197	0.307422	2.64702	1.33156	-1.76974	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.110312	
10.7	0.000297	5	0	1.5	0.979287	0.324352	2.64702	1.33156	-1.76974	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.0425907	
10.8	0.000297	5	0	1.5	0.979287	0.322521	2.67445	1.25647	-1.73114	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.0499166	
10.9	0.0003	5	0	1.5	1.27931	0.31694	2.67445	1.25647	-1.73114	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.0722414	
11	0.000274	5	0	1.5	1.27931	0.334389	2.69634	1.21605	-1.70707	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.00244349	
11.1	0.000289	5	0	1.5	1.40863	0.288202	2.71805	1.18206	-1.68229	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.187192	
11.2	0.000288	5	0	1.5	1.46882	0.264535	2.71805	1.18206	-1.68229	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.28186	
11.3	0.000293	5	0	1.5	1.46882	0.233658	2.76796	1.1475	-1.64444	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.405366	
11.4	0.000283	5	0	1.5	1.41786	0.199297	2.76796	1.1475	-1.64444	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
11.5	0.000284	5	0	1.5	1.41786	0.174628	2.80421	1.12379	-1.61565	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
11.6	0.000285	5	0	1.5	1.38043	0.159254	2.80421	1.12379	-1.61565	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
11.7	0.000287	5	0	1.5	1.38043	0.152616	2.84389	1.11366	-1.58661	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
11.8	0.000284	5	0	1.5	1.35207	0.139761	2.84389	1.11366	-1.58661	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
11.9	0.000286	5	0	1.5	1.35207	0.129922	2.84389	1.11366	-1.58661	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12	0.000312	5	0	1.5	1.35207	0.130185	2.88474	1.10281	-1.55585	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.1	0.000282	5	0	1.5	1.32173	0.125592	2.88474	1.10281	-1.55585	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.2	0.000282	5	0	1.5	1.32173	0.121887	2.9201	1.09048	-1.53051	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.3	0.000287	5	0	1.5	1.29487	0.120573	2.9201	1.09048	-1.53051	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.4	0.000283	5	0	1.5	1.29487	0.126066	2.9201	1.09048	-1.53051	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.5	0.000275	5	0	1.5	1.29487	0.131814	2.95372	1.08302	-1.50233	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.6	0.000279	5	0	1.5	1.26798	0.131868	2.95372	1.08302	-1.50233	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.7	0.000276	5	0	1.5	1.26798	0.131435	2.95372	1.08302	-1.50233	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.8	0.000271	5	0	1.5	1.26798	0.111779	2.9965	1.07804	-1.47392	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
12.9	0.000283	5	0	1.5	1.2441	0.132051	2.9965	1.07804	-1.47392	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13	0.000274	5	0	1.5	1.2441	0.129738	3.03018	1.07595	-1.44571	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.1	0.00027	5	0	1.5	1.22063	0.134373	3.03018	1.07595	-1.44571	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.2	0.000283	5	0	1.5	1.22063	0.14503	3.03018	1.07595	-1.44571	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.3	0.000271	5	0	1.5	1.22063	0.153876	3.0638	1.06988	-1.41233	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.4	0.000272	5	0	1.5	1.18944	0.151504	3.0638	1.06988	-1.41233	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.5	0.000296	5	0	1.5	1.18944	0.157644	3.0638	1.06988	-1.41233	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.6	0.000272	5	0	1.5	1.18944	0.157238	3.10343	1.06642	-1.38077	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.7	0.000297	5	0	1.5	1.16281	0.162708	3.10343	1.06642	-1.38077	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.8	0.000288	5	0	1.5	1.16281	0.16192	3.14714	1.06299	-1.35031	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
13.9	0.00029	5	0	1.5	1.13803	0.165881	3.14714	1.06299	-1.35031	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14	0.000287	5	0	1.5	1.13803	0.168465	3.14714	1.06299	-1.35031	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.1	0.000292	5	0	1.5	1.13803	0.172421	3.18857	1.05798	-1.31317	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.2	0.000295	5	0	1.5	1.10515	0.170733	3.18857	1.05798	-1.31317	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.3	0.000299	5	0	1.5	1.10515	0.182191	3.22728	1.05635	-1.28619	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.4	0.000296	5	0	1.5	1.0841	0.176831	3.22728	1.05635	-1.28619	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.5	0.000294	5	0	1.5	1.0841	0.182809	3.261	1.05516	-1.25048	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.6	0.000294	5	0	1.5	1.05369	0.175113	3.261	1.05516	-1.25048	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.7	0.000285	5	0	1.5	1.05369	0.182077	3.29652	1.05606	-1.22042	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.8	0.000291	5	0	1.5	1.00482	0.201282	3.29652	1.05606	-1.22042	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
14.9	0.000262	5	0	1.5	1.00482	0.205659	3.32748	1.05054	-1.18641	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.5	
15	0.000299	5	0	1.5	0.954585	0.215745	3.32748	1.05054	-1.18641	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.477018	
15.1	0.00026	5	0	1.5	0.954585	0.24863	3.3624	1.04678	-1.14651	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.345481	
15.2	0.000262	5	0	1.5	0.888665	0.268355	3.3624	1.04678	-1.14651	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.266581	
15.3	0.000261	5	0	1.5	0.888665	0.297447	3.4071	1.0428	-1.10351	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.150212	
15.4	0.000297	5	0	1.5	0.805429	0.304124	3.44392	1.0389	-1.07553	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.123504	
15.5	0.00028	5	0	1.5	0.742954	0.316657	3.44392	1.0389	-1.07553	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.0733706	
15.6	0.000261	5	0	1.5	0.742954	0.331489	3.4859	1.03887	-1.03938	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.0140442	
15.7	0.000274	5	0	1.5	0.656486	0.337265	3.51607	1.03732	-1.00008	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	-0.00906075	
15.8	0.000272	5	0	1.5	0.583639	0.331762	3.51607	1.03732	-1.00008	-5.57188	2.99196	1.22285	0.344638	0.03	0.0142007	-7.4462e-05	0.0129508	
