time	tictoc	state	task counter	tube width	phi des	v ropod	x ropod	y ropod	theta ropod	x obs	y obs	theta obs	obs width	obs depth	obs vx	obs vy	des accel
5.5	0.000765	1	0	1.22963	0.10872	0.855064	3.52938	5.02551	-1.98172	4.36766	3.78304	1.33591	1.22469	0.427549	0.00888466	0.0437732	0.331742	
5.6	0.000418	1	0	1.22963	0.10872	0.897668	3.45345	4.83664	-1.98259	4.36316	3.7862	1.33562	1.22822	0.426544	0.00516924	0.0425939	0.161329	
5.7	0.00074	1	0	1.22963	0.129311	0.919668	3.45345	4.83664	-1.98259	4.35455	3.76975	1.33637	1.22569	0.425385	-0.00370681	0.0204642	0.0733275	
5.8	0.000683	1	0	1.22963	0.129311	0.916605	3.37885	4.60953	-1.97816	4.34672	3.76605	1.33553	1.22747	0.424077	-0.00870632	0.0172494	0.0855787	
5.9	0.000695	1	0	1.22963	0.124208	0.914891	3.37885	4.60953	-1.97816	4.33258	3.69265	1.3384	1.18271	0.42262	-0.0161127	-0.0397004	0.092435	
6	0.000769	1	0	1.22963	0.124208	0.983864	3.30633	4.38204	-1.96915	4.31839	3.62366	1.3376	1.18265	0.421019	-0.0252897	-0.0892199	-0.183457	
6.1	0.00045	1	0	1.22963	0.133882	0.984655	3.30633	4.38204	-1.96915	4.28672	3.51444	1.33732	1.18243	0.419275	-0.0541299	-0.191667	-0.186619	
6.2	0.000429	1	0	1.22963	0.133882	1.00098	3.24255	4.16207	-1.95984	4.28418	3.56995	1.33539	0.920418	0.417392	-0.0750497	-0.235546	-0.5	
6.3	0.000442	2	0	1.22963	0.134176	0.952672	3.24255	4.16207	-1.95984	4.26175	3.46012	1.33541	0.810327	0.415375	-0.0735549	-0.261952	-0.5	
6.4	0.000442	2	0	1.22963	0.134176	0.988262	3.18214	3.94376	-1.94243	4.254	3.41238	1.34146	0.739522	0.413225	-0.0686945	-0.258898	-0.5	
6.5	0.000404	2	0	1.22963	0.118718	0.975737	3.18214	3.94376	-1.94243	4.23864	3.33485	1.34198	0.62341	0.410948	-0.060272	-0.245199	-0.5	
6.6	0.000437	2	0	1.22963	0.118718	0.946241	3.11466	3.70881	-1.92387	4.20126	3.31141	2.86404	0.408672	0.551587	-0.0781431	-0.224723	-0.5	
6.7	0.001016	2	0	1.22963	0.114401	0.958785	3.11466	3.70881	-1.92387	4.03092	3.20313	-2.81247	0.407863	0.55144	-0.245844	-0.307111	-0.5	
6.8	0.000756	2	0	1.22963	0.114401	0.934215	3.06214	3.49168	-1.90416	4.04965	3.02025	-2.07781	0.333018	0.550947	-0.193882	-0.417706	-0.5	
6.9	0.000419	2	0	1.22963	0.0948941	0.948069	3.06214	3.49168	-1.90416	4.14482	3.03902	-0.298219	0.505065	0.243564	-0.105659	-0.375004	-0.5	
7	0.000387	2	0	1.22963	0.0948941	0.920168	3.01436	3.29544	-1.8969	4.16864	3.00319	-0.250928	0.505023	0.176425	-0.0773456	-0.358715	-0.5	
7.1	0.000386	2	0	1.22963	0.0880201	0.899104	3.01436	3.29544	-1.8969	4.1787	2.99235	-0.259029	0.504906	0.176345	-0.0559672	-0.319728	-0.5	
7.2	0.000417	2	0	1.22963	0.0880201	0.90008	2.9638	3.10958	-1.88087	4.24607	2.96274	-0.270255	0.504514	0.176206	-0.00345968	-0.325855	-0.5	
7.3	0.000373	2	0	1.22963	0.075801	0.877571	2.9638	3.10958	-1.88087	4.24607	2.96274	-0.270255	0.504514	0.176206	-0.00345968	-0.325855	-0.5	
7.4	0.000418	2	0	1.22963	0.075801	0.858616	2.93	2.93153	-1.85872	4.24607	2.96274	-0.270255	0.504514	0.176206	-0.00345968	-0.325855	-0.5	
7.5	0.000407	3	0	1.22963	0.0478128	0.867217	2.93	2.93153	-1.85872	4.24607	2.96274	-0.270255	0.504514	0.176206	-0.00345968	-0.325855	-0.5	
7.6	0.000495	3	0	1.22963	0.0478128	0.838086	2.88749	2.7472	-1.85409	7.16343	-0.666515	-0.17795	0.351729	0.03	0	0	-0.5	
7.7	0.000446	3	0	1.22963	0.0420107	0.813682	2.88749	2.7472	-1.85409	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
7.8	0.000532	3	0	1.22963	0.0420107	0.834634	2.84475	2.56692	-1.83853	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
7.9	0.000517	3	0	1.22963	0.0260562	0.812722	2.84475	2.56692	-1.83853	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
8	0.00054	3	0	1.22963	0.0260562	0.80261	2.80508	2.39552	-1.84175	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
8.1	0.000333	3	0	1.22963	0.0282804	0.772072	2.80508	2.39552	-1.84175	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
8.2	0.000622	3	0	1.22963	0.0282804	0.747561	2.77017	2.22153	-1.83729	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
8.3	0.000594	3	0	1.22963	0.0193319	0.753585	2.77017	2.22153	-1.83729	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
8.4	0.00058	3	0	1.22963	0.0193319	0.715882	2.73792	2.06909	-1.83205	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
8.5	0.00069	4	0	1.22963	0.0112405	0.709782	2.73792	2.06909	-1.83205	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
8.6	0.000642	4	0	1.22963	0.0112405	0.706434	2.69973	1.92326	-1.83664	7.37595	-0.360892	-0.118383	0.299917	0.03	0	0	-0.5	
8.7	0.000883	4	0	1.22963	0.0178544	0.676942	2.69973	1.92326	-1.83664	1.22258	1.80453	2.23812	0.403911	0.375973	0.303566	0.0590844	-0.5	
8.8	0.000941	4	0	1.5	0.054785	0.648717	2.65982	1.78563	-1.83741	1.35398	1.95661	-2.54142	0.565221	0.403674	0.327412	0.115235	-0.5	
8.9	0.000927	4	0	1.5	0.0615159	0.646648	2.65982	1.78563	-1.83741	1.59502	1.9552	-2.16592	0.227072	0.403024	0.383805	0.00702813	-0.5	
9	0.000877	4	0	1.5	0.0615159	0.606118	2.62742	1.64893	-1.83595	1.64617	1.97227	-2.06718	0.13567	0.402227	0.384988	-0.00778186	-0.5	
9.1	0.000342	5	0	1.5	0.454215	0.583414	2.62742	1.64893	-1.83595	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.5	
9.2	0.000339	5	0	1.5	0.482027	0.578137	2.58897	1.51855	-1.82626	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.5	
9.3	0.000343	5	0	1.5	0.526192	0.566583	2.58897	1.51855	-1.82626	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.5	
9.4	0.000343	5	0	1.5	0.526192	0.506414	2.56709	1.40552	-1.8205	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.5	
9.5	0.000327	5	0	1.5	0.701104	0.500434	2.56709	1.40552	-1.8205	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.5	
9.6	0.000341	5	0	1.5	0.701104	0.48358	2.57292	1.29671	-1.79176	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.5	
9.7	0.000325	5	0	1.5	1.0938	0.446703	2.57292	1.29671	-1.79176	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.446811	
9.8	0.000285	5	0	1.5	1.22565	0.420069	2.60815	1.2007	-1.75614	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.340277	
9.9	0.00027	5	0	1.5	1.53479	0.396454	2.62746	1.14748	-1.72821	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.245817	
10	0.000296	5	0	1.5	1.47624	0.340315	2.66266	1.09699	-1.68951	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.0212589	
10.1	0.000273	5	0	1.5	1.41151	0.263723	2.66266	1.09699	-1.68951	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.285106	
10.2	0.000268	5	0	1.5	1.41151	0.237363	2.6938	1.07378	-1.65889	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.390546	
10.3	0.000317	5	0	1.5	1.37164	0.17602	2.6938	1.07378	-1.65889	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
10.4	0.000274	5	0	1.5	1.37164	0.138831	2.74255	1.04709	-1.62762	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
10.5	0.000269	5	0	1.5	1.33206	0.106754	2.74255	1.04709	-1.62762	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
10.6	0.000304	5	0	1.5	1.33206	0.0782026	2.77565	1.03803	-1.60111	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
10.7	0.000278	5	0	1.5	1.30571	0.0681285	2.77565	1.03803	-1.60111	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
10.8	0.00029	5	0	1.5	1.30571	0.0535472	2.77565	1.03803	-1.60111	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
10.9	0.000304	5	0	1.5	1.30571	0.0464953	2.80149	1.02191	-1.5755	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11	0.000268	5	0	1.5	1.27444	0.0508189	2.80149	1.02191	-1.5755	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.1	0.000282	5	0	1.5	1.27444	0.0534382	2.80149	1.02191	-1.5755	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.2	0.000323	5	0	1.5	1.27444	0.0553887	2.80149	1.02191	-1.5755	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.3	0.00028	5	0	1.5	1.27444	0.0583593	2.80149	1.02191	-1.5755	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.4	0.00029	5	0	1.5	1.27444	0.0654953	2.82599	1.0104	-1.5487	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.5	0.00028	5	0	1.5	1.24469	0.075128	2.82599	1.0104	-1.5487	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.6	0.000289	5	0	1.5	1.24469	0.0757752	2.82599	1.0104	-1.5487	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.7	0.000273	5	0	1.5	1.24469	0.0890239	2.82599	1.0104	-1.5487	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.8	0.000265	5	0	1.5	1.24469	0.0803868	2.85243	1.00204	-1.51861	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
11.9	0.000283	5	0	1.5	1.21402	0.09508	2.85243	1.00204	-1.51861	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12	0.000281	5	0	1.5	1.21402	0.106556	2.87798	0.994346	-1.49813	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.1	0.000284	5	0	1.5	1.19321	0.103509	2.87798	0.994346	-1.49813	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.2	0.000282	5	0	1.5	1.19321	0.107568	2.87798	0.994346	-1.49813	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.3	0.000264	5	0	1.5	1.19321	0.111405	2.87798	0.994346	-1.49813	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.4	0.000265	5	0	1.5	1.19321	0.124543	2.91153	0.990426	-1.4717	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.5	0.000284	5	0	1.5	1.17034	0.134818	2.91153	0.990426	-1.4717	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.6	0.000277	5	0	1.5	1.17034	0.135694	2.94769	0.985838	-1.43573	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.7	0.000291	5	0	1.5	1.13796	0.142511	2.94769	0.985838	-1.43573	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.8	0.000307	5	0	1.5	1.13796	0.136539	2.94769	0.985838	-1.43573	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
12.9	0.000281	5	0	1.5	1.13796	0.138126	2.98012	0.977994	-1.40532	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13	0.000261	5	0	1.5	1.10838	0.145549	2.98012	0.977994	-1.40532	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.1	0.000282	5	0	1.5	1.10838	0.150016	2.98012	0.977994	-1.40532	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.2	0.000278	5	0	1.5	1.10838	0.155784	3.01607	0.972161	-1.37521	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.3	0.000281	5	0	1.5	1.08103	0.162993	3.01607	0.972161	-1.37521	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.4	0.000272	5	0	1.5	1.08103	0.159511	3.04649	0.967874	-1.35236	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.5	0.000278	5	0	1.5	1.06093	0.165216	3.04649	0.967874	-1.35236	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.6	0.00028	5	0	1.5	1.06093	0.165961	3.07812	0.960454	-1.32577	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.7	0.000255	5	0	1.5	1.0353	0.177769	3.07812	0.960454	-1.32577	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.8	0.000254	5	0	1.5	1.0353	0.182946	3.11652	0.951436	-1.29749	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
13.9	0.000278	5	0	1.5	1.00817	0.17868	3.11652	0.951436	-1.29749	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.5	
14	0.000266	5	0	1.5	1.00817	0.210032	3.14984	0.941788	-1.26564	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.499872	
14.1	0.000274	5	0	1.5	0.97616	0.238197	3.14984	0.941788	-1.26564	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.387213	
14.2	0.000265	5	0	1.5	0.97616	0.24499	3.19041	0.938449	-1.2362	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.360041	
14.3	0.000273	5	0	1.5	0.95191	0.286714	3.2273	0.931294	-1.20621	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.193143	
14.4	0.000264	5	0	1.5	0.923998	0.295455	3.26913	0.924664	-1.17059	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.15818	
14.5	0.000265	5	0	1.5	0.891687	0.316897	3.26913	0.924664	-1.17059	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.0724121	
14.6	0.000276	5	0	1.5	0.891687	0.325372	3.29142	0.926515	-1.14169	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.0385115	
14.7	0.000274	5	0	1.5	0.868008	0.324671	3.33318	0.923798	-1.10695	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	0.0413168	
14.8	0.000261	5	0	1.5	0.839076	0.337203	3.38086	0.919803	-1.07084	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.00881116	
14.9	0.000265	5	0	1.5	0.809028	0.343373	3.38086	0.919803	-1.07084	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.0334923	
15	0.000265	5	0	1.5	0.809028	0.348705	3.41433	0.917278	-1.0416	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.0548181	
15.1	0.000252	5	0	1.5	0.784221	0.361119	3.46546	0.915009	-1.00587	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.104477	
15.2	0.000257	5	0	1.5	0.756272	0.357923	3.51592	0.910003	-0.967902	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.0916936	
15.3	0.000267	5	0	1.5	0.724212	0.361713	3.51592	0.910003	-0.967902	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.106854	
15.4	0.000265	5	0	1.5	0.724212	0.37606	3.54766	0.906427	-0.936372	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.164242	
15.5	0.000255	5	0	1.5	0.696125	0.363786	3.59893	0.904751	-0.897706	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.115145	
15.6	0.00026	5	0	1.5	0.631656	0.373092	3.65351	0.897439	-0.861402	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.152367	
15.7	0.000259	5	0	1.5	0.54636	0.372945	3.65351	0.897439	-0.861402	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.151779	
15.8	0.000261	5	0	1.5	0.54636	0.353116	3.69572	0.892631	-0.830544	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.0724637	
15.9	0.000249	5	0	1.5	0.477361	0.356741	3.74651	0.892861	-0.79899	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.086965	
16	0.000246	5	0	1.5	0.393984	0.355648	3.80062	0.888739	-0.767292	-5.52473	2.97186	1.19688	0.358783	0.03	0.057566	-0.0212151	-0.0825913	
