time	tictoc	state	task counter	tube width	phi des	v ropod odom	v ropod cmd	x ropod	y ropod	theta ropod	x obs	y obs	theta obs	obs width	obs depth	obs vx	obs vy	des accel
1.9	0.000853	2	0	1.5	0.060595	0.335	0.335	3.08903	3.75341	-1.82587	0	0	0	0	0	0	0	0	
2	0.000876	2	0	1.5	0.0597346	0.335	0.335	3.084	3.76436	-1.84384	0	0	0	0	0	0	0	0	
2.1	0.000825	2	0	1.5	0.0871087	0.335	0.335	3.07667	3.73168	-1.84219	0	0	0	0	0	0	0	0	
2.2	0.000772	2	0	1.5	0.084582	0.335	0.335	3.06941	3.69898	-1.84052	0	0	0	0	0	0	0	0	
2.3	0.000826	2	0	1.5	0.081981	0.335	0.335	3.06246	3.66621	-1.83861	0	0	0	0	0	0	0	0	
2.4	0.000801	2	0	1.5	0.0788143	0.335	0.335	3.05046	3.6352	-1.85556	0	0	0	0	0	0	0	0	
2.5	0.000846	2	0	1.5	0.104578	0.335	0.335	3.04361	3.60241	-1.85308	0	0	0	0	0	0	0	0	
2.6	0.000816	2	0	1.5	0.100143	0.335	0.335	3.03683	3.56961	-1.85061	0	0	0	0	0	0	0	0	
2.7	0.000735	2	0	1.5	0.0957488	0.335	0.335	3.03004	3.53681	-1.84822	0	0	0	0	0	0	0	0	
2.8	0.000816	2	0	1.5	0.0915469	0.335	0.335	3.02543	3.51917	-1.85498	0	0	0	0	0	0	0	0	
2.9	0.000776	2	0	1.5	0.100399	0.335	0.335	3.0189	3.48632	-1.85221	0	0	0	0	0	0	0	0	
3	0.000799	2	0	1.5	0.0953046	0.335	0.335	3.01234	3.45347	-1.84955	0	0	0	0	0	0	0	0	
3.1	0.000946	2	0	1.5	0.0905186	0.335	0.335	3.00589	3.4206	-1.84688	0	0	0	0	0	0	0	0	
3.2	0.000861	2	0	1.5	0.0857115	0.335	0.335	2.98967	3.36377	-1.85051	0	0	0	0	0	0	0	0	
3.3	0.000886	2	0	1.5	0.0929436	0.335	0.335	2.98323	3.33089	-1.84778	0	0	0	0	0	0	0	0	
3.4	0.000879	2	0	1.5	0.0879836	0.335	0.335	2.97694	3.29799	-1.84502	0	0	0	0	0	0	0	0	
3.5	0.000907	2	0	1.5	0.0829473	0.335	0.335	2.97074	3.26507	-1.84224	0	0	0	0	0	0	0	0	
3.6	0.000819	2	0	1.5	0.0779325	0.335	0.335	2.97057	3.2409	-1.85277	0	0	0	0	0	0	0	0	
3.7	0.000939	2	0	1.5	0.0839443	0.335	0.335	2.96404	3.20804	-1.85007	0	0	0	0	0	0	0	0	
3.8	0.000967	2	0	1.5	0.0793615	0.335	0.335	2.95748	3.17519	-1.84748	0	0	0	0	0	0	0	0	
3.9	0.000816	2	0	1.5	0.0750425	0.335	0.335	2.95095	3.14233	-1.84494	0	0	0	0	0	0	0	0	
4	0.000835	2	0	1.5	0.070868	0.335	0.335	2.9358	3.0974	-1.85344	0	0	0	0	0	0	0	0	
4.1	0.000855	2	0	1.5	0.0850325	0.335	0.335	2.92919	3.06455	-1.85079	0	0	0	0	0	0	0	0	
4.2	0.000888	2	0	1.5	0.0805506	0.335	0.335	2.92265	3.0317	-1.84816	0	0	0	0	0	0	0	0	
4.3	0.000821	2	0	1.5	0.0761452	0.335	0.335	2.9161	2.99884	-1.84563	0	0	0	0	0	0	0	0	
4.4	0.000869	2	0	1.5	0.071976	0.335	0.335	2.90404	2.96444	-1.85904	0	0	0	0	0	0	0	0	
4.5	0.000859	2	0	1.5	0.0914817	0.335	0.335	2.89723	2.93164	-1.85642	0	0	0	0	0	0	0	0	
4.6	0.000843	2	0	1.5	0.0871201	0.335	0.335	2.8905	2.89883	-1.85379	0	0	0	0	0	0	0	0	
4.7	0.000829	2	0	1.5	0.0827485	0.335	0.335	2.88377	2.86601	-1.85125	0	0	0	0	0	0	0	0	
4.8	0.000928	2	0	1.5	0.0785943	0.335	0.335	2.86735	2.82679	-1.86855	0	0	0	0	0	0	0	0	
4.9	0.000956	2	0	1.5	0.10781	0.335	0.335	2.86048	2.79401	-1.86568	0	0	0	0	0	0	0	0	
5	0.00095	2	0	1.5	0.102836	0.335	0.335	2.85366	2.76121	-1.86285	0	0	0	0	0	0	0	0	
5.1	0.000903	2	0	1.5	0.0979671	0.335	0.335	2.84675	2.72843	-1.8602	0	0	0	0	0	0	0	0	
5.2	0.000983	2	0	1.5	0.093531	0.335	0.435	2.83783	2.69189	-1.87819	0	0	0	0	0	0	0	1	
5.3	0.000912	3	0	1.5	0.117056	0.435	0.469	2.82975	2.65374	-1.87458	0	0	0	0	0	0	0	0.34	
5.4	0.000965	3	0	1.5	0.11079	0.469	0.469	2.8206	2.60931	-1.87032	0	0	0	0	0	0	0	0	
5.5	0.000888	3	0	1.5	0.103319	0.469	0.469	2.81132	2.56334	-1.86593	0	0	0	0	0	0	0	0	
5.6	0.000908	3	0	1.5	0.095649	0.469	0.469	2.80333	2.55858	-1.88438	0	0	0	0	0	0	0	0	
5.7	0.00093	3	0	1.5	0.128967	0.469	0.469	2.79386	2.51265	-1.87956	0	0	0	0	0	0	0	0	
5.8	0.000957	3	0	1.5	0.120086	0.469	0.469	2.77396	2.4437	-1.88302	0	0	0	0	0	0	0	0	
5.9	0.000927	3	0	1.5	0.129369	0.469	0.469	2.76451	2.39777	-1.87824	0	0	0	0	0	0	0	0	
6	0.000987	3	0	1.5	0.120517	0.469	0.469	2.75561	2.35173	-1.87315	0	0	0	0	0	0	0	0	
6.1	0.00091	3	0	1.5	0.110798	0.469	0.469	2.74689	2.30564	-1.86811	0	0	0	0	0	0	0	0	
6.2	0.000913	3	0	1.5	0.10133	0.469	0.469	2.73687	2.27431	-1.88999	0	0	0	0	0	0	0	0	
6.3	0.000929	3	0	1.5	0.134505	0.469	0.469	2.72793	2.22828	-1.88442	0	0	0	0	0	0	0	0	
6.4	0.000879	3	0	1.5	0.123642	0.469	0.469	2.7191	2.18221	-1.87899	0	0	0	0	0	0	0	0	
6.5	0.000972	3	0	1.5	0.113259	0.469	0.469	2.71005	2.1362	-1.87402	0	0	0	0	0	0	0	0	
6.6	0.000964	3	0	1.5	0.104195	0.469	0.469	2.69973	2.12605	-1.89382	0	0	0	0	0	0	0	0	
6.7	0.00096	3	0	1.5	0.142255	0.469	0.469	2.69075	2.08002	-1.88812	0	0	0	0	0	0	0	0	
6.8	0.00101	3	0	1.5	0.130975	0.469	0.469	2.6576	1.97559	-1.89707	0	0	0	0	0	0	0	0	
6.9	0.000978	3	0	1.5	0.155879	0.469	0.469	2.64846	1.9296	-1.89139	0	0	0	0	0	0	0	0	
7	0.000991	3	0	1.5	0.144333	0.469	0.369	2.63992	1.88349	-1.88539	0	0	0	0	0	0	0	-1	
7.1	0.000992	4	0	1.5	0.131904	0.369	0.269	2.62905	1.85077	-1.89945	0	0	0	0	0	0	0	-1	
7.2	0.00087	4	0	1.5	0.157459	0.269	0.201	2.62352	1.81984	-1.89499	0	0	0	0	0	0	0	-0.68	
7.3	0.00092	4	0	1.5	0.147734	0.201	0.201	2.6194	1.79704	-1.89181	0	0	0	0	0	0	0	0	
7.4	0.000902	4	0	1.5	0.140979	0.201	0.201	2.59126	1.68261	-1.88662	0	0	0	0	0	0	0	0	
7.5	0.000972	4	0	1.5	0.134202	0.201	0.201	2.58778	1.66281	-1.88393	0	0	0	0	0	0	0	0	
7.6	0.001011	4	0	1.5	0.128559	0.201	0.201	2.58429	1.64301	-1.8813	0	0	0	0	0	0	0	0	
7.7	0.00086	4	0	1.5	0.123145	0.201	0.201	2.58076	1.62322	-1.87875	0	0	0	0	0	0	0	0	
7.8	0.000907	4	0	1.5	0.117993	0.201	0.201	2.56203	1.54311	-1.88117	0	0	0	0	0	0	0	0	
7.9	0.000945	4	0	1.5	0.120634	0.201	0.201	2.55846	1.52333	-1.87867	0	0	0	0	0	0	0	0	
8	0.000889	4	0	1.5	0.115678	0.201	0.201	2.55481	1.50356	-1.87629	0	0	0	0	0	0	0	0	
8.1	0.000953	4	0	1.5	0.111055	0.201	0.201	2.55115	1.48379	-1.87397	0	0	0	0	0	0	0	0	
8.2	0.000918	4	0	1.5	0.106636	0.201	0.201	2.54752	1.46402	-1.87166	0	0	0	0	0	0	0	0	
8.3	0.000935	4	0	1.5	0.102274	0.201	0.134	2.54387	1.44425	-1.86941	0	0	0	0	0	0	0	-0.67	
8.4	0.00088	5	0	1.5	0.259353	0.134	0.134	2.53358	1.42724	-1.87648	0	0	0	0	0	0	0	0	
8.5	0.000909	5	0	1.5	0.416433	0.134	0.234	2.53201	1.41398	-1.8741	0	0	0	0	0	0	0	1	
8.6	0.000884	5	0	1.5	0.492515	0.234	0.334	2.53025	1.3953	-1.8704	0	0	0	0	0	0	0	1	
8.7	0.000941	5	0	1.5	0.52121	0.334	0.335	2.52857	1.36666	-1.86394	0	0	0	0	0	0	0	0.01	
8.8	0.00095	5	0	1.5	0.652294	0.335	0.335	2.52988	1.33351	-1.85372	0	0	0	0	0	0	0	0	
8.9	0.000873	5	0	1.5	0.802779	0.335	0.335	2.53563	1.30087	-1.83991	0	0	0	0	0	0	0	0	
9	0.000922	5	0	1.5	0.948131	0.335	0.335	2.51565	1.31433	-1.86015	0	0	0	0	0	0	0	0	
9.1	0.001018	5	0	1.5	0.902702	0.335	0.335	2.52761	1.28335	-1.84098	0	0	0	0	0	0	0	0	
9.2	0.000869	5	0	1.5	1.03682	0.335	0.335	2.52733	1.26694	-1.8402	0	0	0	0	0	0	0	0	
9.3	0.000971	5	0	1.5	1.1113	0.335	0.235	2.54559	1.22982	-1.81215	0	0	0	0	0	0	0	-1	
9.4	0.000796	5	0	1.5	1.26838	0.235	0.335	2.57346	1.19695	-1.77302	0	0	0	0	0	0	0	1	
9.5	0.000832	5	0	1.5	1.39686	0.335	0.335	2.5948	1.17894	-1.7497	0	0	0	0	0	0	0	0	
9.6	0.000931	5	0	1.5	1.40478	0.335	0.335	2.59002	1.17413	-1.75285	0	0	0	0	0	0	0	0	
9.7	0.000864	5	0	1.5	1.41187	0.335	0.335	2.61574	1.14475	-1.72148	0	0	0	0	0	0	0	0	
9.8	0.000827	5	0	1.5	1.39464	0.335	0.335	2.64109	1.12271	-1.70712	0	0	0	0	0	0	0	0	
9.9	0.000802	5	0	1.5	1.38981	0.335	0.335	2.67133	1.10852	-1.67676	0	0	0	0	0	0	0	0	
10	0.000912	5	0	1.5	1.36309	0.335	0.335	2.67551	1.10501	-1.68396	0	0	0	0	0	0	0	0	
10.1	0.000813	5	0	1.5	1.37178	0.335	0.335	2.7064	1.0922	-1.65335	0	0	0	0	0	0	0	0	
10.2	0.000915	5	0	1.5	1.34381	0.335	0.335	2.70424	1.08628	-1.66827	0	0	0	0	0	0	0	0	
10.3	0.000847	5	0	1.5	1.3629	0.335	0.335	2.73528	1.07382	-1.6377	0	0	0	0	0	0	0	0	
10.4	0.000854	5	0	1.5	1.33472	0.335	0.335	2.73071	1.07477	-1.6496	0	0	0	0	0	0	0	0	
10.5	0.000933	5	0	1.5	1.34683	0.335	0.335	2.76197	1.06283	-1.61904	0	0	0	0	0	0	0	0	
10.6	0.000867	5	0	1.5	1.31828	0.335	0.335	2.75542	1.06308	-1.62851	0	0	0	0	0	0	0	0	
10.7	0.000976	5	0	1.5	1.32877	0.335	0.335	2.78691	1.05176	-1.59795	0	0	0	0	0	0	0	0	
10.8	0.000866	5	0	1.5	1.29978	0.335	0.335	2.78058	1.05238	-1.60764	0	0	0	0	0	0	0	0	
10.9	0.000844	5	0	1.5	1.31022	0.335	0.335	2.81226	1.04156	-1.57712	0	0	0	0	0	0	0	0	
11	0.000815	5	0	1.5	1.28091	0.335	0.335	2.80354	1.04598	-1.58428	0	0	0	0	0	0	0	0	
11.1	0.00093	5	0	1.5	1.28682	0.335	0.335	2.83552	1.03599	-1.55371	0	0	0	0	0	0	0	0	
11.2	0.000839	5	0	1.5	1.25687	0.335	0.335	2.82694	1.03736	-1.55966	0	0	0	0	0	0	0	0	
11.3	0.000834	5	0	1.5	1.26349	0.335	0.335	2.85892	1.02741	-1.52933	0	0	0	0	0	0	0	0	
11.4	0.000858	5	0	1.5	1.23376	0.335	0.335	2.85614	1.03372	-1.5312	0	0	0	0	0	0	0	0	
11.5	0.000838	5	0	1.5	1.23209	0.335	0.335	2.8882	1.02396	-1.5011	0	0	0	0	0	0	0	0	
11.6	0.000878	5	0	1.5	1.20246	0.335	0.335	2.8789	1.02568	-1.50374	0	0	0	0	0	0	0	0	
11.7	0.000921	5	0	1.5	1.20567	0.335	0.335	2.91097	1.01598	-1.47393	0	0	0	0	0	0	0	0	
11.8	0.000815	5	0	1.5	1.17628	0.335	0.335	2.90426	1.01812	-1.47554	0	0	0	0	0	0	0	0	
11.9	0.000855	5	0	1.5	1.17773	0.335	0.335	2.93653	1.00904	-1.44582	0	0	0	0	0	0	0	0	
12	0.000884	5	0	1.5	1.148	0.335	0.335	2.93057	1.01192	-1.44169	0	0	0	0	0	0	0	0	
12.1	0.000828	5	0	1.5	1.14311	0.335	0.335	2.96292	1.00308	-1.41229	0	0	0	0	0	0	0	0	
12.2	0.000799	5	0	1.5	1.11353	0.335	0.335	2.96068	1.00518	-1.40645	0	0	0	0	0	0	0	0	
12.3	0.000859	5	0	1.5	1.10674	0.335	0.335	2.99314	0.996719	-1.37734	0	0	0	0	0	0	0	0	
12.4	0.000851	5	0	1.5	1.0772	0.335	0.335	2.98778	0.999104	-1.3729	0	0	0	0	0	0	0	0	
12.5	0.000887	5	0	1.5	1.0722	0.335	0.335	3.02033	0.990951	-1.34412	0	0	0	0	0	0	0	0	
12.6	0.000818	5	0	1.5	1.04276	0.335	0.335	3.01927	0.992555	-1.33829	0	0	0	0	0	0	0	0	
12.7	0.000856	5	0	1.5	1.03609	0.335	0.335	3.05165	0.983778	-1.31032	0	0	0	0	0	0	0	0	
12.8	0.000916	5	0	1.5	1.0079	0.335	0.335	3.06127	0.982611	-1.2953	0	0	0	0	0	0	0	0	
12.9	0.000936	5	0	1.5	0.991894	0.335	0.335	3.09376	0.974215	-1.26782	0	0	0	0	0	0	0	0	
13	0.00089	5	0	1.5	0.963925	0.335	0.335	3.08921	0.976033	-1.26618	0	0	0	0	0	0	0	0	
13.1	0.000854	5	0	1.5	0.961946	0.335	0.335	3.12714	0.970444	-1.22134	0	0	0	0	0	0	0	0	
13.2	0.000898	5	0	1.5	0.913834	0.335	0.335	3.17225	0.964871	-1.17855	0	0	0	0	0	0	0	0	
13.3	0.000812	5	0	1.5	0.866462	0.335	0.335	3.20497	0.957257	-1.15267	0	0	0	0	0	0	0	0	
13.4	0.00088	5	0	1.5	0.839558	0.335	0.335	3.21196	0.957432	-1.14587	0	0	0	0	0	0	0	0	
13.5	0.00078	5	0	1.5	0.831381	0.335	0.335	3.25816	0.95	-1.1048	0	0	0	0	0	0	0	0	
13.6	0.000755	5	0	1.5	0.786732	0.335	0.335	3.30877	0.941131	-1.06087	0	0	0	0	0	0	0	0	
13.7	0.000856	5	0	1.5	0.739352	0.335	0.335	3.34152	0.933584	-1.03733	0	0	0	0	0	0	0	0	
13.8	0.000842	5	0	1.5	0.714732	0.335	0.335	3.35013	0.934897	-1.03119	0	0	0	0	0	0	0	0	
13.9	0.000764	5	0	1.5	0.7062	0.335	0.335	3.4024	0.927804	-0.99833	0	0	0	0	0	0	0	0	
14	0.000882	5	0	1.5	0.66845	0.335	0.335	3.45652	0.918414	-0.964847	0	0	0	0	0	0	0	0	
14.1	0.000817	5	0	1.5	0.631218	0.335	0.335	3.48914	0.910366	-0.943856	0	0	0	0	0	0	0	0	
14.2	0.000729	5	0	1.5	0.609495	0.335	0.335	3.49404	0.914097	-0.937731	0	0	0	0	0	0	0	0	
14.3	0.000893	5	0	1.5	0.600103	0.335	0.335	3.54324	0.902745	-0.908001	0	0	0	0	0	0	0	0	
14.4	0.000868	5	0	1.5	0.568766	0.335	0.335	3.59952	0.894184	-0.877284	0	0	0	0	0	0	0	0	
14.5	0.000708	5	0	1.5	0.486311	0.335	0.335	3.63186	0.885004	-0.859371	0	0	0	0	0	0	0	0	
14.6	0.000805	5	0	1.5	0.446608	0.335	0.335	3.67183	0.880626	-0.838288	0	0	0	0	0	0	0	0	
14.7	0.000736	5	0	1.5	0.385066	0.335	0.335	3.70402	0.870849	-0.821898	0	0	0	0	0	0	0	0	
14.8	0.000836	5	0	1.5	0.352199	0.335	0.335	3.73935	0.865175	-0.807941	0	0	0	0	0	0	0	0	
14.9	0.000769	5	0	1.5	0.312658	0.335	0.335	3.77092	0.853622	-0.793973	0	0	0	0	0	0	0	0	
15	0.000786	5	0	1.5	0.290829	0.335	0.335	3.80126	0.843881	-0.782371	0	0	0	0	0	0	0	0	
15.1	0.000781	5	0	1.5	0.271165	0.335	0.335	3.83216	0.830742	-0.770641	0	0	0	0	0	0	0	0	
15.2	0.000783	5	0	1.5	0.258932	0.335	0.335	3.86279	0.817024	-0.759827	0	0	0	0	0	0	0	0	
15.3	0.000832	5	0	1.5	0.250613	0.335	0.335	3.88561	0.810218	-0.756279	0	0	0	0	0	0	0	0	
15.4	0.000721	5	0	1.5	0.245443	0.335	0.335	3.91573	0.795466	-0.746933	0	0	0	0	0	0	0	0	
15.5	0.000736	5	0	1.5	0.243975	0.335	0.335	3.94578	0.780603	-0.737985	0	0	0	0	0	0	0	0	
15.6	0.000752	5	0	1.5	0.244802	0.335	0.335	3.98925	0.756456	-0.731852	0	0	0	0	0	0	0	0	
15.7	0.00074	5	0	1.5	0.26007	0.335	0.335	4.01942	0.741869	-0.723092	0	0	0	0	0	0	0	0	
15.8	0.000675	5	0	1.5	0.264825	0.335	0.335	4.04965	0.727408	-0.714474	0	0	0	0	0	0	0	0	
15.9	0.000841	5	0	1.5	0.271609	0.335	0.335	4.07989	0.712998	-0.706072	0	0	0	0	0	0	0	0	
16	0.000742	5	0	1.5	0.280662	0.335	0.335	4.10064	0.690968	-0.71804	0	0	0	0	0	0	0	0	
16.1	0.0007	5	0	1.5	0.31734	0.335	0.335	4.13101	0.676886	-0.709212	0	0	0	0	0	0	0	0	
16.2	0.000676	5	0	1.5	0.327558	0.335	0.335	4.16158	0.66323	-0.70023	0	0	0	0	0	0	0	0	
16.3	0.000791	5	0	1.5	0.339628	0.335	0.335	4.19244	0.650251	-0.690855	0	0	0	0	0	0	0	0	
16.4	0.000673	5	0	1.5	0.353479	0.335	0.335	4.21053	0.631755	-0.704713	0	0	0	0	0	0	0	0	
16.5	0.000725	5	0	1.5	0.386831	0.335	0.335	4.24183	0.619912	-0.694113	0	0	0	0	0	0	0	0	
16.6	0.000757	5	0	1.5	0.401775	0.335	0.335	4.27337	0.608725	-0.683211	0	0	0	0	0	0	0	0	
16.7	0.000743	5	0	1.5	0.417727	0.335	0.335	4.30518	0.598328	-0.671895	0	0	0	0	0	0	0	0	
16.8	0.000735	5	0	1.5	0.433216	0.335	0.335	4.30312	0.599316	-0.686938	0	0	0	0	0	0	0	0	
16.9	0.000744	5	0	1.5	0.446466	0.335	0.335	4.33516	0.589659	-0.674836	0	0	0	0	0	0	0	0	
17	0.000691	5	0	1.5	0.461125	0.335	0.335	4.3594	0.581547	-0.671385	0	0	0	0	0	0	0	0	
17.1	0.000755	5	0	1.5	0.477974	0.335	0.335	4.39176	0.573087	-0.65866	0	0	0	0	0	0	0	0	
17.2	0.000748	5	0	1.5	0.491868	0.335	0.335	4.42097	0.565087	-0.648421	0	0	0	0	0	0	0	0	
17.3	0.000705	5	0	1.5	0.505588	0.335	0.335	4.4538	0.558671	-0.634554	0	0	0	0	0	0	0	0	
17.4	0.00074	5	0	1.5	0.518247	0.335	0.235	4.48445	0.548657	-0.623164	0	0	0	0	0	0	0	-1	
17.5	0.000749	1	2	1.5	0.361168	0.235	0.335	4.51229	0.543963	-0.611421	0	0	0	0	0	0	0	1	
17.6	0.000594	1	2	1.5	0.315722	0.335	0.435	4.55352	0.536797	-0.59431	0	0	0	0	0	0	0	1	
17.7	0.000647	1	2	1.5	0.275634	0.435	0.535	4.59198	0.530456	-0.579031	0	0	0	0	0	0	0	1	
17.8	0.000659	1	2	1.5	0.24084	0.535	0.635	4.61592	0.533586	-0.565504	0	0	0	0	0	0	0	1	
17.9	0.000655	1	2	1.5	0.199447	0.635	0.735	4.67342	0.520143	-0.547434	0	0	0	0	0	0	0	1	
18	0.000659	1	2	1.5	0.169328	0.735	0.835	4.68234	0.520093	-0.542232	0	0	0	0	0	0	0	1	
18.1	0.000732	1	2	1.5	0.15758	0.835	0.935	4.75798	0.497125	-0.524447	0	0	0	0	0	0	0	1	
18.2	0.000704	1	2	1.5	0.139139	0.935	0.938	4.7982	0.479863	-0.515321	0	0	0	0	0	0	0	0.03	
18.3	0.000681	1	2	1.5	0.138305	0.938	0.938	4.88684	0.449461	-0.499608	0	0	0	0	0	0	0	0	
18.4	0.000763	1	2	1.5	0.130261	0.938	0.938	4.90438	0.442578	-0.505321	0	0	0	0	0	0	0	0	
18.5	0.000609	1	2	1.5	0.142702	0.938	0.938	4.99259	0.410645	-0.491856	0	0	0	0	0	0	0	0	
18.6	0.000634	1	2	1.5	0.1402	0.938	0.938	5.04469	0.389533	-0.491372	0	0	0	0	0	0	0	0	
18.7	0.000688	1	2	1.5	0.153337	0.938	0.938	5.13326	0.35865	-0.478083	0	0	0	0	0	0	0	0	
18.8	0.000704	1	2	1.5	0.148828	0.938	0.938	5.2001	0.324146	-0.477213	0	0	0	0	0	0	0	0	
18.9	0.000714	1	2	1.5	0.178119	0.938	0.938	5.28931	0.295208	-0.46327	0	0	0	0	0	0	0	0	
19	0.000723	1	2	1.5	0.168296	0.938	0.938	5.36498	0.260907	-0.473832	0	0	0	0	0	0	0	0	
19.1	0.000685	1	2	1.5	0.214158	0.938	0.938	5.45464	0.233491	-0.45874	0	0	0	0	0	0	0	0	
19.2	0.000628	1	2	1.5	0.198309	0.938	0.938	5.56356	0.198534	-0.460579	0	0	0	0	0	0	0	0	
19.3	0.000694	1	2	1.5	0.217124	0.938	0.938	5.65398	0.173669	-0.444216	0	0	0	0	0	0	0	0	
19.4	0.00066	1	2	1.5	0.194012	0.938	0.938	5.74863	0.133128	-0.436268	0	0	0	0	0	0	0	0	
19.5	0.000769	1	2	1.5	0.211453	0.938	0.938	5.84013	0.112418	-0.418108	0	0	0	0	0	0	0	0	
19.6	0.000677	1	2	1.5	0.178027	0.938	0.938	5.95224	0.0853343	-0.411338	0	0	0	0	0	0	0	0	
19.7	0.000774	1	2	1.5	0.167049	0.938	0.938	6.04408	0.0660007	-0.394009	0	0	0	0	0	0	0	0	
19.8	0.0007	1	2	1.5	0.136269	0.938	0.938	6.14381	0.0432461	-0.391834	0	0	0	0	0	0	0	0	
19.9	0.000713	1	2	1.5	0.131178	0.938	0.938	6.23555	0.0234844	-0.376544	0	0	0	0	0	0	0	0	
20	0.000721	1	2	1.5	0.10702	0.938	0.938	6.35209	-0.00833655	-0.381029	0	0	0	0	0	0	0	0	
20.1	0.000818	1	2	1.5	0.117864	0.938	0.938	6.44343	-0.0297996	-0.368226	0	0	0	0	0	0	0	0	
20.2	0.000694	1	2	1.5	0.10028	0.938	0.938	6.56065	-0.0582547	-0.366499	0	0	0	0	0	0	0	0	
20.3	0.000714	1	2	1.5	0.0982616	0.938	0.938	6.65164	-0.0810799	-0.356198	0	0	0	0	0	0	0	0	
20.4	0.000721	1	2	1.5	0.0867555	0.938	0.938	6.75342	-0.107838	-0.373531	0	0	0	0	0	0	0	0	
20.5	0.000758	1	2	1.5	0.111158	0.938	0.938	6.84415	-0.13163	-0.363534	0	0	0	0	0	0	0	0	
20.6	0.00067	1	2	1.5	0.100635	0.938	0.838	6.94834	-0.170106	-0.378035	0	0	0	0	0	0	0	-1	
20.7	0.000751	2	2	1.5	0.13849	0.838	0.738	7.03363	-0.192965	-0.368664	0	0	0	0	0	0	0	-1	
20.8	0.000782	2	2	1.5	0.128187	0.738	0.638	7.14741	-0.229656	-0.38189	0	0	0	0	0	0	0	-1	
20.9	0.000793	2	2	1.5	0.161532	0.638	0.538	7.21354	-0.246745	-0.373765	0	0	0	0	0	0	0	-1	
21	0.000791	2	2	1.5	0.150607	0.538	0.438	7.34122	-0.281041	-0.380475	0	0	0	0	0	0	0	-1	
21.1	0.000786	2	2	1.5	0.166367	0.438	0.338	7.38825	-0.292125	-0.373778	0	0	0	0	0	0	0	-1	
21.2	0.000794	2	2	1.5	0.155376	0.338	0.335	7.50988	-0.326032	-0.377233	0	0	0	0	0	0	0	-0.03	
21.3	0.000686	2	2	1.5	0.167799	0.335	0.335	7.54271	-0.333345	-0.372255	0	0	0	0	0	0	0	0	
21.4	0.000775	2	2	1.5	0.158926	0.335	0.335	7.57544	-0.340458	-0.367287	0	0	0	0	0	0	0	0	
21.5	0.000818	2	2	1.5	0.150029	0.335	0.335	7.68628	-0.368122	-0.376091	0	0	0	0	0	0	0	0	
21.6	0.000741	2	2	1.5	0.165104	0.335	0.335	7.719	-0.375319	-0.371085	0	0	0	0	0	0	0	0	
21.7	0.000774	2	2	1.5	0.15612	0.335	0.335	7.75175	-0.382363	-0.366088	0	0	0	0	0	0	0	0	
21.8	0.000826	2	2	1.5	0.147147	0.335	0.335	7.85652	-0.409148	-0.370162	0	0	0	0	0	0	0	0	
21.9	0.000801	2	2	1.5	0.155574	0.335	0.335	7.88932	-0.416012	-0.365023	0	0	0	0	0	0	0	0	
