time	tictoc	state	task counter	tube width	phi des	v ropod odom	v ropod cmd	x ropod	y ropod	theta ropod	x obs	y obs	theta obs	obs width	obs depth	obs vx	obs vy	des accel
53.2	0.000767	1	6	1.5	0.228331	0.435	0.535	10.5487	6.93214	2.54743	0	0	0	0	0	0	0	1	
53.3	0.000838	1	6	1.5	0.218346	0.535	0.635	10.5013	6.94479	2.56239	0	0	0	0	0	0	0	1	
53.4	0.000916	1	6	1.5	0.195144	0.635	0.735	10.4448	6.96186	2.57783	0	0	0	0	0	0	0	1	
53.5	0.0008	1	6	1.5	0.176227	0.735	0.835	10.4723	6.9597	2.56726	0	0	0	0	0	0	0	1	
53.6	0.000897	1	6	1.5	0.202141	0.835	0.935	10.3976	6.98522	2.58491	0	0	0	0	0	0	0	1	
53.7	0.000857	1	6	1.5	0.186673	0.935	0.938	10.3138	7.01525	2.60208	0	0	0	0	0	0	0	0.03	
53.8	0.000817	1	6	1.5	0.176427	0.938	0.938	10.3603	6.99906	2.59124	0	0	0	0	0	0	0	0	
53.9	0.00081	1	6	1.5	0.185117	0.938	0.938	10.2718	7.03017	2.6093	0	0	0	0	0	0	0	0	
54	0.000817	1	6	1.5	0.173248	0.938	0.938	10.1934	7.06273	2.61815	0	0	0	0	0	0	0	0	
54.1	0.000873	1	6	1.5	0.182982	0.938	0.938	10.1045	7.09291	2.63482	0	0	0	0	0	0	0	0	
54.2	0.00092	1	6	1.5	0.171156	0.938	0.938	10.036	7.12567	2.62544	0	0	0	0	0	0	0	0	
54.3	0.000874	1	6	1.5	0.215922	0.938	0.938	9.94688	7.15478	2.64249	0	0	0	0	0	0	0	0	
54.4	0.000943	1	6	1.5	0.200056	0.938	0.938	9.86196	7.20534	2.64044	0	0	0	0	0	0	0	0	
54.5	0.000835	1	6	1.5	0.261175	0.938	0.938	9.77222	7.2324	2.65816	0	0	0	0	0	0	0	0	
54.6	0.00071	1	6	1.5	0.23779	0.938	0.938	9.66581	7.25225	2.65679	0	0	0	0	0	0	0	0	
54.7	0.000893	1	6	1.5	0.228475	0.938	0.938	9.57527	7.27672	2.67555	0	0	0	0	0	0	0	0	
54.8	0.000927	1	6	1.5	0.199631	0.938	0.938	9.4676	7.30318	2.67873	0	0	0	0	0	0	0	0	
54.9	0.000817	1	6	1.5	0.194449	0.938	0.938	9.37598	7.32359	2.69941	0	0	0	0	0	0	0	0	
55	0.000859	1	6	1.5	0.157613	0.938	0.938	9.34344	7.32652	2.6851	0	0	0	0	0	0	0	0	
55.1	0.000874	1	6	1.5	0.171892	0.938	0.938	9.20126	7.36151	2.70066	0	0	0	0	0	0	0	0	
55.2	0.000816	1	6	1.5	0.148114	0.938	0.938	9.04988	7.39511	2.7195	0	0	0	0	0	0	0	0	
55.3	0.000872	1	6	1.5	0.116241	0.938	0.938	8.9591	7.41892	2.73359	0	0	0	0	0	0	0	0	
55.4	0.000896	1	6	1.5	0.100065	0.938	0.938	8.85413	7.44483	2.73608	0	0	0	0	0	0	0	0	
55.5	0.000911	1	6	1.5	0.09727	0.938	0.938	8.76331	7.46848	2.74893	0	0	0	0	0	0	0	0	
55.6	0.000896	1	6	1.5	0.0835974	0.938	0.938	8.66048	7.51111	2.74357	0	0	0	0	0	0	0	0	
55.7	0.00086	1	6	1.5	0.112721	0.938	0.938	8.57022	7.53666	2.75399	0	0	0	0	0	0	0	0	
55.8	0.000806	1	6	1.5	0.103738	0.938	0.938	8.45082	7.57678	2.74024	0	0	0	0	0	0	0	0	
55.9	0.000927	1	6	1.5	0.137713	0.938	0.938	8.36086	7.60329	2.75005	0	0	0	0	0	0	0	0	
56	0.000903	1	6	1.5	0.130127	0.938	0.838	8.25907	7.64331	2.73291	0	0	0	0	0	0	0	-1	
56.1	0.000854	2	6	1.5	0.179735	0.838	0.738	8.17411	7.66729	2.74369	0	0	0	0	0	0	0	-1	
56.2	0.000995	2	6	1.5	0.167404	0.738	0.638	8.06544	7.70861	2.7308	0	0	0	0	0	0	0	-1	
56.3	0.000972	2	6	1.5	0.214097	0.638	0.538	7.99933	7.72567	2.74076	0	0	0	0	0	0	0	-1	
56.4	0.000847	2	6	1.5	0.198067	0.538	0.438	7.87078	7.75364	2.74071	0	0	0	0	0	0	0	-1	
56.5	0.001144	2	6	1.5	0.192268	0.438	0.338	7.82361	7.76413	2.74888	0	0	0	0	0	0	0	-1	
56.6	0.000979	2	6	1.5	0.176836	0.338	0.335	7.69485	7.7878	2.75819	0	0	0	0	0	0	0	-0.03	
56.7	0.000936	2	6	1.5	0.149886	0.335	0.335	7.66185	7.79438	2.76406	0	0	0	0	0	0	0	0	
56.8	0.001	2	6	1.5	0.138895	0.335	0.335	7.54908	7.82012	2.76297	0	0	0	0	0	0	0	0	
56.9	0.000908	2	6	1.5	0.137847	0.335	0.335	7.51624	7.82679	2.76855	0	0	0	0	0	0	0	0	
57	0.000935	2	6	1.5	0.127871	0.335	0.335	7.48341	7.83355	2.77389	0	0	0	0	0	0	0	0	
57.1	0.000417	2	6	1.5	0.118715	0.335	0.335	7.40644	7.84687	2.76462	0	0	0	0	0	0	0	0	
57.2	0.000893	2	6	1.5	0.123971	0.335	0.335	7.37373	7.85418	2.76955	0	0	0	0	0	0	0	0	
57.3	0.000909	2	6	1.5	0.116263	0.335	0.335	7.34102	7.86147	2.77435	0	0	0	0	0	0	0	0	
57.4	0.00091	2	6	1.5	0.108938	0.335	0.335	7.26325	7.87542	2.7601	0	0	0	0	0	0	0	0	
57.5	0.000882	2	6	1.5	0.121293	0.335	0.335	7.23062	7.88307	2.76484	0	0	0	0	0	0	0	0	
57.6	0.000855	2	6	1.5	0.114396	0.335	0.335	7.19803	7.89085	2.76932	0	0	0	0	0	0	0	0	
57.7	0.00097	2	6	1.5	0.108229	0.335	0.335	7.16544	7.89863	2.77365	0	0	0	0	0	0	0	0	
57.8	0.000948	2	6	1.5	0.102391	0.335	0.335	7.13952	7.91077	2.76099	0	0	0	0	0	0	0	0	
57.9	0.000956	2	6	1.5	0.127138	0.335	0.335	7.10698	7.91876	2.76538	0	0	0	0	0	0	0	0	
58	0.001046	2	6	1.5	0.12107	0.335	0.335	7.07445	7.92678	2.7696	0	0	0	0	0	0	0	0	
58.1	0.000917	2	6	1.5	0.115414	0.335	0.335	7.04192	7.93478	2.77371	0	0	0	0	0	0	0	0	
58.2	0.000978	2	6	1.5	0.109996	0.335	0.335	7.01978	7.94308	2.76754	0	0	0	0	0	0	0	0	
58.3	0.001046	2	6	1.5	0.122197	0.335	0.335	6.9872	7.95092	2.77187	0	0	0	0	0	0	0	0	
58.4	0.000972	2	6	1.5	0.116103	0.335	0.335	6.9546	7.95865	2.77617	0	0	0	0	0	0	0	0	
58.5	0.000915	2	6	1.5	0.110052	0.335	0.335	6.92197	7.96626	2.78046	0	0	0	0	0	0	0	0	
58.6	0.000946	2	6	1.5	0.103992	0.335	0.335	6.90839	7.97271	2.76433	0	0	0	0	0	0	0	0	
58.7	0.000972	2	6	1.5	0.13004	0.335	0.335	6.87582	7.98055	2.76876	0	0	0	0	0	0	0	0	
58.8	0.001054	2	6	1.5	0.123632	0.335	0.335	6.84323	7.98835	2.77309	0	0	0	0	0	0	0	0	
58.9	0.001013	2	6	1.5	0.11744	0.335	0.335	6.81065	7.99614	2.77729	0	0	0	0	0	0	0	0	
59	0.001087	2	6	1.5	0.111572	0.335	0.335	6.79565	8.00502	2.7596	0	0	0	0	0	0	0	0	
59.1	0.001066	2	6	1.5	0.143767	0.335	0.335	6.76309	8.01288	2.76416	0	0	0	0	0	0	0	0	
59.2	0.001015	2	6	1.5	0.136897	0.335	0.335	6.73051	8.02071	2.7686	0	0	0	0	0	0	0	0	
59.3	0.001113	2	6	1.5	0.130299	0.335	0.335	6.69794	8.02854	2.77291	0	0	0	0	0	0	0	0	
59.4	0.001127	2	6	1.5	0.124023	0.335	0.335	6.67211	8.03935	2.76588	0	0	0	0	0	0	0	0	
59.5	0.001016	2	6	1.5	0.140486	0.335	0.335	6.63948	8.04695	2.7705	0	0	0	0	0	0	0	0	
59.6	0.001101	2	6	1.5	0.133206	0.335	0.335	6.60683	8.05446	2.77505	0	0	0	0	0	0	0	0	
59.7	0.000925	2	6	1.5	0.126064	0.335	0.335	6.57421	8.06211	2.77933	0	0	0	0	0	0	0	0	
59.8	0.001055	2	6	1.5	0.119682	0.335	0.335	6.54849	8.07252	2.77402	0	0	0	0	0	0	0	0	
59.9	0.00096	2	6	1.5	0.132839	0.335	0.435	6.51581	8.07991	2.77857	0	0	0	0	0	0	0	1	
60	0.000912	3	6	1.5	0.125522	0.435	0.469	6.47779	8.08854	2.78366	0	0	0	0	0	0	0	0.34	
60.1	0.000979	3	6	1.5	0.117594	0.469	0.469	6.43352	8.09848	2.78946	0	0	0	0	0	0	0	0	
60.2	0.001013	3	6	1.5	0.108691	0.469	0.469	6.40512	8.10869	2.77912	0	0	0	0	0	0	0	0	
60.3	0.001072	3	6	1.5	0.12712	0.469	0.469	6.35935	8.11898	2.78528	0	0	0	0	0	0	0	0	
60.4	0.00097	3	6	1.5	0.117352	0.469	0.469	6.31356	8.12913	2.79131	0	0	0	0	0	0	0	0	
60.5	0.001052	3	6	1.5	0.107944	0.469	0.469	6.26784	8.13963	2.79676	0	0	0	0	0	0	0	0	
60.6	0.000937	3	6	1.5	0.100083	0.469	0.469	6.23339	8.15288	2.79029	0	0	0	0	0	0	0	0	
60.7	0.000946	3	6	1.5	0.114672	0.469	0.469	6.18759	8.16304	2.7961	0	0	0	0	0	0	0	0	
60.8	0.001086	3	6	1.5	0.105662	0.469	0.469	6.14183	8.17335	2.80151	0	0	0	0	0	0	0	0	
60.9	0.001025	3	6	1.5	0.0976952	0.469	0.469	6.09615	8.18398	2.80639	0	0	0	0	0	0	0	0	
61	0.001003	3	6	1.5	0.0910564	0.469	0.469	6.04807	8.20231	2.79269	0	0	0	0	0	0	0	0	
61.1	0.001015	3	6	1.5	0.116856	0.469	0.469	6.00239	8.21295	2.79793	0	0	0	0	0	0	0	0	
61.2	0.001044	3	6	1.5	0.109171	0.469	0.469	5.9567	8.22353	2.80301	0	0	0	0	0	0	0	0	
61.3	0.001089	3	6	1.5	0.101833	0.469	0.469	5.91098	8.234	2.80797	0	0	0	0	0	0	0	0	
61.4	0.000939	3	6	1.5	0.0947595	0.469	0.469	5.84895	8.25904	2.79588	0	0	0	0	0	0	0	0	
61.5	0.001001	3	6	1.5	0.123215	0.469	0.469	5.80316	8.2692	2.80144	0	0	0	0	0	0	0	0	
61.6	0.00102	3	6	1.5	0.114224	0.469	0.469	5.7574	8.27946	2.80668	0	0	0	0	0	0	0	0	
61.7	0.001063	3	6	1.5	0.106102	0.469	0.469	5.71162	8.28966	2.81173	0	0	0	0	0	0	0	0	
61.8	0.000938	3	6	1.5	0.0984308	0.469	0.369	5.65369	8.30182	2.79032	0	0	0	0	0	0	0	-1	
61.9	0.001055	4	6	1.5	0.124245	0.369	0.269	5.6133	8.31101	2.79525	0	0	0	0	0	0	0	-1	
62	0.001001	4	6	1.5	0.116529	0.269	0.201	5.58269	8.31804	2.79881	0	0	0	0	0	0	0	-0.68	
62.1	0.001052	4	6	1.5	0.111148	0.201	0.201	5.56008	8.32312	2.80147	0	0	0	0	0	0	0	0	
62.2	0.000941	4	6	1.5	0.107094	0.201	0.201	5.46267	8.34633	2.79651	0	0	0	0	0	0	0	0	
62.3	0.000968	4	6	1.5	0.112857	0.201	0.201	5.44308	8.35082	2.79878	0	0	0	0	0	0	0	0	
62.4	0.001042	4	6	1.5	0.109446	0.201	0.201	5.42348	8.35529	2.80104	0	0	0	0	0	0	0	0	
62.5	0.001031	4	6	1.5	0.106079	0.201	0.201	5.4039	8.35986	2.80315	0	0	0	0	0	0	0	0	
62.6	0.001071	4	6	1.5	0.103085	0.201	0.201	5.3259	8.37375	2.7899	0	0	0	0	0	0	0	0	
62.7	0.001037	4	6	1.5	0.113823	0.201	0.201	5.30634	8.37839	2.79215	0	0	0	0	0	0	0	0	
62.8	0.001016	4	6	1.5	0.110641	0.201	0.201	5.28678	8.38303	2.79436	0	0	0	0	0	0	0	0	
62.9	0.001016	4	6	1.5	0.107555	0.201	0.134	5.26722	8.38763	2.79657	0	0	0	0	0	0	0	-0.67	
63	0.000992	5	6	1.5	0.264635	0.134	0.134	5.25107	8.39059	2.79911	0	0	0	0	0	0	0	0	
63.1	0.00092	5	6	1.5	0.421715	0.134	0.134	5.23786	8.3925	2.80162	0	0	0	0	0	0	0	0	
63.2	0.001003	5	6	1.5	0.578794	0.134	0.134	5.1973	8.40656	2.78635	0	0	0	0	0	0	0	0	
63.3	0.000998	5	6	1.5	0.735874	0.134	0.234	5.18405	8.40709	2.79025	0	0	0	0	0	0	0	1	
63.4	0.000949	5	6	1.5	0.74094	0.234	0.334	5.16547	8.407	2.7964	0	0	0	0	0	0	0	1	
63.5	0.000979	5	6	1.5	0.745902	0.334	0.335	5.13722	8.40352	2.80853	0	0	0	0	0	0	0	0.01	
63.6	0.00099	5	6	1.5	0.751343	0.335	0.335	5.10524	8.39424	2.82668	0	0	0	0	0	0	0	0	
63.7	0.000906	5	6	1.5	0.754312	0.335	0.335	5.12468	8.40579	2.80081	0	0	0	0	0	0	0	0	
63.8	0.000883	5	6	1.5	0.765802	0.335	0.335	5.09368	8.39318	2.82182	0	0	0	0	0	0	0	0	
63.9	0.000857	5	6	1.5	0.766137	0.335	0.335	5.06309	8.3796	2.84309	0	0	0	0	0	0	0	0	
64	0.000855	5	6	1.5	0.766211	0.335	0.335	5.07364	8.38634	2.8432	0	0	0	0	0	0	0	0	
64.1	0.000884	5	6	1.5	0.758156	0.335	0.335	5.03779	8.37123	2.87376	0	0	0	0	0	0	0	0	
64.2	0.000848	5	6	1.5	0.752298	0.335	0.335	5.00418	8.34929	2.89962	0	0	0	0	0	0	0	0	
64.3	0.00087	5	6	1.5	0.751909	0.335	0.335	4.97495	8.33293	2.92125	0	0	0	0	0	0	0	0	
64.4	0.000854	5	6	1.5	0.751632	0.335	0.335	4.97087	8.33152	2.92125	0	0	0	0	0	0	0	0	
64.5	0.000942	5	6	1.5	0.754329	0.335	0.335	4.93602	8.30644	2.95435	0	0	0	0	0	0	0	0	
64.6	0.00099	5	6	1.5	0.74852	0.335	0.335	4.89064	8.27809	2.98639	0	0	0	0	0	0	0	0	
64.7	0.000868	5	6	1.5	0.750616	0.335	0.335	4.86297	8.25919	3.00807	0	0	0	0	0	0	0	0	
64.8	0.000906	5	6	1.5	0.750302	0.335	0.335	4.86326	8.25656	3.00435	0	0	0	0	0	0	0	0	
64.9	0.000835	5	6	1.5	0.75485	0.335	0.335	4.81372	8.22855	3.03838	0	0	0	0	0	0	0	0	
65	0.000975	5	6	1.5	0.756825	0.335	0.335	4.77007	8.1994	3.07429	0	0	0	0	0	0	0	0	
65.1	0.000924	5	6	1.5	0.754133	0.335	0.335	4.74394	8.17845	3.0957	0	0	0	0	0	0	0	0	
65.2	0.00084	5	6	1.5	0.753949	0.335	0.335	4.74187	8.17004	3.09668	0	0	0	0	0	0	0	0	
65.3	0.000927	5	6	1.5	0.757448	0.335	0.335	4.7049	8.14257	3.12857	0	0	0	0	0	0	0	0	
65.4	0.00093	5	6	1.5	0.754694	0.335	0.335	4.66467	8.10636	-3.11499	0	0	0	0	0	0	0	0	
65.5	0.000823	5	6	1.5	0.749368	0.335	0.335	4.64109	8.08254	-3.09308	0	0	0	0	0	0	0	0	
65.6	0.000872	5	6	1.5	0.748703	0.335	0.335	4.63408	8.08166	-3.08912	0	0	0	0	0	0	0	0	
65.7	0.000814	5	6	1.5	0.748242	0.335	0.335	4.59852	8.05396	-3.05578	0	0	0	0	0	0	0	0	
65.8	0.000835	5	6	1.5	0.742987	0.335	0.335	4.56305	8.01474	-3.02658	0	0	0	0	0	0	0	0	
65.9	0.000798	5	6	1.5	0.747059	0.335	0.335	4.54121	7.98934	-3.00511	0	0	0	0	0	0	0	0	
66	0.000968	5	6	1.5	0.746659	0.335	0.335	4.54038	7.98696	-3.00253	0	0	0	0	0	0	0	0	
66.1	0.0009	5	6	1.5	0.745565	0.335	0.335	4.50703	7.9489	-2.97183	0	0	0	0	0	0	0	0	
66.2	0.000854	5	6	1.5	0.746637	0.335	0.335	4.47597	7.91081	-2.93919	0	0	0	0	0	0	0	0	
66.3	0.000927	5	6	1.5	0.751579	0.335	0.335	4.45648	7.88357	-2.91768	0	0	0	0	0	0	0	0	
66.4	0.000862	5	6	1.5	0.754315	0.335	0.335	4.4468	7.88079	-2.91496	0	0	0	0	0	0	0	0	
66.5	0.000825	5	6	1.5	0.763082	0.335	0.335	4.4216	7.83599	-2.88433	0	0	0	0	0	0	0	0	
66.6	0.000966	5	6	1.5	0.761858	0.335	0.335	4.39597	7.79112	-2.84928	0	0	0	0	0	0	0	0	
66.7	0.000842	5	6	1.5	0.756819	0.335	0.335	4.37908	7.76219	-2.82771	0	0	0	0	0	0	0	0	
66.8	0.000826	5	6	1.5	0.754668	0.335	0.335	4.37601	7.75786	-2.82654	0	0	0	0	0	0	0	0	
66.9	0.000877	5	6	1.5	0.75673	0.335	0.335	4.35313	7.71293	-2.79689	0	0	0	0	0	0	0	0	
67	0.000903	5	6	1.5	0.754339	0.335	0.335	4.33182	7.66748	-2.76607	0	0	0	0	0	0	0	0	
67.1	0.000759	5	6	1.5	0.750951	0.335	0.335	4.31776	7.63706	-2.7442	0	0	0	0	0	0	0	0	
67.2	0.000795	5	6	1.5	0.748524	0.335	0.335	4.31442	7.63793	-2.7434	0	0	0	0	0	0	0	0	
67.3	0.000857	5	6	1.5	0.74891	0.335	0.335	4.29576	7.6044	-2.7098	0	0	0	0	0	0	0	0	
67.4	0.000896	5	6	1.5	0.738412	0.335	0.335	4.27349	7.55858	-2.67907	0	0	0	0	0	0	0	0	
67.5	0.000837	5	6	1.5	0.739349	0.335	0.335	4.2619	7.52713	-2.65736	0	0	0	0	0	0	0	0	
67.6	0.000871	5	6	1.5	0.738538	0.335	0.335	4.25967	7.52619	-2.65872	0	0	0	0	0	0	0	0	
67.7	0.000821	5	6	1.5	0.740921	0.335	0.335	4.24033	7.48168	-2.62776	0	0	0	0	0	0	0	0	
67.8	0.00083	5	6	1.5	0.740047	0.335	0.335	4.22414	7.43732	-2.59709	0	0	0	0	0	0	0	0	
67.9	0.00088	5	6	1.5	0.738659	0.335	0.335	4.21498	7.40508	-2.57552	0	0	0	0	0	0	0	0	
68	0.000829	5	6	1.5	0.737877	0.335	0.335	4.21347	7.4058	-2.57546	0	0	0	0	0	0	0	0	
68.1	0.000937	5	6	1.5	0.737636	0.335	0.335	4.20482	7.36705	-2.54627	0	0	0	0	0	0	0	0	
68.2	0.000872	5	6	1.5	0.733054	0.335	0.335	4.19053	7.31811	-2.51467	0	0	0	0	0	0	0	0	
68.3	0.000944	5	6	1.5	0.732989	0.335	0.335	4.18373	7.2853	-2.49334	0	0	0	0	0	0	0	0	
68.4	0.00084	5	6	1.5	0.732404	0.335	0.335	4.18078	7.27968	-2.49001	0	0	0	0	0	0	0	0	
68.5	0.000952	5	6	1.5	0.732835	0.335	0.335	4.17361	7.24255	-2.45976	0	0	0	0	0	0	0	0	
68.6	0.00108	5	6	1.5	0.725955	0.335	0.335	4.16156	7.18362	-2.42522	0	0	0	0	0	0	0	0	
68.7	0.000941	5	6	1.5	0.728499	0.335	0.335	4.15775	7.15032	-2.40386	0	0	0	0	0	0	0	0	
68.8	0.001019	5	6	1.5	0.727817	0.335	0.335	4.15797	7.14703	-2.39863	0	0	0	0	0	0	0	0	
68.9	0.001045	5	6	1.5	0.724583	0.335	0.335	4.15755	7.10621	-2.3649	0	0	0	0	0	0	0	0	
69	0.000834	5	6	1.5	0.71599	0.335	0.335	4.15316	7.06301	-2.33621	0	0	0	0	0	0	0	0	
69.1	0.00086	5	6	1.5	0.714117	0.335	0.335	4.15234	7.02948	-2.31483	0	0	0	0	0	0	0	0	
69.2	0.000747	5	6	1.5	0.71345	0.335	0.335	4.152	7.02939	-2.3147	0	0	0	0	0	0	0	0	
69.3	0.00072	5	6	1.5	0.713383	0.335	0.335	4.15148	6.98135	-2.28275	0	0	0	0	0	0	0	0	
69.4	0.000773	5	6	1.5	0.711124	0.335	0.335	4.15899	6.94164	-2.25372	0	0	0	0	0	0	0	0	
69.5	0.000815	5	6	1.5	0.706733	0.335	0.335	4.15995	6.90814	-2.23306	0	0	0	0	0	0	0	0	
69.6	0.000873	5	6	1.5	0.706863	0.335	0.335	4.16231	6.9124	-2.22803	0	0	0	0	0	0	0	0	
69.7	0.000747	5	6	1.5	0.699256	0.335	0.235	4.16467	6.8745	-2.19745	0	0	0	0	0	0	0	-1	
69.8	0.000841	1	8	1.5	0.542176	0.235	0.135	4.17175	6.82901	-2.16517	0	0	0	0	0	0	0	-1	
69.9	0.000829	1	8	1.5	0.385097	0.135	0.134	4.17279	6.81058	-2.15455	0	0	0	0	0	0	0	-0.01	
70	0.000765	1	8	1.5	0.228017	0.134	0.134	4.17533	6.79762	-2.14194	0	0	0	0	0	0	0	0	
70.1	0.000723	1	8	1.5	0.0709373	0.134	0.234	4.17421	6.78416	-2.13592	0	0	0	0	0	0	0	1	
70.2	0.00077	1	8	1.5	0	0.234	0.334	4.18301	6.73486	-2.10504	0	0	0	0	0	0	0	1	
70.3	0.000751	1	8	1.5	0	0.334	0.434	4.17722	6.70651	-2.09613	0	0	0	0	0	0	0	1	
70.4	0.000833	1	8	1.5	0	0.434	0.534	4.16661	6.66903	-2.08713	0	0	0	0	0	0	0	1	
70.5	0.000819	1	8	1.5	0	0.534	0.634	4.14815	6.62373	-2.08125	0	0	0	0	0	0	0	1	
70.6	0.0009	1	8	1.5	0	0.634	0.734	4.16273	6.62948	-2.09112	0	0	0	0	0	0	0	1	
70.7	0.000864	1	8	1.5	0	0.734	0.834	4.12982	6.56894	-2.0897	0	0	0	0	0	0	0	1	
70.8	0.000808	1	8	1.5	0	0.834	0.934	4.092	6.4997	-2.08833	0	0	0	0	0	0	0	1	
70.9	0.00075	1	8	1.5	0	0.934	0.938	4.04892	6.42193	-2.08738	0	0	0	0	0	0	0	0.04	
71	0.000766	1	8	1.5	0	0.938	0.938	4.08412	6.50702	-2.10705	0	0	0	0	0	0	0	0	
71.1	0.000816	1	8	1.5	0	0.938	0.938	4.0367	6.42608	-2.10651	0	0	0	0	0	0	0	0	
71.2	0.000768	1	8	1.5	0.00784992	0.938	0.938	4.01925	6.40392	-2.11726	0	0	0	0	0	0	0	0	
71.3	0.00073	1	8	1.5	0.0306522	0.938	0.938	3.97184	6.32298	-2.11583	0	0	0	0	0	0	0	0	
71.4	0.000805	1	8	1.5	0.0653778	0.938	0.938	3.93581	6.28728	-2.13026	0	0	0	0	0	0	0	0	
71.5	0.000818	1	8	1.5	0.124899	0.938	0.938	3.88978	6.20559	-2.12627	0	0	0	0	0	0	0	0	
71.6	0.00077	1	8	1.5	0.164467	0.938	0.938	3.83416	6.15492	-2.14205	0	0	0	0	0	0	0	0	
71.7	0.000884	1	8	1.5	0.278079	0.938	0.938	3.79369	6.07047	-2.13139	0	0	0	0	0	0	0	0	
71.8	0.000798	1	8	1.5	0.301355	0.938	0.938	3.7377	6.00752	-2.14082	0	0	0	0	0	0	0	0	
71.9	0.000784	1	8	1.5	0.375832	0.938	0.938	3.70584	5.91955	-2.12189	0	0	0	0	0	0	0	0	
72	0.000765	1	8	1.5	0.363832	0.938	0.938	3.65677	5.83322	-2.11874	0	0	0	0	0	0	0	0	
72.1	0.000744	1	8	1.5	0.378976	0.938	0.938	3.63633	5.74177	-2.09111	0	0	0	0	0	0	0	0	
72.2	0.000862	1	8	1.5	0.350341	0.938	0.938	3.63415	5.74032	-2.09298	0	0	0	0	0	0	0	0	
72.3	0.000787	1	8	1.5	0.353401	0.938	0.938	3.61213	5.6176	-2.05757	0	0	0	0	0	0	0	0	
72.4	0.000721	1	8	1.5	0.308629	0.938	0.938	3.58952	5.48164	-2.01136	0	0	0	0	0	0	0	0	
72.5	0.00073	1	8	1.5	0.200455	0.938	0.938	3.57867	5.38825	-1.98398	0	0	0	0	0	0	0	0	
72.6	0.000756	1	8	1.5	0.137992	0.938	0.938	3.57964	5.39007	-1.98435	0	0	0	0	0	0	0	0	
72.7	0.000729	1	8	1.5	0.137729	0.938	0.938	3.56152	5.25305	-1.95157	0	0	0	0	0	0	0	0	
72.8	0.000773	1	8	1.5	0.0759447	0.938	0.938	3.54115	5.1254	-1.93003	0	0	0	0	0	0	0	0	
72.9	0.00081	1	8	1.5	0.0436204	0.938	0.938	3.52021	5.03391	-1.9186	0	0	0	0	0	0	0	0	
73	0.000774	1	8	1.5	0.0331266	0.938	0.938	3.48725	4.96946	-1.9206	0	0	0	0	0	0	0	0	
73.1	0.000839	1	8	1.5	0.0506983	0.938	0.938	3.46233	4.87902	-1.91369	0	0	0	0	0	0	0	0	
73.2	0.000779	1	8	1.5	0.0473753	0.938	0.938	3.41803	4.80089	-1.92302	0	0	0	0	0	0	0	0	
73.3	0.000757	1	8	1.5	0.0838699	0.938	0.938	3.39091	4.71111	-1.91798	0	0	0	0	0	0	0	0	
73.4	0.000741	1	8	1.5	0.0844642	0.938	0.838	3.34781	4.6325	-1.94752	0	0	0	0	0	0	0	-1	
73.5	0.000751	2	8	1.5	0.157373	0.838	0.738	3.32242	4.54797	-1.94064	0	0	0	0	0	0	0	-1	
73.6	0.000865	2	8	1.5	0.154403	0.738	0.638	3.27842	4.46323	-1.9713	0	0	0	0	0	0	0	-1	
73.7	0.000838	2	8	1.5	0.247956	0.638	0.538	3.26031	4.39744	-1.96298	0	0	0	0	0	0	0	-1	
73.8	0.000878	2	8	1.5	0.236264	0.538	0.438	3.21674	4.27772	-1.982	0	0	0	0	0	0	0	-1	
73.9	0.000875	2	8	1.5	0.284707	0.438	0.338	3.20621	4.23061	-1.97342	0	0	0	0	0	0	0	-1	
74	0.000793	2	8	1.5	0.275612	0.338	0.335	3.18187	4.10551	-1.97136	0	0	0	0	0	0	0	-0.03	
74.1	0.000809	2	8	1.5	0.268277	0.335	0.335	3.17667	4.07228	-1.96368	0	0	0	0	0	0	0	0	
74.2	0.000824	2	8	1.5	0.247768	0.335	0.335	3.15417	3.97069	-1.96015	0	0	0	0	0	0	0	0	
74.3	0.000883	2	8	1.5	0.237406	0.335	0.335	3.14976	3.93747	-1.95212	0	0	0	0	0	0	0	0	
74.4	0.000823	2	8	1.5	0.216052	0.335	0.335	3.1457	3.90419	-1.94402	0	0	0	0	0	0	0	0	
74.5	0.000943	2	8	1.5	0.1949	0.335	0.335	3.13856	3.84712	-1.95284	0	0	0	0	0	0	0	0	
74.6	0.000831	2	8	1.5	0.19915	0.335	0.335	3.13402	3.8139	-1.94516	0	0	0	0	0	0	0	0	
74.7	0.000843	2	8	1.5	0.180341	0.335	0.335	3.12937	3.7807	-1.93781	0	0	0	0	0	0	0	0	
74.8	0.000869	2	8	1.5	0.163088	0.335	0.335	3.12478	3.73583	-1.94428	0	0	0	0	0	0	0	0	
74.9	0.000861	2	8	1.5	0.163769	0.335	0.335	3.11948	3.70273	-1.93757	0	0	0	0	0	0	0	0	
75	0.000848	2	8	1.5	0.149275	0.335	0.335	3.11383	3.66969	-1.93139	0	0	0	0	0	0	0	0	
75.1	0.000915	2	8	1.5	0.136705	0.335	0.335	3.10805	3.63668	-1.92552	0	0	0	0	0	0	0	0	
75.2	0.000884	2	8	1.5	0.125278	0.335	0.335	3.10206	3.6037	-1.92003	0	0	0	0	0	0	0	0	
75.3	0.000857	2	8	1.5	0.115117	0.335	0.335	3.10328	3.60478	-1.93608	0	0	0	0	0	0	0	0	
75.4	0.000887	2	8	1.5	0.136312	0.335	0.335	3.09646	3.57197	-1.93105	0	0	0	0	0	0	0	0	
