time	tictoc	state	task counter	tube width	phi des	v ropod	x ropod	y ropod	theta ropod	x obs	y obs	theta obs	obs width	obs depth	obs vx	obs vy	des accel
1.4	0.000766	1	0	1.35864	-0.512009	0.118204	4.32592	5.72528	-1.70134	4.41633	3.46051	1.32892	1.17425	0.586891	0.0103507	0.0153063	0.5	
1.5	0.000797	1	0	1.35543	-0.512909	0.121495	4.27111	5.71694	-1.71873	4.41644	3.45995	1.33179	1.17991	0.586395	0.010244	0.0162167	0.5	
1.6	0.000745	1	0	1.35284	-0.467061	0.133127	4.27111	5.71694	-1.71873	4.40968	3.47759	1.33229	1.17991	0.578246	0.00586697	0.031457	0.5	
1.7	0.000766	1	0	1.34215	-0.470134	0.144649	4.23218	5.69799	-1.7377	4.40013	3.48232	1.33392	1.18513	0.595225	0.00414302	0.0300159	0.5	
1.8	0.000707	1	0	1.32914	-0.435617	0.154058	4.23218	5.69799	-1.7377	4.40575	3.49317	1.33675	1.18511	0.59571	0.0092032	0.0372699	0.5	
1.9	0.000757	1	0	1.33208	-0.434765	0.173325	4.23218	5.69799	-1.7377	4.39754	3.4983	1.33485	1.19011	0.596493	0.00252002	0.0373581	0.5	
2	0.000688	1	0	1.3204	-0.438156	0.18631	4.19594	5.65538	-1.77796	4.39155	3.51076	1.33399	1.19009	0.596551	-0.00410851	0.0452031	0.5	
2.1	0.000761	1	0	1.31167	-0.385715	0.198903	4.19594	5.65538	-1.77796	4.39091	3.51182	1.33473	1.19007	0.598823	-0.00355947	0.0435592	0.5	
2.2	0.000765	1	0	1.3108	-0.385968	0.225384	4.17715	5.65864	-1.8024	4.38676	3.5121	1.33729	1.19007	0.592185	-0.00402686	0.0368862	0.5	
2.3	0.000822	1	0	1.30671	-0.351556	0.225471	4.17715	5.65864	-1.8024	4.38773	3.51354	1.33884	1.19004	0.58995	-0.00391244	0.0363327	0.5	
2.4	0.000768	1	0	1.30733	-0.351374	0.296954	4.15628	5.65954	-1.82314	4.39076	3.53732	1.33904	1.19148	0.586269	0.0015189	0.0550279	0.5	
2.5	0.000766	1	0	1.304	-0.319481	0.220871	4.15628	5.65954	-1.82314	4.38969	3.54247	1.33966	1.19184	0.582132	0.00211362	0.0556352	0.5	
2.6	0.000826	1	0	1.30158	-0.3202	0.28726	4.12229	5.62711	-1.84793	4.39744	3.57567	1.33921	1.19252	0.581453	0.00952354	0.082459	0.5	
2.7	0.000715	1	0	1.30101	-0.280378	0.303768	4.12229	5.62711	-1.84793	4.38931	3.5735	1.33793	1.19769	0.571842	0.00691679	0.0777617	0.5	
2.8	0.00074	1	0	1.29103	-0.28337	0.289959	4.12229	5.62711	-1.84793	4.38396	3.59356	1.33607	1.20044	0.55419	0.00901748	0.0844437	0.5	
2.9	0.000728	1	0	1.27976	-0.28674	0.299864	4.08126	5.57764	-1.87342	4.38189	3.59633	1.33668	1.20044	0.547684	0.00937932	0.0817597	0.5	
3	0.000627	1	0	1.27709	-0.245028	0.378224	4.08126	5.57764	-1.87342	4.39128	3.60595	1.33622	1.20042	0.547445	0.0178132	0.0804294	0.5	
3.1	0.000696	1	0	1.28399	-0.242946	0.422123	4.03742	5.54528	-1.90133	4.38781	3.6073	1.33387	1.20042	0.545633	0.0150117	0.0773007	0.5	
3.2	0.000767	1	0	1.2803	-0.194821	0.3702	4.03742	5.54528	-1.90133	4.38534	3.61753	1.33583	1.20377	0.531641	0.0170486	0.073782	0.5	
3.3	0.000746	1	0	1.27383	-0.1968	0.431644	4.03742	5.54528	-1.90133	4.38383	3.62574	1.33711	1.20372	0.54209	0.0188499	0.0753022	0.5	
3.4	0.000736	1	0	1.27047	-0.197827	0.509368	3.97511	5.475	-1.93405	4.39267	3.64509	1.33871	1.20246	0.528251	0.0182628	0.0861127	0.5	
3.5	0.000754	1	0	1.27517	-0.136441	0.442654	3.97511	5.475	-1.93405	4.38527	3.64485	1.34168	1.20483	0.514528	0.017027	0.081379	0.5	
3.6	0.000774	1	0	1.26684	-0.139027	0.530574	3.97511	5.475	-1.93405	4.38498	3.66724	1.33883	1.20676	0.508406	0.0172377	0.0917581	0.5	
3.7	0.000604	1	0	1.26037	-0.141034	0.598654	3.90568	5.38561	-1.95798	4.37936	3.66713	1.34058	1.21029	0.49881	0.0159691	0.0875493	0.5	
3.8	0.000803	1	0	1.25317	-0.0902577	0.558337	3.90568	5.38561	-1.95798	4.3823	3.6762	1.33808	1.206	0.500669	0.0153727	0.0829677	0.5	
3.9	0.000785	1	0	1.25605	-0.0893528	0.609091	3.83122	5.28004	-1.97457	4.36291	3.66497	1.34209	1.21738	0.483315	0.00747382	0.0731654	0.5	
4	0.000715	1	0	1.23413	-0.0495212	0.624888	3.83122	5.28004	-1.97457	4.36903	3.6687	1.3395	1.21285	0.488963	0.00943048	0.0651728	0.5	
4.1	0.000805	1	0	1.24147	-0.047186	0.672375	3.83122	5.28004	-1.97457	4.35383	3.66225	1.33877	1.22417	0.481011	0.00153259	0.0605789	0.5	
4.2	0.000748	1	0	1.22255	-0.0531982	0.585366	3.74182	5.11602	-1.98412	4.34887	3.67341	1.33976	1.21738	0.470277	0.00077388	0.0590436	0.5	
4.3	0.000694	1	0	1.22255	-0.0126076	0.66813	3.74182	5.11602	-1.98412	4.34123	3.65844	1.34053	1.21994	0.470276	-0.00471353	0.0459471	0.5	
4.4	0.00081	1	0	1.22255	-0.0126076	0.629978	3.74182	5.11602	-1.98412	4.34695	3.65193	1.33943	1.22247	0.470246	0.0022802	0.0339199	0.5	
4.5	0.000763	1	0	1.22255	-0.0126076	0.646409	3.6595	4.9659	-1.99467	4.34376	3.64479	1.33914	1.22392	0.470186	-4.85927e-05	0.0274844	0.5	
4.6	0.000782	1	0	1.22255	0.0269849	0.690154	3.6595	4.9659	-1.99467	4.35148	3.64869	1.34017	1.22856	0.470038	0.00759006	0.0253394	0.5	
4.7	0.000789	1	0	1.22123	0.0265572	0.698482	3.57819	4.79303	-2.00226	4.34948	3.64509	1.33631	1.23247	0.469822	0.00613264	0.0227861	0.5	
4.8	0.000748	1	0	1.22123	0.0593505	0.696804	3.57819	4.79303	-2.00226	4.35151	3.65461	1.33487	1.24679	0.468709	0.0062243	0.0221492	0.5	
4.9	0.000716	1	0	1.22123	0.0593505	0.731657	3.51281	4.65902	-2.00224	4.34225	3.64958	1.33611	1.2315	0.467428	0.000823344	0.0227242	0.5	
5	0.000713	1	0	1.22123	0.0804787	0.800561	3.51281	4.65902	-2.00224	4.34379	3.65399	1.3372	1.22563	0.46598	0.00234585	0.0209959	0.5	
5.1	0.000672	1	0	1.22123	0.0804787	0.800351	3.44245	4.49944	-2.00017	4.34245	3.63949	1.33796	1.23368	0.464369	0.00251066	0.0119672	0.5	
5.2	0.000582	1	0	1.22123	0.0989214	0.791924	3.44245	4.49944	-2.00017	4.34418	3.65066	1.33853	1.19301	0.462597	-4.58418e-05	0.00105454	0.5	
5.3	0.000688	1	0	1.23145	0.102298	0.887498	3.37488	4.33478	-1.99125	4.32046	3.56305	1.33853	1.19297	0.460667	-0.0169283	-0.0641136	0.202009	
5.4	0.000677	1	0	1.22889	0.110548	0.936144	3.37488	4.33478	-1.99125	4.32929	3.54307	1.33835	1.1928	0.458585	-0.00417889	-0.0762894	0.00742335	
5.5	0.000411	1	0	1.24223	0.11497	0.914856	3.30724	4.13867	-1.98275	4.30362	3.48581	1.34055	1.19249	0.456352	-0.0221626	-0.115042	-0.5	
5.6	0.000435	2	0	1.24223	0.119698	0.912903	3.30724	4.13867	-1.98275	4.28646	3.41739	1.34229	0.893477	0.453975	-2.64607e-05	-0.0179992	-0.5	
5.7	0.000438	2	0	1.24223	0.119698	0.907018	3.25766	3.98342	-1.97061	4.27913	3.38921	1.34156	0.826087	0.451455	0.00110723	-0.0138603	-0.5	
5.8	0.000438	2	0	1.24223	0.115479	0.916923	3.25766	3.98342	-1.97061	4.26547	3.32843	1.34296	0.721226	0.448799	0.000463924	-0.0224353	-0.5	
5.9	0.000416	2	0	1.24223	0.115479	0.895933	3.19436	3.79979	-1.95176	4.26057	3.29589	1.34092	0.653745	0.446011	0.0034595	-0.0213135	-0.5	
6	0.000416	2	0	1.24223	0.109025	0.883492	3.19436	3.79979	-1.95176	4.24605	3.23611	1.33898	0.542965	0.443096	0.00246207	-0.0248279	-0.5	
6.1	0.001335	2	0	1.24223	0.109025	0.877045	3.13777	3.60355	-1.9338	4.02913	3.30322	0.642645	0.542864	0.442034	-0.158297	0.0261699	-0.5	
6.2	0.001181	2	0	1.24223	0.0971474	0.857357	3.13777	3.60355	-1.9338	3.97491	3.19419	1.14497	0.542665	0.438864	-0.19393	-0.0907258	-0.5	
6.3	0.001137	2	0	1.24223	0.0971474	0.901951	3.0852	3.43241	-1.9268	3.84135	3.18178	1.25568	0.29811	0.435581	-0.247546	-0.0120946	-0.5	
6.4	0.000407	2	0	1.24223	0.0975556	0.873208	3.0852	3.43241	-1.9268	4.10288	3.06071	2.86494	0.435419	0.197545	0.0778185	-0.087141	-0.5	
6.5	0.000419	2	0	1.24223	0.0975556	0.840105	3.03323	3.24218	-1.9058	4.18138	3.00412	2.85416	0.444227	0.126092	0.136013	-0.0983806	-0.5	
6.6	0.000409	2	0	1.24223	0.0805901	0.807669	3.03323	3.24218	-1.9058	4.23345	2.97654	2.85908	0.444168	0.12604	0.171649	-0.113565	-0.5	
6.7	0.000409	2	0	1.24223	0.0805901	0.893524	2.96945	3.0248	-1.89096	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
6.8	0.000414	3	0	1.24223	0.0732185	0.810002	2.96945	3.0248	-1.89096	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
6.9	0.000413	3	0	1.24223	0.0732185	0.79058	2.92394	2.8515	-1.87556	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
7	0.000256	3	0	1.24223	0.0603069	0.858474	2.92394	2.8515	-1.87556	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
7.1	0.00042	3	0	1.24223	0.0603069	0.823264	2.88183	2.68627	-1.86149	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
7.2	0.000425	3	0	1.24223	0.0477782	0.789372	2.88183	2.68627	-1.86149	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
7.3	0.000425	3	0	1.24223	0.0477782	0.761929	2.84248	2.52763	-1.86313	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
7.4	0.000429	3	0	1.24223	0.0502018	0.771449	2.84248	2.52763	-1.86313	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
7.5	0.000422	3	0	1.24223	0.0502018	0.753128	2.80046	2.36265	-1.85587	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
7.6	0.000411	3	0	1.24223	0.0444666	0.729872	2.80046	2.36265	-1.85587	4.30295	2.91218	2.83824	0.443616	0.125949	0.214635	-0.155728	-0.5	
7.7	0.000352	3	0	1.24223	0.0444666	0.716716	2.76583	2.20153	-1.84568	0.744201	1.55059	-0.140113	0.392548	0.312825	0.0715849	-0.0303261	-0.5	
7.8	0.000352	3	0	1.5	0.0644143	0.694528	2.76583	2.20153	-1.84568	0.689633	1.60215	-0.0725992	0.451662	0.305078	0.0452545	0.0059491	-0.5	
7.9	0.000353	3	0	1.5	0.0644143	0.666648	2.73596	2.05062	-1.8407	0.772484	1.57263	0.000748049	0.464328	0.327219	0.0861157	-0.00425288	-0.5	
8	0.000352	4	0	1.5	0.0538475	0.654073	2.73596	2.05062	-1.8407	0.886759	1.69944	1.97548	0.327185	0.463867	0.172235	0.102631	-0.5	
8.1	0.000356	4	0	1.5	0.0538475	0.616717	2.70473	1.90877	-1.84154	0.997406	1.56814	-2.75203	0.463426	0.285473	0.227161	0.0297334	-0.5	
8.2	0.001107	4	0	1.5	0.0522178	0.585492	2.70473	1.90877	-1.84154	1.18873	1.72975	-0.896937	0.285369	0.462621	0.372925	0.172623	-0.5	
8.3	0.000345	4	0	1.5	0.0522178	0.571225	2.6836	1.77845	-1.84259	1.29308	1.86338	0.786954	0.134116	0.285123	0.344391	0.181419	-0.5	
8.4	0.000346	4	0	1.5	0.0449037	0.535426	2.6836	1.77845	-1.84259	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.5	
8.5	0.000348	4	0	1.5	0.0449037	0.531863	2.65282	1.65413	-1.84901	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.5	
8.6	0.000346	5	0	1.5	0.437603	0.537594	2.65282	1.65413	-1.84901	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.5	
8.7	0.000351	5	0	1.5	0.495269	0.513589	2.65282	1.65413	-1.84901	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.5	
8.8	0.000329	5	0	1.5	0.495269	0.481078	2.61224	1.49982	-1.84892	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.5	
8.9	0.000331	5	0	1.5	0.559911	0.474838	2.61224	1.49982	-1.84892	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.5	
9	0.000337	5	0	1.5	0.559911	0.41348	2.60015	1.40027	-1.83119	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.313921	
9.1	0.000331	5	0	1.5	0.662857	0.412769	2.60279	1.3508	-1.79786	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.311075	
9.2	0.000319	5	0	1.5	0.935717	0.400835	2.60279	1.3508	-1.79786	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.263342	
9.3	0.000315	5	0	1.5	0.935717	0.376253	2.61447	1.28423	-1.76099	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.165011	
9.4	0.000307	5	0	1.5	1.23823	0.353158	2.61447	1.28423	-1.76099	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.0726337	
9.5	0.000158	5	0	1.5	1.23823	0.350604	2.63364	1.21071	-1.72506	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	-0.0624167	
9.6	0.000317	5	0	1.5	1.50474	0.296082	2.65963	1.16171	-1.68444	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.155674	
9.7	0.000294	5	0	1.5	1.44741	0.25386	2.68097	1.1341	-1.65333	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.324559	
9.8	0.000305	5	0	1.5	1.40245	0.224448	2.68097	1.1341	-1.65333	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.442208	
9.9	0.000291	5	0	1.5	1.40245	0.192704	2.7124	1.10128	-1.61693	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10	0.000296	5	0	1.5	1.35068	0.182997	2.73369	1.07915	-1.58361	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.1	0.000288	5	0	1.5	1.307	0.163717	2.74886	1.06656	-1.56009	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.2	0.000295	5	0	1.5	1.27815	0.146902	2.74886	1.06656	-1.56009	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.3	0.00029	5	0	1.5	1.27815	0.130943	2.77657	1.05166	-1.53298	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.4	0.000293	5	0	1.5	1.24649	0.127182	2.77657	1.05166	-1.53298	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.5	0.000282	5	0	1.5	1.24649	0.118756	2.80766	1.03585	-1.4904	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.6	0.000296	5	0	1.5	1.1994	0.114274	2.80766	1.03585	-1.4904	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.7	0.000294	5	0	1.5	1.1994	0.112706	2.83277	1.02947	-1.46728	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.8	0.0003	5	0	1.5	1.17672	0.107258	2.83277	1.02947	-1.46728	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
10.9	0.00029	5	0	1.5	1.17672	0.109649	2.85064	1.01648	-1.43692	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11	0.00028	5	0	1.5	1.14126	0.105276	2.85064	1.01648	-1.43692	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.1	0.000281	5	0	1.5	1.14126	0.104844	2.87616	1.00954	-1.4177	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.2	0.000292	5	0	1.5	1.12221	0.11168	2.87616	1.00954	-1.4177	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.3	0.000282	5	0	1.5	1.12221	0.116784	2.89291	0.999709	-1.39505	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.4	0.000284	5	0	1.5	1.09628	0.120788	2.89291	0.999709	-1.39505	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.5	0.000276	5	0	1.5	1.09628	0.121109	2.91725	0.991172	-1.37063	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.6	0.000278	5	0	1.5	1.07078	0.12377	2.91725	0.991172	-1.37063	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.7	0.000276	5	0	1.5	1.07078	0.123225	2.94153	0.983519	-1.3483	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.8	0.000281	5	0	1.5	1.04793	0.134482	2.94153	0.983519	-1.3483	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
11.9	0.00028	5	0	1.5	1.04793	0.134108	2.96738	0.975353	-1.32266	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12	0.000277	5	0	1.5	1.02173	0.133614	2.96738	0.975353	-1.32266	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.1	0.00027	5	0	1.5	1.02173	0.139454	2.99825	0.966113	-1.29553	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.2	0.00028	5	0	1.5	0.994243	0.141158	2.99825	0.966113	-1.29553	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.3	0.000283	5	0	1.5	0.994243	0.147755	3.02816	0.954947	-1.26844	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.4	0.000276	5	0	1.5	0.965399	0.148894	3.02816	0.954947	-1.26844	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.5	0.00028	5	0	1.5	0.965399	0.144689	3.05713	0.944941	-1.24153	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.6	0.000278	5	0	1.5	0.937316	0.182422	3.05713	0.944941	-1.24153	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.7	0.00027	5	0	1.5	0.937316	0.183482	3.08885	0.935817	-1.21383	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.8	0.000276	5	0	1.5	0.909494	0.198531	3.08885	0.935817	-1.21383	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
12.9	0.000264	5	0	1.5	0.909494	0.2255	3.11703	0.924092	-1.18929	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.437998	
13	0.000272	5	0	1.5	0.882528	0.242244	3.14708	0.917514	-1.1645	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.371023	
13.1	0.000274	5	0	1.5	0.85895	0.265407	3.17129	0.911548	-1.14278	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.278373	
13.2	0.000273	5	0	1.5	0.837777	0.271419	3.17129	0.911548	-1.14278	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.254325	
13.3	0.00027	5	0	1.5	0.837777	0.286125	3.20747	0.898673	-1.10816	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.195501	
13.4	0.000271	5	0	1.5	0.80144	0.291002	3.24201	0.888595	-1.07717	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.175991	
13.5	0.000263	5	0	1.5	0.770233	0.299245	3.27517	0.881279	-1.05144	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.14302	
13.6	0.000266	5	0	1.5	0.745799	0.304807	3.27517	0.881279	-1.05144	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.120771	
13.7	0.000261	5	0	1.5	0.745799	0.295588	3.32406	0.867158	-1.01633	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.15765	
13.8	0.000264	5	0	1.5	0.710471	0.275185	3.36239	0.858589	-0.984755	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.23926	
13.9	0.000265	5	0	1.5	0.680329	0.240683	3.36239	0.858589	-0.984755	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.377268	
14	0.000264	5	0	1.5	0.680329	0.207152	3.41537	0.841379	-0.945421	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
14.1	0.000262	5	0	1.5	0.639534	0.178896	3.41537	0.841379	-0.945421	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
14.2	0.000253	5	0	1.5	0.639534	0.174507	3.45707	0.831627	-0.917016	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
14.3	0.000252	5	0	1.5	0.612411	0.182746	3.45707	0.831627	-0.917016	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.5	
14.4	0.000262	5	0	1.5	0.612411	0.228276	3.48769	0.825931	-0.890751	-5.51677	2.96685	1.22308	0.345717	0.03	0.0236987	-0.0151942	0.426897	
14.5	0.00027	5	0	1.5	0.588027	0.257993	3.51205	0.813447	-0.863276	4.55227	2.23805	-0.262275	0.0750022	0.03	-0.000165355	5.49096e-05	0.308026	
14.6	0.000255	5	0	1.5	0.556949	0.295588	3.51205	0.813447	-0.863276	4.55227	2.23805	-0.262275	0.0750022	0.03	-0.000165355	5.49096e-05	0.15765	
14.7	0.000252	5	0	1.5	0.556949	0.324667	3.55055	0.79564	-0.810231	4.55227	2.23805	-0.262275	0.0750022	0.03	-0.000165355	5.49096e-05	0.0413339	
14.8	0.000324	5	0	1.5	0.499445	0.337974	3.59239	0.780988	-0.758678	4.48086	2.23759	-0.3166	0.0868444	0.03	-0.0197627	-0.00255262	-0.0118975	
14.9	0.00026	5	0	1.5	0.44606	0.353408	3.62985	0.769706	-0.716973	4.51083	2.22147	-0.294866	0.0841912	0.03	-0.00714651	-0.00908317	-0.0736319	
15	0.000266	5	0	1.5	0.40389	0.364833	3.62985	0.769706	-0.716973	4.479	2.23381	-0.285759	0.0903316	0.03	-0.0263853	-0.000377774	-0.119331	
15.1	0.000604	5	0	1.5	0.40389	0.354761	3.67964	0.754659	-0.66839	9.19516	0.803666	-0.375849	0.309725	0.03	0	0	-0.0790423	
15.2	0.000613	5	0	1.5	0.354657	0.361094	3.72696	0.740655	-0.62663	8.96952	0.780659	-0.327621	0.73042	0.03	-0.00282255	-0.00943901	0.5	
15.3	0.000637	1	2	1.5	0.375862	0.359881	3.7644	0.732163	-0.597452	8.99586	0.829478	-0.343765	0.730027	0.03	0.00122354	-0.000960649	0.5	
15.4	0.00056	1	2	1.5	0.346322	0.367415	3.7644	0.732163	-0.597452	8.99586	0.829478	-0.343765	0.730027	0.03	0.00122354	-0.000960649	0.5	
15.5	0.000541	1	2	1.5	0.346322	0.421029	3.81657	0.721702	-0.557892	8.99586	0.829478	-0.343765	0.730027	0.03	0.00122354	-0.000960649	0.5	
15.6	0.000589	1	2	1.5	0.272857	0.4337	3.86914	0.712572	-0.524972	8.99586	0.829478	-0.343765	0.730027	0.03	0.00122354	-0.000960649	0.5	
15.7	0.000588	1	2	1.5	0.206471	0.445351	3.91348	0.70605	-0.49635	8.99586	0.829478	-0.343765	0.730027	0.03	0.00122354	-0.000960649	0.5	
15.8	0.000607	1	2	1.5	0.153825	0.493915	3.91348	0.70605	-0.49635	8.99586	0.829478	-0.343765	0.730027	0.03	0.00122354	-0.000960649	0.5	
15.9	0.000481	1	2	1.5	0.153825	0.52247	3.98338	0.701312	-0.459647	8.99586	0.829478	-0.343765	0.730027	0.03	0.00122354	-0.000960649	0.5	
