time	tictoc	state	task counter	tube width	phi des	v ropod	x ropod	y ropod	theta ropod	x obs	y obs	theta obs	obs width	obs depth	obs vx	obs vy	des accel
3.9	0.000595	1	0	1.22507	0.117759	1.08846	3.41479	4.95401	-1.94387	4.7299	0.220802	-0.215814	0.300104	0.03	0.00670071	-0.000516724	-0.5	
4	0.000522	1	0	1.22507	0.132238	1.1126	3.35809	4.74286	-1.93904	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.1	0.000604	1	0	1.22507	0.13141	1.12297	3.35809	4.74286	-1.93904	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.2	0.000606	1	0	1.22507	0.13141	1.13513	3.29047	4.49884	-1.92424	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.3	0.000677	1	0	1.22507	0.121833	1.13078	3.23163	4.26773	-1.90976	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.4	0.000577	2	0	1.22507	0.110052	1.11091	3.19133	4.0792	-1.90097	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.5	0.000659	2	0	1.22507	0.0980014	1.10887	3.19133	4.0792	-1.90097	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.6	0.000633	2	0	1.22507	0.0980014	1.13776	3.14835	3.87689	-1.87847	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.7	0.000671	2	0	1.22507	0.0718293	1.09455	3.11957	3.69791	-1.86232	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.8	0.000696	2	0	1.22507	0.0464525	1.09324	3.08553	3.55374	-1.85217	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
4.9	0.000741	2	0	1.22507	0.0358953	1.07503	3.08553	3.55374	-1.85217	4.73685	0.212186	-0.214155	0.301842	0.03	0.00775466	-0.00208231	-0.5	
5	0.001188	2	0	1.22507	0.0358953	1.12988	3.05124	3.38985	-1.84553	3.81369	3.1678	-0.289667	0.586964	0.270144	-0.14719	-0.296812	-0.5	
5.1	0.000407	2	0	1.22507	0.0259469	1.09517	3.01499	3.23693	-1.84088	4.02486	3.04539	-0.279575	0.613577	0.113429	0.0917572	-0.30046	-0.5	
5.2	0.000421	2	0	1.22507	0.0209597	1.09492	2.97849	3.10514	-1.83839	4.13583	3.00235	-0.268832	0.613573	0.113383	0.169828	-0.317477	-0.5	
5.3	0.000413	2	0	1.22507	0.0215851	1.07919	2.97849	3.10514	-1.83839	4.14777	2.97308	-0.268062	0.612976	0.113304	0.158925	-0.303822	-0.5	
5.4	0.000436	2	0	1.22507	0.0215851	1.09308	2.93083	2.93127	-1.83548	4.14777	2.97308	-0.268062	0.612976	0.113304	0.158925	-0.303822	-0.5	
5.5	0.000436	3	0	1.22507	0.0224786	1.09717	2.90023	2.78204	-1.83503	4.14777	2.97308	-0.268062	0.612976	0.113304	0.158925	-0.303822	-0.5	
5.6	0.000421	3	0	1.22507	0.0186033	1.04245	2.87441	2.65424	-1.83286	4.14777	2.97308	-0.268062	0.612976	0.113304	0.158925	-0.303822	-0.5	
5.7	0.000418	3	0	1.22507	0.013253	1.06469	2.87441	2.65424	-1.83286	4.14777	2.97308	-0.268062	0.612976	0.113304	0.158925	-0.303822	-0.5	
5.8	0.000422	3	0	1.22507	0.013253	1.05901	2.84899	2.48959	-1.82704	4.14777	2.97308	-0.268062	0.612976	0.113304	0.158925	-0.303822	-0.5	
5.9	0.000362	3	0	1.22507	-0.00174171	1.05166	2.81914	2.34052	-1.82773	-5.55021	3.10664	1.2569	0.197766	0.03	0	0	-0.5	
6	0.000355	3	0	1.5	0.03282	1.04428	2.77978	2.21494	-1.82801	-5.55021	3.10664	1.2569	0.197766	0.03	0	0	-0.5	
6.1	0.000364	3	0	1.5	0.0394087	0.993248	2.77978	2.21494	-1.82801	4.14777	2.97308	-0.268062	0.612976	0.113304	0.158925	-0.303822	-0.5	
6.2	0.000352	3	0	1.5	0.0394087	0.997131	2.73231	2.05664	-1.8275	0.916022	2.33163	1.98699	0.203985	0.373663	-0.00384929	0.0188356	-0.5	
6.3	0.000361	4	0	1.5	0.046063	0.984294	2.73231	2.05664	-1.8275	0.957148	2.30135	-2.5126	0.377291	0.203745	0.0237737	-0.00437996	-0.5	
6.4	0.000347	4	0	1.5	0.046063	0.9843	2.67228	1.85139	-1.82791	1.11733	1.76254	-0.532719	0.152095	0.222875	0.0132026	-0.0264985	-0.5	
6.5	0.000335	4	0	1.5	0.0551435	0.967554	2.67228	1.85139	-1.82791	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
6.6	0.000346	4	0	1.5	0.0551435	0.945472	2.62598	1.63909	-1.83298	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
6.7	0.000398	5	0	1.5	0.447843	0.920911	2.62598	1.63909	-1.83298	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
6.8	0.000356	5	0	1.5	0.483391	0.926206	2.57847	1.44375	-1.82861	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
6.9	0.000344	5	0	1.5	0.559432	0.917084	2.57847	1.44375	-1.82861	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
7	0.000325	5	0	1.5	0.559432	0.87287	2.53477	1.25311	-1.82102	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
7.1	0.000326	5	0	1.5	0.952131	0.869817	2.53477	1.25311	-1.82102	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
7.2	0.000326	5	0	1.5	1.34483	0.856695	2.54936	1.07423	-1.77664	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
7.3	0.000331	5	0	1.5	1.46357	0.836913	2.58553	0.969273	-1.71948	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
7.4	0.000333	5	0	1.5	1.34591	0.812099	2.64144	0.880174	-1.66924	1.13107	1.82037	-0.666624	0.111054	0.117692	0.0150912	-0.0211	-0.5	
7.5	0.000326	5	0	1.5	1.24932	0.707576	2.64144	0.880174	-1.66924	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
7.6	0.000206	5	0	1.5	1.24932	0.731941	2.73867	0.80983	-1.58657	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
7.7	0.000314	5	0	1.5	1.13978	0.685206	2.83466	0.777873	-1.51309	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
7.8	0.00031	5	0	1.5	1.06324	0.641974	2.91061	0.767233	-1.4381	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
7.9	0.000305	5	0	1.5	0.994955	0.592992	2.91061	0.767233	-1.4381	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
8	0.0003	5	0	1.5	0.994955	0.570199	3.01041	0.749996	-1.34446	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
8.1	0.000304	5	0	1.5	0.908114	0.530098	3.08195	0.735789	-1.27227	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
8.2	0.000301	5	0	1.5	0.839652	0.505736	3.14091	0.723387	-1.21683	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
8.3	0.000189	5	0	1.5	0.786849	0.471903	3.14091	0.723387	-1.21683	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.5	
8.4	0.000285	5	0	1.5	0.786849	0.442613	3.23195	0.711668	-1.15827	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.43045	
8.5	0.000284	5	0	1.5	0.737026	0.401869	3.29538	0.697379	-1.11492	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.267476	
8.6	0.000272	5	0	1.5	0.695937	0.384089	3.34248	0.688472	-1.07687	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.196358	
8.7	0.00028	5	0	1.5	0.660624	0.353109	3.34248	0.688472	-1.07687	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.0724373	
8.8	0.000281	5	0	1.5	0.660624	0.336645	3.38873	0.672876	-1.03615	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	-0.00658045	
8.9	0.000273	5	0	1.5	0.618301	0.325526	3.38873	0.672876	-1.03615	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	0.0378945	
9	0.000261	5	0	1.5	0.618301	0.310854	3.46599	0.64243	-0.99673	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	0.0965838	
9.1	0.000267	5	0	1.5	0.573431	0.308408	3.46599	0.64243	-0.99673	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	0.106366	
9.2	0.000265	5	0	1.5	0.573431	0.294616	3.52044	0.621835	-0.960198	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	0.161536	
9.3	0.000268	5	0	1.5	0.533604	0.289662	3.52044	0.621835	-0.960198	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	0.181354	
9.4	0.000254	5	0	1.5	0.533604	0.288966	3.57355	0.600437	-0.924054	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	0.184137	
9.5	0.00026	5	0	1.5	0.493432	0.291395	3.57355	0.600437	-0.924054	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	0.174421	
9.6	0.000256	5	0	1.5	0.493432	0.291289	3.64333	0.578051	-0.888688	1.018	2.43853	0.257292	0.208341	0.119555	0.0524742	0.0319726	0.174843	
9.7	0.000278	5	0	1.5	0.456363	0.291561	3.64333	0.578051	-0.888688	9.32834	0.793968	-0.345056	0.391352	0.03	0	0	0.173756	
9.8	0.000274	5	0	1.5	0.456363	0.286151	3.6941	0.559819	-0.859314	9.32834	0.793968	-0.345056	0.391352	0.03	0	0	0.195395	
9.9	0.000284	5	0	1.5	0.424534	0.294469	3.6941	0.559819	-0.859314	9.32834	0.793968	-0.345056	0.391352	0.03	0	0	0.162126	
10	0.000273	5	0	1.5	0.424534	0.29664	3.74733	0.539943	-0.83158	9.32834	0.793968	-0.345056	0.391352	0.03	0	0	0.153438	
10.1	0.000279	5	0	1.5	0.393752	0.287059	3.74733	0.539943	-0.83158	9.32834	0.793968	-0.345056	0.391352	0.03	0	0	0.191764	
10.2	0.000272	5	0	1.5	0.393752	0.304803	3.74733	0.539943	-0.83158	9.32834	0.793968	-0.345056	0.391352	0.03	0	0	0.120788	
10.3	0.000137	5	0	1.5	0.393752	0.308396	3.8243	0.51421	-0.79526	9.33427	0.821454	-0.299659	0.391148	0.03	0.00198595	0.00937411	0.106415	
10.4	0.000271	5	0	1.5	0.354909	0.306688	3.8243	0.51421	-0.79526	9.33427	0.821454	-0.299659	0.391148	0.03	0.00198595	0.00937411	0.11325	
10.5	0.000271	5	0	1.5	0.354909	0.313887	3.8243	0.51421	-0.79526	9.33427	0.821454	-0.299659	0.391148	0.03	0.00198595	0.00937411	0.0844511	
10.6	0.000267	5	0	1.5	0.354909	0.308227	3.90023	0.487986	-0.766151	9.33427	0.821454	-0.299659	0.391148	0.03	0.00198595	0.00937411	0.10709	
10.7	0.000264	5	0	1.5	0.32279	0.309522	3.90023	0.487986	-0.766151	9.33427	0.821454	-0.299659	0.391148	0.03	0.00198595	0.00937411	0.101912	
10.8	0.000258	5	0	1.5	0.32279	0.31604	3.96725	0.462929	-0.736645	9.33427	0.821454	-0.299659	0.391148	0.03	0.00198595	0.00937411	0.0758411	
10.9	0.000266	5	0	1.5	0.289439	0.314328	3.96725	0.462929	-0.736645	9.33427	0.821454	-0.299659	0.391148	0.03	0.00198595	0.00937411	0.0826896	
11	0.000267	5	0	1.5	0.289439	0.31364	3.96725	0.462929	-0.736645	9.33427	0.821454	-0.299659	0.391148	0.03	0.00198595	0.00937411	0.0854384	
11.1	0.000265	5	0	1.5	0.289439	0.317437	4.0525	0.42699	-0.707703	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0702514	
11.2	0.00026	5	0	1.5	0.253088	0.312688	4.0525	0.42699	-0.707703	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.089247	
11.3	0.00026	5	0	1.5	0.253088	0.318814	4.0525	0.42699	-0.707703	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0647432	
11.4	0.000259	5	0	1.5	0.253088	0.323664	4.13371	0.392426	-0.681436	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0453423	
11.5	0.000262	5	0	1.5	0.219576	0.318523	4.13371	0.392426	-0.681436	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0659075	
11.6	0.000164	5	0	1.5	0.219576	0.327362	4.13371	0.392426	-0.681436	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0305504	
11.7	0.000297	5	0	1.5	0.219576	0.315759	4.23011	0.354226	-0.654021	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0769642	
11.8	0.00026	5	0	1.5	0.185337	0.320058	4.23011	0.354226	-0.654021	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0597664	
11.9	0.000265	5	0	1.5	0.185337	0.32902	4.23011	0.354226	-0.654021	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0239184	
12	0.000271	5	0	1.5	0.185337	0.318716	4.23011	0.354226	-0.654021	9.325	0.82745	-0.30514	0.390839	0.03	-0.00309808	0.0078005	0.0651355	
12.1	0.000248	5	0	1.5	0.185337	0.325374	4.33925	0.29473	-0.619766	4.74204	1.6553	0.164615	0.0562217	0.03	0	0	0.5	
12.2	0.000234	1	2	1.5	0.560154	0.327858	4.33925	0.29473	-0.619766	4.74204	1.6553	0.164615	0.0562217	0.03	0	0	0.5	
12.3	0.000227	1	2	1.5	0.560154	0.330373	4.33925	0.29473	-0.619766	4.74204	1.6553	0.164615	0.0562217	0.03	0	0	0.5	
12.4	0.000204	1	2	1.5	0.560154	0.34387	4.33925	0.29473	-0.619766	4.74204	1.6553	0.164615	0.0562217	0.03	0	0	0.5	
12.5	0.000193	1	2	1.5	0.560154	0.382479	4.46507	0.244502	-0.584598	4.74204	1.6553	0.164615	0.0562217	0.03	0	0	0.5	
12.6	0.000218	1	2	1.5	0.537397	0.386202	4.46507	0.244502	-0.584598	4.9696	1.56007	0.0580112	0.0922142	0.03	0.0815021	-0.034046	0.5	
12.7	0.000241	1	2	1.5	0.537397	0.404163	4.53764	0.244854	-0.54102	4.9696	1.56007	0.0580112	0.0922142	0.03	0.0815021	-0.034046	0.5	
12.8	0.000178	1	2	1.5	0.482613	0.421323	4.53764	0.244854	-0.54102	4.9696	1.56007	0.0580112	0.0922142	0.03	0.0815021	-0.034046	0.5	
12.9	0.000202	1	2	1.5	0.482613	0.445335	4.60439	0.255518	-0.494445	4.9696	1.56007	0.0580112	0.0922142	0.03	0.0815021	-0.034046	0.5	
13	0.000219	1	2	1.5	0.41917	0.443056	4.66128	0.25396	-0.470132	4.9696	1.56007	0.0580112	0.0922142	0.03	0.0815021	-0.034046	0.5	
13.1	0.000207	1	2	1.5	0.387152	0.475968	4.66128	0.25396	-0.470132	4.9696	1.56007	0.0580112	0.0922142	0.03	0.0815021	-0.034046	0.5	
13.2	0.000222	1	2	1.5	0.387152	0.486173	4.73026	0.261791	-0.438454	5.1088	1.67532	0.969313	0.215255	0.0208158	0.111692	0.0124462	0.5	
13.3	0.000224	1	2	1.5	0.339933	0.518346	4.79774	0.259794	-0.405649	5.09171	1.65664	1.13334	0.228248	0.0228919	0.0922725	0.00156006	0.5	
13.4	0.000224	1	2	1.5	0.298017	0.549614	4.79774	0.259794	-0.405649	5.10137	1.68608	1.21871	0.228246	0.0250155	0.0945918	0.0165106	0.5	
13.5	0.000226	1	2	1.5	0.298017	0.536244	4.90736	0.265928	-0.365439	5.10895	1.68722	1.2727	0.228232	0.0266743	0.089919	0.0158669	0.5	
13.6	0.000229	1	2	1.5	0.23696	0.576117	4.90736	0.265928	-0.365439	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
13.7	0.000231	1	2	1.5	0.23696	0.613125	5.02673	0.261701	-0.329717	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
13.8	0.000234	1	2	1.5	0.161755	0.615587	5.02673	0.261701	-0.329717	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
13.9	0.000235	1	2	1.5	0.161755	0.638642	5.14402	0.261166	-0.293496	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
14	0.000214	1	2	1.5	0.0778648	0.669809	5.14402	0.261166	-0.293496	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
14.1	0.000291	1	2	1.5	0.0778648	0.692814	5.27453	0.246826	-0.265062	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
14.2	0.000341	1	2	1.5	0.0361896	0.722763	5.27453	0.246826	-0.265062	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
14.3	0.000231	1	2	1.5	0.0361896	0.742071	5.40348	0.231425	-0.245418	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
14.4	0.00023	1	2	1.5	0.0146997	0.765327	5.40348	0.231425	-0.245418	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
14.5	0.000229	1	2	1.5	0.0146997	0.79068	5.55059	0.201662	-0.236011	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.5	
14.6	0.000198	1	2	1.5	0.00831231	0.831531	5.55059	0.201662	-0.236011	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.425875	
14.7	0.000195	1	2	1.5	0.00831231	0.834224	5.70395	0.165254	-0.230702	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.415105	
14.8	0.000193	1	2	1.5	0.00625133	0.873569	5.70395	0.165254	-0.230702	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.257724	
14.9	0.000214	1	2	1.5	0.00625133	0.885931	5.87157	0.119805	-0.226681	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.208275	
15	0.000201	1	2	1.5	0.00643912	0.912977	5.87157	0.119805	-0.226681	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	0.100092	
15.1	0.000224	1	2	1.5	0.00643912	0.954101	6.0539	0.0663469	-0.224052	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.0644059	
15.2	0.000221	1	2	1.5	0.00854656	0.957887	6.0539	0.0663469	-0.224052	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.0795475	
15.3	0.00022	1	2	1.5	0.00854656	0.94713	6.24493	0.0212764	-0.22339	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.0365188	
15.4	0.000215	1	2	1.5	0.00792922	0.981472	6.24493	0.0212764	-0.22339	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.173888	
15.5	0.000226	1	2	1.5	0.00792922	0.985174	6.43909	-0.0278841	-0.223172	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.188697	
15.6	0.000226	1	2	1.5	0.00859763	0.965687	6.43909	-0.0278841	-0.223172	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.110747	
15.7	0.00023	1	2	1.5	0.00859763	0.98985	6.65	-0.0708428	-0.218754	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.207399	
15.8	0.000225	1	2	1.5	0.00472456	0.995114	6.65	-0.0708428	-0.218754	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.228455	
15.9	0.000231	1	2	1.5	0.00472456	0.998055	6.85641	-0.126375	-0.220398	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.240219	
16	0.00023	1	2	1.5	0.00682913	1.00335	6.85641	-0.126375	-0.220398	5.10957	1.69089	1.3003	0.2282	0.0278303	0.0871206	0.0172839	-0.261395	
