time	tictoc	state	task counter	tube width	phi des	v ropod odom	v ropod cmd	x ropod	y ropod	theta ropod	x obs	y obs	theta obs	obs width	obs depth	obs vx	obs vy	des accel
55.3	0.000843	1	6	1.5	0.0987771	0.938	0.938	8.5341	7.54222	2.75981	0	0	0	0	0	0	0	0	
55.4	0.001008	1	6	1.5	0.0923213	0.938	0.938	8.42582	7.58364	2.75006	0	0	0	0	0	0	0	0	
55.5	0.000885	1	6	1.5	0.124787	0.938	0.938	8.33587	7.61019	2.75899	0	0	0	0	0	0	0	0	
55.6	0.000895	1	6	1.5	0.118798	0.938	0.838	8.24171	7.64406	2.74337	0	0	0	0	0	0	0	-1	
55.7	0.000839	2	6	1.5	0.157386	0.838	0.738	8.15681	7.66825	2.7531	0	0	0	0	0	0	0	-1	
55.8	0.000834	2	6	1.5	0.147717	0.738	0.638	8.03375	7.71526	2.74044	0	0	0	0	0	0	0	-1	
55.9	0.000811	2	6	1.5	0.195218	0.638	0.538	7.96771	7.7326	2.74954	0	0	0	0	0	0	0	-1	
56	0.000855	2	6	1.5	0.181784	0.538	0.438	7.82801	7.76913	2.74411	0	0	0	0	0	0	0	-1	
56.1	0.000886	2	6	1.5	0.194935	0.438	0.338	7.78098	7.7802	2.75158	0	0	0	0	0	0	0	-1	
56.2	0.000824	2	6	1.5	0.181535	0.338	0.335	7.64395	7.81669	2.75157	0	0	0	0	0	0	0	-0.03	
56.3	0.000887	2	6	1.5	0.186468	0.335	0.335	7.61102	7.82354	2.7574	0	0	0	0	0	0	0	0	
56.4	0.000729	2	6	1.5	0.174803	0.335	0.335	7.48608	7.8488	2.76447	0	0	0	0	0	0	0	0	
56.5	0.000805	2	6	1.5	0.155262	0.335	0.335	7.45322	7.85536	2.77012	0	0	0	0	0	0	0	0	
56.6	0.000902	2	6	1.5	0.144461	0.335	0.335	7.42033	7.86177	2.77573	0	0	0	0	0	0	0	0	
56.7	0.000867	2	6	1.5	0.133837	0.335	0.335	7.33633	7.88262	2.76756	0	0	0	0	0	0	0	0	
56.8	0.000989	2	6	1.5	0.146343	0.335	0.335	7.30348	7.88924	2.77305	0	0	0	0	0	0	0	0	
56.9	0.000916	2	6	1.5	0.136154	0.335	0.335	7.27062	7.89581	2.77842	0	0	0	0	0	0	0	0	
57	0.000858	2	6	1.5	0.126403	0.335	0.335	7.19161	7.91015	2.76979	0	0	0	0	0	0	0	0	
57.1	0.001003	2	6	1.5	0.131692	0.335	0.335	7.15881	7.91702	2.77498	0	0	0	0	0	0	0	0	
57.2	0.000946	2	6	1.5	0.122775	0.335	0.335	7.126	7.92383	2.78006	0	0	0	0	0	0	0	0	
57.3	0.000783	2	6	1.5	0.114223	0.335	0.335	7.09319	7.9307	2.78493	0	0	0	0	0	0	0	0	
57.4	0.001017	2	6	1.5	0.106287	0.335	0.335	7.0604	7.93762	2.78959	0	0	0	0	0	0	0	0	
57.5	0.001014	2	6	1.5	0.0989554	0.335	0.335	7.04088	7.94918	2.77831	0	0	0	0	0	0	0	0	
57.6	0.000941	2	6	1.5	0.122695	0.335	0.335	7.00819	7.95652	2.78278	0	0	0	0	0	0	0	0	
57.7	0.001027	2	6	1.5	0.1157	0.335	0.335	6.97549	7.96385	2.78712	0	0	0	0	0	0	0	0	
57.8	0.000905	2	6	1.5	0.109044	0.335	0.335	6.94279	7.97112	2.79138	0	0	0	0	0	0	0	0	
57.9	0.000983	2	6	1.5	0.102605	0.335	0.335	6.91001	7.97812	2.79577	0	0	0	0	0	0	0	0	
58	0.000942	2	6	1.5	0.0958366	0.335	0.335	6.87722	7.98501	2.80013	0	0	0	0	0	0	0	0	
58.1	0.000986	2	6	1.5	0.0891863	0.335	0.335	6.88968	7.98786	2.77533	0	0	0	0	0	0	0	0	
58.2	0.000951	2	6	1.5	0.129242	0.335	0.335	6.85705	7.99545	2.77965	0	0	0	0	0	0	0	0	
58.3	0.000861	2	6	1.5	0.122637	0.335	0.335	6.82441	8.003	2.78388	0	0	0	0	0	0	0	0	
58.4	0.000909	2	6	1.5	0.116261	0.335	0.335	6.79179	8.01065	2.78789	0	0	0	0	0	0	0	0	
58.5	0.000929	2	6	1.5	0.110461	0.335	0.335	6.75908	8.01791	2.79213	0	0	0	0	0	0	0	0	
58.6	0.00098	2	6	1.5	0.103992	0.335	0.335	6.73228	8.03101	2.77731	0	0	0	0	0	0	0	0	
58.7	0.000965	2	6	1.5	0.13294	0.335	0.335	6.69965	8.03862	2.78155	0	0	0	0	0	0	0	0	
58.8	0.001008	2	6	1.5	0.12639	0.335	0.335	6.66702	8.04621	2.78569	0	0	0	0	0	0	0	0	
58.9	0.000997	2	6	1.5	0.120106	0.335	0.335	6.63438	8.05378	2.78971	0	0	0	0	0	0	0	0	
59	0.000922	2	6	1.5	0.114088	0.335	0.335	6.60165	8.06092	2.79402	0	0	0	0	0	0	0	0	
59.1	0.000903	2	6	1.5	0.107275	0.335	0.335	6.57899	8.07035	2.77573	0	0	0	0	0	0	0	0	
59.2	0.000936	2	6	1.5	0.13788	0.335	0.335	6.54636	8.07795	2.78003	0	0	0	0	0	0	0	0	
59.3	0.000934	2	6	1.5	0.131124	0.335	0.435	6.51374	8.08557	2.78418	0	0	0	0	0	0	0	1	
59.4	0.001091	3	6	1.5	0.124739	0.435	0.469	6.47577	8.09444	2.78885	0	0	0	0	0	0	0	0.34	
59.5	0.001041	3	6	1.5	0.117735	0.469	0.469	6.43145	8.10414	2.79464	0	0	0	0	0	0	0	0	
59.6	0.001006	3	6	1.5	0.108505	0.469	0.469	6.38894	8.10711	2.78356	0	0	0	0	0	0	0	0	
59.7	0.001007	3	6	1.5	0.113533	0.469	0.469	6.34319	8.11749	2.78946	0	0	0	0	0	0	0	0	
59.8	0.000987	3	6	1.5	0.104744	0.469	0.469	6.29741	8.12773	2.79522	0	0	0	0	0	0	0	0	
59.9	0.001189	3	6	1.5	0.0962757	0.469	0.469	6.25169	8.13822	2.8005	0	0	0	0	0	0	0	0	
60	0.001005	3	6	1.5	0.0890305	0.469	0.469	6.22692	8.14767	2.78161	0	0	0	0	0	0	0	0	
60.1	0.000966	3	6	1.5	0.117411	0.469	0.469	6.18128	8.15847	2.78719	0	0	0	0	0	0	0	0	
60.2	0.001005	3	6	1.5	0.109475	0.469	0.469	6.13567	8.1694	2.79239	0	0	0	0	0	0	0	0	
60.3	0.001007	3	6	1.5	0.102455	0.469	0.469	6.09011	8.18055	2.79717	0	0	0	0	0	0	0	0	
60.4	0.001009	3	6	1.5	0.0964518	0.469	0.469	6.04445	8.19128	2.80213	0	0	0	0	0	0	0	0	
60.5	0.00093	3	6	1.5	0.0898694	0.469	0.469	6.03291	8.20353	2.7887	0	0	0	0	0	0	0	0	
60.6	0.00101	3	6	1.5	0.119002	0.469	0.469	5.9873	8.21445	2.79385	0	0	0	0	0	0	0	0	
60.7	0.001074	3	6	1.5	0.111742	0.469	0.469	5.94168	8.22531	2.79884	0	0	0	0	0	0	0	0	
60.8	0.000934	3	6	1.5	0.10481	0.469	0.469	5.8701	8.24621	2.78536	0	0	0	0	0	0	0	0	
60.9	0.001123	3	6	1.5	0.127537	0.469	0.469	5.82442	8.2568	2.79097	0	0	0	0	0	0	0	0	
61	0.000967	3	6	1.5	0.118939	0.469	0.469	5.77874	8.26744	2.79629	0	0	0	0	0	0	0	0	
61.1	0.001061	3	6	1.5	0.111074	0.469	0.469	5.73301	8.27788	2.80158	0	0	0	0	0	0	0	0	
61.2	0.000992	3	6	1.5	0.103233	0.469	0.369	5.68385	8.29074	2.78334	0	0	0	0	0	0	0	-1	
61.3	0.000999	4	6	1.5	0.128989	0.369	0.269	5.64352	8.30017	2.78832	0	0	0	0	0	0	0	-1	
61.4	0.001007	4	6	1.5	0.121422	0.269	0.201	5.6129	8.30719	2.79209	0	0	0	0	0	0	0	-0.68	
61.5	0.001013	4	6	1.5	0.11564	0.201	0.201	5.5903	8.31232	2.79485	0	0	0	0	0	0	0	0	
61.6	0.00098	4	6	1.5	0.111433	0.201	0.201	5.48907	8.33031	2.7883	0	0	0	0	0	0	0	0	
61.7	0.000969	4	6	1.5	0.11134	0.201	0.201	5.46949	8.33484	2.79068	0	0	0	0	0	0	0	0	
61.8	0.000949	4	6	1.5	0.107868	0.201	0.201	5.4499	8.33936	2.79304	0	0	0	0	0	0	0	0	
61.9	0.000928	4	6	1.5	0.104469	0.201	0.201	5.43032	8.34391	2.79533	0	0	0	0	0	0	0	0	
62	0.000932	4	6	1.5	0.101232	0.201	0.201	5.41074	8.3485	2.79753	0	0	0	0	0	0	0	0	
62.1	0.001071	4	6	1.5	0.0982181	0.201	0.201	5.33335	8.37133	2.78652	0	0	0	0	0	0	0	0	
62.2	0.001007	4	6	1.5	0.117603	0.201	0.201	5.31381	8.37603	2.78878	0	0	0	0	0	0	0	0	
62.3	0.000919	4	6	1.5	0.114437	0.201	0.201	5.29424	8.38062	2.79111	0	0	0	0	0	0	0	0	
62.4	0.000934	4	6	1.5	0.111087	0.201	0.134	5.27468	8.38526	2.79335	0	0	0	0	0	0	0	-0.67	
62.5	0.001023	5	6	1.5	0.268166	0.134	0.134	5.25852	8.38814	2.79601	0	0	0	0	0	0	0	0	
62.6	0.000934	5	6	1.5	0.425246	0.134	0.134	5.2453	8.39003	2.79858	0	0	0	0	0	0	0	0	
62.7	0.000974	5	6	1.5	0.582326	0.134	0.234	5.23206	8.39132	2.80166	0	0	0	0	0	0	0	1	
62.8	0.000871	5	6	1.5	0.704099	0.234	0.334	5.17312	8.40709	2.79293	0	0	0	0	0	0	0	1	
62.9	0.00107	5	6	1.5	0.744809	0.334	0.335	5.14465	8.40639	2.80274	0	0	0	0	0	0	0	0.01	
63	0.000984	5	6	1.5	0.75203	0.335	0.335	5.11184	8.40149	2.81739	0	0	0	0	0	0	0	0	
63.1	0.000929	5	6	1.5	0.757823	0.335	0.335	5.07994	8.39177	2.83567	0	0	0	0	0	0	0	0	
63.2	0.000954	5	6	1.5	0.760558	0.335	0.335	5.10313	8.40274	2.80986	0	0	0	0	0	0	0	0	
63.3	0.000938	5	6	1.5	0.77005	0.335	0.335	5.07245	8.38935	2.83126	0	0	0	0	0	0	0	0	
63.4	0.000955	5	6	1.5	0.769926	0.335	0.335	5.05533	8.38525	2.84362	0	0	0	0	0	0	0	0	
63.5	0.000443	5	6	1.5	0.768456	0.335	0.335	5.02058	8.37874	2.87387	0	0	0	0	0	0	0	0	
63.6	0.000984	5	6	1.5	0.759586	0.335	0.335	4.98146	8.36261	2.90835	0	0	0	0	0	0	0	0	
63.7	0.000943	5	6	1.5	0.751559	0.335	0.335	4.95238	8.34598	2.92999	0	0	0	0	0	0	0	0	
63.8	0.000909	5	6	1.5	0.750966	0.335	0.335	4.93337	8.33804	2.94548	0	0	0	0	0	0	0	0	
63.9	0.000895	5	6	1.5	0.748251	0.335	0.335	4.90543	8.31635	2.96774	0	0	0	0	0	0	0	0	
64	0.000851	5	6	1.5	0.748091	0.335	0.335	4.86291	8.28519	2.99869	0	0	0	0	0	0	0	0	
64.1	0.000949	5	6	1.5	0.750254	0.335	0.335	4.83554	8.26585	3.02046	0	0	0	0	0	0	0	0	
64.2	0.000929	5	6	1.5	0.749574	0.335	0.335	4.82509	8.24795	3.02584	0	0	0	0	0	0	0	0	
64.3	0.000968	5	6	1.5	0.756187	0.335	0.335	4.79697	8.22141	3.05106	0	0	0	0	0	0	0	0	
64.4	0.000857	5	6	1.5	0.755323	0.335	0.335	4.75523	8.19222	3.08122	0	0	0	0	0	0	0	0	
64.5	0.000843	5	6	1.5	0.75734	0.335	0.335	4.72928	8.17104	3.10267	0	0	0	0	0	0	0	0	
64.6	0.000871	5	6	1.5	0.757067	0.335	0.335	4.71706	8.15702	3.11129	0	0	0	0	0	0	0	0	
64.7	0.000889	5	6	1.5	0.760115	0.335	0.335	4.68951	8.13079	3.13601	0	0	0	0	0	0	0	0	
64.8	0.000903	5	6	1.5	0.759484	0.335	0.335	4.65156	8.09534	-3.11278	0	0	0	0	0	0	0	0	
64.9	0.000897	5	6	1.5	0.757978	0.335	0.335	4.62815	8.07136	-3.09077	0	0	0	0	0	0	0	0	
65	0.000816	5	6	1.5	0.757185	0.335	0.335	4.61756	8.05966	-3.0789	0	0	0	0	0	0	0	0	
65.1	0.000861	5	6	1.5	0.755299	0.335	0.335	4.59171	8.03572	-3.0551	0	0	0	0	0	0	0	0	
65.2	0.000928	5	6	1.5	0.753715	0.335	0.335	4.56222	8.00147	-3.02221	0	0	0	0	0	0	0	0	
65.3	0.000801	5	6	1.5	0.749404	0.335	0.335	4.54072	7.97576	-3.00052	0	0	0	0	0	0	0	0	
65.4	0.000968	5	6	1.5	0.748893	0.335	0.335	4.53256	7.96063	-2.99038	0	0	0	0	0	0	0	0	
65.5	0.000888	5	6	1.5	0.749452	0.335	0.335	4.50997	7.92809	-2.96779	0	0	0	0	0	0	0	0	
65.6	0.00092	5	6	1.5	0.751936	0.335	0.335	4.48128	7.89208	-2.93732	0	0	0	0	0	0	0	0	
65.7	0.000897	5	6	1.5	0.750615	0.335	0.335	4.46208	7.86462	-2.91559	0	0	0	0	0	0	0	0	
65.8	0.000872	5	6	1.5	0.75011	0.335	0.335	4.45159	7.84582	-2.90582	0	0	0	0	0	0	0	0	
65.9	0.000925	5	6	1.5	0.753938	0.335	0.335	4.43028	7.81536	-2.8826	0	0	0	0	0	0	0	0	
66	0.000796	5	6	1.5	0.754254	0.335	0.335	4.40403	7.77537	-2.84744	0	0	0	0	0	0	0	0	
66.1	0.000846	5	6	1.5	0.749362	0.335	0.335	4.38714	7.74643	-2.82591	0	0	0	0	0	0	0	0	
66.2	0.000865	5	6	1.5	0.74902	0.335	0.335	4.37803	7.73036	-2.81543	0	0	0	0	0	0	0	0	
66.3	0.000877	5	6	1.5	0.750231	0.335	0.335	4.36042	7.69107	-2.7969	0	0	0	0	0	0	0	0	
66.4	0.000854	5	6	1.5	0.758901	0.335	0.335	4.33653	7.64605	-2.76863	0	0	0	0	0	0	0	0	
66.5	0.000833	5	6	1.5	0.762871	0.335	0.335	4.3222	7.61578	-2.74693	0	0	0	0	0	0	0	0	
66.6	0.000882	5	6	1.5	0.762353	0.335	0.335	4.31042	7.60347	-2.73651	0	0	0	0	0	0	0	0	
66.7	0.000843	5	6	1.5	0.762022	0.335	0.335	4.29413	7.57417	-2.71267	0	0	0	0	0	0	0	0	
66.8	0.000929	5	6	1.5	0.759139	0.335	0.335	4.2775	7.52948	-2.68228	0	0	0	0	0	0	0	0	
66.9	0.000814	5	6	1.5	0.758718	0.335	0.335	4.26616	7.49795	-2.66032	0	0	0	0	0	0	0	0	
67	0.000772	5	6	1.5	0.757831	0.335	0.335	4.26097	7.48155	-2.65439	0	0	0	0	0	0	0	0	
67.1	0.00083	5	6	1.5	0.762716	0.335	0.335	4.24648	7.45019	-2.63095	0	0	0	0	0	0	0	0	
67.2	0.000806	5	6	1.5	0.760807	0.335	0.335	4.23407	7.4059	-2.6009	0	0	0	0	0	0	0	0	
67.3	0.000892	5	6	1.5	0.759605	0.335	0.335	4.22519	7.37359	-2.57904	0	0	0	0	0	0	0	0	
67.4	0.000882	5	6	1.5	0.758771	0.335	0.335	4.22043	7.35624	-2.5689	0	0	0	0	0	0	0	0	
67.5	0.000785	5	6	1.5	0.759906	0.335	0.335	4.21273	7.32102	-2.54607	0	0	0	0	0	0	0	0	
67.6	0.000847	5	6	1.5	0.759684	0.335	0.335	4.20557	7.28829	-2.52426	0	0	0	0	0	0	0	0	
67.7	0.000774	5	6	1.5	0.758895	0.335	0.335	4.20295	7.27253	-2.5156	0	0	0	0	0	0	0	0	
67.8	0.000721	5	6	1.5	0.760252	0.335	0.335	4.19204	7.22124	-2.48631	0	0	0	0	0	0	0	0	
67.9	0.000759	5	6	1.5	0.763808	0.335	0.335	4.18394	7.18064	-2.46172	0	0	0	0	0	0	0	0	
68	0.000823	5	6	1.5	0.765092	0.335	0.335	4.18004	7.14129	-2.42611	0	0	0	0	0	0	0	0	
68.1	0.000766	5	6	1.5	0.754215	0.335	0.335	4.17687	7.10793	-2.40428	0	0	0	0	0	0	0	0	
68.2	0.000824	5	6	1.5	0.753354	0.335	0.335	4.17707	7.09591	-2.38954	0	0	0	0	0	0	0	0	
68.3	0.000803	5	6	1.5	0.746099	0.335	0.335	4.17759	7.05429	-2.36504	0	0	0	0	0	0	0	0	
68.4	0.000789	5	6	1.5	0.747626	0.335	0.335	4.17493	7.00117	-2.33396	0	0	0	0	0	0	0	0	
68.5	0.000854	5	6	1.5	0.749891	0.335	0.335	4.17473	6.96766	-2.31221	0	0	0	0	0	0	0	0	
68.6	0.000872	5	6	1.5	0.749151	0.335	0.335	4.17246	6.95444	-2.30099	0	0	0	0	0	0	0	0	
68.7	0.000793	5	6	1.5	0.746192	0.335	0.335	4.1748	6.91462	-2.27755	0	0	0	0	0	0	0	0	
68.8	0.000899	5	6	1.5	0.74772	0.335	0.335	4.17713	6.86866	-2.24627	0	0	0	0	0	0	0	0	
68.9	0.000796	5	6	1.5	0.74526	0.335	0.335	4.17945	6.83523	-2.22482	0	0	0	0	0	0	0	0	
69	0.000781	5	6	1.5	0.744786	0.335	0.335	4.1806	6.81861	-2.20977	0	0	0	0	0	0	0	0	
69.1	0.000722	5	6	1.5	0.740165	0.335	0.235	4.18448	6.78505	-2.18415	0	0	0	0	0	0	0	-1	
69.2	0.000714	1	8	1.5	0.583085	0.235	0.135	4.19043	6.73547	-2.15043	0	0	0	0	0	0	0	-1	
69.3	0.000797	1	8	1.5	0.426005	0.135	0.134	4.19255	6.71709	-2.13918	0	0	0	0	0	0	0	-0.01	
69.4	0.000739	1	8	1.5	0.268926	0.134	0.134	4.19732	6.68593	-2.118	0	0	0	0	0	0	0	0	
69.5	0.000796	1	8	1.5	0.111846	0.134	0.234	4.20106	6.65029	-2.09655	0	0	0	0	0	0	0	1	
69.6	0.000851	1	8	1.5	0	0.234	0.334	4.19894	6.63155	-2.08938	0	0	0	0	0	0	0	1	
69.7	0.000707	1	8	1.5	0	0.334	0.434	4.19446	6.60296	-2.07969	0	0	0	0	0	0	0	1	
69.8	0.000787	1	8	1.5	0	0.434	0.534	4.20047	6.5712	-2.07233	0	0	0	0	0	0	0	1	
69.9	0.000776	1	8	1.5	0	0.534	0.634	4.18375	6.52521	-2.0654	0	0	0	0	0	0	0	1	
70	0.000717	1	8	1.5	0	0.634	0.734	4.15876	6.47187	-2.06232	0	0	0	0	0	0	0	1	
70.1	0.000756	1	8	1.5	0	0.734	0.834	4.12768	6.41038	-2.06084	0	0	0	0	0	0	0	1	
70.2	0.000817	1	8	1.5	0	0.834	0.934	4.09218	6.33991	-2.05914	0	0	0	0	0	0	0	1	
70.3	0.000763	1	8	1.5	0	0.934	0.938	4.05111	6.26107	-2.05849	0	0	0	0	0	0	0	0.04	
70.4	0.0007	1	8	1.5	0	0.938	0.938	4.12043	6.42312	-2.07941	0	0	0	0	0	0	0	0	
70.5	0.000795	1	8	1.5	0	0.938	0.938	4.07555	6.34075	-2.07859	0	0	0	0	0	0	0	0	
70.6	0.000811	1	8	1.5	0	0.938	0.938	4.03058	6.25844	-2.07792	0	0	0	0	0	0	0	0	
70.7	0.000716	1	8	1.5	0	0.938	0.938	4.00846	6.25889	-2.09633	0	0	0	0	0	0	0	0	
70.8	0.000802	1	8	1.5	0	0.938	0.938	3.96191	6.17746	-2.0958	0	0	0	0	0	0	0	0	
70.9	0.000818	1	8	1.5	0.0155141	0.938	0.938	3.92287	6.12829	-2.11161	0	0	0	0	0	0	0	0	
71	0.000823	1	8	1.5	0.0637163	0.938	0.938	3.87649	6.04677	-2.10958	0	0	0	0	0	0	0	0	
71.1	0.000784	1	8	1.5	0.0998396	0.938	0.938	3.8294	5.99227	-2.12144	0	0	0	0	0	0	0	0	
71.2	0.000806	1	8	1.5	0.173301	0.938	0.938	3.7852	5.90961	-2.1163	0	0	0	0	0	0	0	0	
71.3	0.000772	1	8	1.5	0.210364	0.938	0.938	3.71731	5.84211	-2.13831	0	0	0	0	0	0	0	0	
71.4	0.000848	1	8	1.5	0.360775	0.938	0.938	3.68099	5.7559	-2.12389	0	0	0	0	0	0	0	0	
71.5	0.000742	1	8	1.5	0.356449	0.938	0.938	3.62531	5.6826	-2.13638	0	0	0	0	0	0	0	0	
71.6	0.000825	1	8	1.5	0.39354	0.938	0.938	3.59733	5.59331	-2.11419	0	0	0	0	0	0	0	0	
71.7	0.000501	1	8	1.5	0.375557	0.938	0.938	3.54632	5.50215	-2.11219	0	0	0	0	0	0	0	0	
71.8	0.000816	1	8	1.5	0.392296	0.938	0.938	3.52383	5.37217	-2.08128	0	0	0	0	0	0	0	0	
71.9	0.000714	1	8	1.5	0.355757	0.938	0.938	3.51274	5.27894	-2.04846	0	0	0	0	0	0	0	0	
72	0.000854	1	8	1.5	0.315637	0.938	0.938	3.50312	5.23481	-2.0418	0	0	0	0	0	0	0	0	
72.1	0.000498	1	8	1.5	0.308341	0.938	0.938	3.49746	5.1547	-2.01294	0	0	0	0	0	0	0	0	
72.2	0.00075	1	8	1.5	0.227652	0.938	0.938	3.49314	5.05022	-1.9714	0	0	0	0	0	0	0	0	
72.3	0.000686	1	8	1.5	0.126245	0.938	0.938	3.48233	4.95681	-1.94728	0	0	0	0	0	0	0	0	
72.4	0.000848	1	8	1.5	0.0804074	0.938	0.938	3.48348	4.92444	-1.94127	0	0	0	0	0	0	0	0	
72.5	0.000839	1	8	1.5	0.0638032	0.938	0.938	3.47216	4.8354	-1.92593	0	0	0	0	0	0	0	0	
72.6	0.000799	1	8	1.5	0.039405	0.938	0.938	3.4503	4.74413	-1.91571	0	0	0	0	0	0	0	0	
72.7	0.000821	1	8	1.5	0.0310777	0.938	0.938	3.41899	4.67201	-1.90907	0	0	0	0	0	0	0	0	
72.8	0.000717	1	8	1.5	0.0375916	0.938	0.838	3.39383	4.58163	-1.90337	0	0	0	0	0	0	0	-1	
72.9	0.00085	2	8	1.5	0.0358797	0.838	0.738	3.35427	4.51639	-1.90778	0	0	0	0	0	0	0	-1	
73	0.00089	2	8	1.5	0.0622072	0.738	0.638	3.33229	4.44124	-1.904	0	0	0	0	0	0	0	-1	
73.1	0.000887	2	8	1.5	0.0623681	0.638	0.538	3.28214	4.34142	-1.93104	0	0	0	0	0	0	0	-1	
73.2	0.000864	2	8	1.5	0.126623	0.538	0.438	3.26531	4.28561	-1.92738	0	0	0	0	0	0	0	-1	
73.3	0.000479	2	8	1.5	0.126187	0.438	0.338	3.21536	4.17726	-1.94028	0	0	0	0	0	0	0	-1	
73.4	0.00087	2	8	1.5	0.181941	0.338	0.335	3.20511	4.14038	-1.93674	0	0	0	0	0	0	0	-0.03	
73.5	0.000876	2	8	1.5	0.17826	0.335	0.335	3.16978	4.04015	-1.94927	0	0	0	0	0	0	0	0	
73.6	0.000874	2	8	1.5	0.219083	0.335	0.335	3.1621	4.00757	-1.94465	0	0	0	0	0	0	0	0	
73.7	0.000832	2	8	1.5	0.210407	0.335	0.335	3.13536	3.93162	-1.95897	0	0	0	0	0	0	0	0	
73.8	0.000852	2	8	1.5	0.252671	0.335	0.335	3.12881	3.89879	-1.95298	0	0	0	0	0	0	0	0	
73.9	0.000843	2	8	1.5	0.23858	0.335	0.335	3.12301	3.86581	-1.94648	0	0	0	0	0	0	0	0	
74	0.000899	2	8	1.5	0.222536	0.335	0.335	3.10567	3.80043	-1.95598	0	0	0	0	0	0	0	0	
74.1	0.000866	2	8	1.5	0.243398	0.335	0.335	3.10047	3.76734	-1.94883	0	0	0	0	0	0	0	0	
74.2	0.000905	2	8	1.5	0.224858	0.335	0.335	3.09553	3.7342	-1.94164	0	0	0	0	0	0	0	0	
74.3	0.000927	2	8	1.5	0.20648	0.335	0.335	3.09057	3.70106	-1.93469	0	0	0	0	0	0	0	0	
74.4	0.000823	2	8	1.5	0.189294	0.335	0.335	3.08115	3.67779	-1.94962	0	0	0	0	0	0	0	0	
74.5	0.000879	2	8	1.5	0.222379	0.335	0.335	3.0761	3.64467	-1.94251	0	0	0	0	0	0	0	0	
74.6	0.000925	2	8	1.5	0.204433	0.335	0.335	3.07099	3.61155	-1.93567	0	0	0	0	0	0	0	0	
74.7	0.000831	2	8	1.5	0.187779	0.335	0.335	3.06555	3.57849	-1.92936	0	0	0	0	0	0	0	0	
74.8	0.000847	2	8	1.5	0.173178	0.335	0.335	3.06707	3.5826	-1.94322	0	0	0	0	0	0	0	0	
74.9	0.000979	2	8	1.5	0.195716	0.335	0.335	3.06172	3.54952	-1.9366	0	0	0	0	0	0	0	0	
75	0.0009	2	8	1.5	0.180175	0.335	0.335	3.05638	3.51644	-1.93015	0	0	0	0	0	0	0	0	
75.1	0.000827	2	8	1.5	0.165483	0.335	0.335	3.05088	3.48338	-1.92407	0	0	0	0	0	0	0	0	
75.2	0.000816	2	8	1.5	0.152213	0.335	0.335	3.04488	3.48123	-1.93333	0	0	0	0	0	0	0	0	
75.3	0.000883	2	8	1.5	0.175417	0.335	0.335	3.03948	3.44816	-1.92704	0	0	0	0	0	0	0	0	
75.4	0.000824	2	8	1.5	0.161279	0.335	0.335	3.03384	3.41512	-1.92118	0	0	0	0	0	0	0	0	
75.5	0.000826	2	8	1.5	0.148713	0.335	0.335	3.02793	3.38214	-1.91576	0	0	0	0	0	0	0	0	
75.6	0.000864	2	8	1.5	0.137679	0.335	0.335	3.02532	3.37822	-1.92392	0	0	0	0	0	0	0	0	
75.7	0.000911	2	8	1.5	0.152397	0.335	0.335	3.01934	3.34525	-1.91848	0	0	0	0	0	0	0	0	
75.8	0.000955	2	8	1.5	0.141295	0.335	0.335	3.01349	3.31226	-1.91308	0	0	0	0	0	0	0	0	
75.9	0.00081	2	8	1.5	0.130484	0.335	0.335	3.00737	3.27931	-1.9081	0	0	0	0	0	0	0	0	
76	0.00094	2	8	1.5	0.12102	0.335	0.335	3.00681	3.2699	-1.91594	0	0	0	0	0	0	0	0	
76.1	0.000944	2	8	1.5	0.129735	0.335	0.335	3.00044	3.23701	-1.91111	0	0	0	0	0	0	0	0	
76.2	0.000887	2	8	1.5	0.120845	0.335	0.335	2.9941	3.2041	-1.9064	0	0	0	0	0	0	0	0	
76.3	0.000923	2	8	1.5	0.112387	0.335	0.335	2.98774	3.1712	-1.90186	0	0	0	0	0	0	0	0	
76.4	0.0009	2	8	1.5	0.104461	0.335	0.335	2.97968	3.16506	-1.90674	0	0	0	0	0	0	0	0	
76.5	0.000951	2	8	1.5	0.119431	0.335	0.335	2.97318	3.13219	-1.90232	0	0	0	0	0	0	0	0	
76.6	0.000946	2	8	1.5	0.11162	0.335	0.335	2.96655	3.09935	-1.89817	0	0	0	0	0	0	0	0	
76.7	0.000996	2	8	1.5	0.104579	0.335	0.335	2.96003	3.06648	-1.89403	0	0	0	0	0	0	0	0	
76.8	0.000874	2	8	1.5	0.097634	0.335	0.335	2.94817	3.04686	-1.90486	0	0	0	0	0	0	0	0	
76.9	0.00097	2	8	1.5	0.120957	0.335	0.335	2.94143	3.01404	-1.90072	0	0	0	0	0	0	0	0	
77	0.000833	2	8	1.5	0.113807	0.335	0.335	2.93449	2.98126	-1.89691	0	0	0	0	0	0	0	0	
77.1	0.000887	2	8	1.5	0.107539	0.335	0.335	2.92739	2.94852	-1.89337	0	0	0	0	0	0	0	0	
77.2	0.000614	2	8	1.5	0.102009	0.335	0.335	2.91228	2.92661	-1.90467	0	0	0	0	0	0	0	0	
77.3	0.000924	2	8	1.5	0.130141	0.335	0.335	2.90549	2.8938	-1.90059	0	0	0	0	0	0	0	0	
77.4	0.000897	2	8	1.5	0.122878	0.335	0.335	2.8986	2.86102	-1.89674	0	0	0	0	0	0	0	0	
