time	tictoc	state	task counter	tube width	phi des	v ropod odom	v ropod cmd	x ropod	y ropod	theta ropod	x obs	y obs	theta obs	obs width	obs depth	obs vx	obs vy	des accel
108.2	0.000817	1	12	1.5	0.165734	0.938	0.938	11.3026	2.09176	1.15578	0	0	0	0	0	0	0	0	
108.3	0.000864	1	12	1.5	0.143325	0.938	0.938	11.3185	2.19039	1.1775	0	0	0	0	0	0	0	0	
108.4	0.0008	1	12	1.5	0.103641	0.938	0.938	11.3462	2.33128	1.19971	0	0	0	0	0	0	0	0	
108.5	0.000836	1	12	1.5	0.0714549	0.938	0.938	11.3661	2.42301	1.21308	0	0	0	0	0	0	0	0	
108.6	0.000815	1	12	1.5	0.0563234	0.938	0.938	11.387	2.51452	1.22447	0	0	0	0	0	0	0	0	
108.7	0.000814	1	12	1.5	0.0454149	0.938	0.938	11.4224	2.56765	1.23063	0	0	0	0	0	0	0	0	
108.8	0.00087	1	12	1.5	0.0625636	0.938	0.938	11.4463	2.65835	1.23762	0	0	0	0	0	0	0	0	
108.9	0.00082	1	12	1.5	0.0586901	0.938	0.938	11.4867	2.74705	1.22977	0	0	0	0	0	0	0	0	
109	0.000821	1	12	1.5	0.0893402	0.938	0.938	11.5118	2.83743	1.2358	0	0	0	0	0	0	0	0	
109.1	0.00081	1	12	1.5	0.0872134	0.938	0.938	11.5469	2.90982	1.21827	0	0	0	0	0	0	0	0	
109.2	0.000824	1	12	1.5	0.134244	0.938	0.938	11.5715	3.0003	1.22571	0	0	0	0	0	0	0	0	
109.3	0.00074	1	12	1.5	0.128876	0.938	0.838	11.6181	3.06935	1.20949	0	0	0	0	0	0	0	-1	
109.4	0.000758	2	12	1.5	0.202211	0.838	0.738	11.6385	3.15521	1.21982	0	0	0	0	0	0	0	-1	
109.5	0.000865	2	12	1.5	0.185381	0.738	0.638	11.6714	3.23007	1.20705	0	0	0	0	0	0	0	-1	
109.6	0.000818	2	12	1.5	0.235241	0.638	0.538	11.685	3.29697	1.21729	0	0	0	0	0	0	0	-1	
109.7	0.000882	2	12	1.5	0.213019	0.538	0.438	11.7172	3.39826	1.21851	0	0	0	0	0	0	0	-1	
109.8	0.000851	2	12	1.5	0.226348	0.438	0.338	11.7242	3.44607	1.22778	0	0	0	0	0	0	0	-1	
109.9	0.000809	2	12	1.5	0.202518	0.338	0.335	11.7493	3.5637	1.22618	0	0	0	0	0	0	0	-0.03	
110	0.000875	2	12	1.5	0.201896	0.335	0.335	11.7536	3.59706	1.23291	0	0	0	0	0	0	0	0	
110.1	0.000514	2	12	1.5	0.184736	0.335	0.335	11.7783	3.70951	1.24094	0	0	0	0	0	0	0	0	
110.2	0.00083	2	12	1.5	0.169358	0.335	0.335	11.7824	3.74277	1.24738	0	0	0	0	0	0	0	0	
110.3	0.000804	2	12	1.5	0.153795	0.335	0.335	11.7866	3.77603	1.25362	0	0	0	0	0	0	0	0	
110.4	0.000882	2	12	1.5	0.139231	0.335	0.335	11.8099	3.86399	1.24801	0	0	0	0	0	0	0	0	
110.5	0.000928	2	12	1.5	0.152109	0.335	0.335	11.8144	3.8972	1.25389	0	0	0	0	0	0	0	0	
110.6	0.000893	2	12	1.5	0.138689	0.335	0.335	11.8192	3.93036	1.25932	0	0	0	0	0	0	0	0	
110.7	0.0009	2	12	1.5	0.126874	0.335	0.335	11.824	3.96353	1.26456	0	0	0	0	0	0	0	0	
110.8	0.000858	2	12	1.5	0.115876	0.335	0.335	11.8327	4.01093	1.24866	0	0	0	0	0	0	0	0	
110.9	0.000928	2	12	1.5	0.135271	0.335	0.335	11.8381	4.04399	1.25367	0	0	0	0	0	0	0	0	
111	0.000887	2	12	1.5	0.125065	0.335	0.335	11.8436	4.07704	1.25843	0	0	0	0	0	0	0	0	
111.1	0.00078	2	12	1.5	0.115718	0.335	0.335	11.8492	4.11009	1.26302	0	0	0	0	0	0	0	0	
111.2	0.000928	2	12	1.5	0.106943	0.335	0.335	11.8546	4.14316	1.26756	0	0	0	0	0	0	0	0	
111.3	0.000841	2	12	1.5	0.0984658	0.335	0.335	11.8663	4.14217	1.24566	0	0	0	0	0	0	0	0	
111.4	0.000876	2	12	1.5	0.144472	0.335	0.335	11.8722	4.17514	1.25028	0	0	0	0	0	0	0	0	
111.5	0.000884	2	12	1.5	0.135232	0.335	0.335	11.8782	4.2081	1.25468	0	0	0	0	0	0	0	0	
111.6	0.000868	2	12	1.5	0.126711	0.335	0.335	11.8843	4.24106	1.25892	0	0	0	0	0	0	0	0	
111.7	0.000874	2	12	1.5	0.118734	0.335	0.335	11.8898	4.2741	1.2635	0	0	0	0	0	0	0	0	
111.8	0.000901	2	12	1.5	0.109864	0.335	0.335	11.9003	4.2942	1.23928	0	0	0	0	0	0	0	0	
111.9	0.000917	2	12	1.5	0.152788	0.335	0.335	11.9065	4.32714	1.24392	0	0	0	0	0	0	0	0	
112	0.000894	2	12	1.5	0.143545	0.335	0.335	11.9124	4.3601	1.24854	0	0	0	0	0	0	0	0	
112.1	0.000938	2	12	1.5	0.134428	0.335	0.335	11.9184	4.39306	1.25301	0	0	0	0	0	0	0	0	
112.2	0.000893	2	12	1.5	0.125827	0.335	0.335	11.9243	4.42605	1.25747	0	0	0	0	0	0	0	0	
112.3	0.000905	2	12	1.5	0.117325	0.335	0.335	11.9276	4.43371	1.22579	0	0	0	0	0	0	0	0	
112.4	0.000819	2	12	1.5	0.166637	0.335	0.335	11.934	4.4666	1.23059	0	0	0	0	0	0	0	0	
112.5	0.000973	2	12	1.5	0.157183	0.335	0.335	11.9402	4.4995	1.23535	0	0	0	0	0	0	0	0	
112.6	0.00091	2	12	1.5	0.147912	0.335	0.335	11.9466	4.5324	1.23991	0	0	0	0	0	0	0	0	
112.7	0.000846	2	12	1.5	0.139243	0.335	0.335	11.9526	4.56535	1.24462	0	0	0	0	0	0	0	0	
112.8	0.000859	2	12	1.5	0.130194	0.335	0.335	11.9583	4.59838	1.24951	0	0	0	0	0	0	0	0	
112.9	0.000856	2	12	1.5	0.120701	0.335	0.335	11.9576	4.5844	1.22217	0	0	0	0	0	0	0	0	
113	0.000902	2	12	1.5	0.165176	0.335	0.335	11.9639	4.61731	1.22719	0	0	0	0	0	0	0	0	
113.1	0.000926	2	12	1.5	0.155255	0.335	0.335	11.9703	4.65019	1.23195	0	0	0	0	0	0	0	0	
113.2	0.000976	2	12	1.5	0.146192	0.335	0.335	11.9767	4.68306	1.23649	0	0	0	0	0	0	0	0	
113.3	0.000996	2	12	1.5	0.137823	0.335	0.335	11.9829	4.71598	1.24114	0	0	0	0	0	0	0	0	
113.4	0.000979	2	12	1.5	0.129164	0.335	0.335	11.9945	4.74971	1.22536	0	0	0	0	0	0	0	0	
113.5	0.001054	2	12	1.5	0.158267	0.335	0.335	12.0009	4.78259	1.23017	0	0	0	0	0	0	0	0	
113.6	0.00098	2	12	1.5	0.149075	0.335	0.335	12.0073	4.81547	1.2348	0	0	0	0	0	0	0	0	
113.7	0.000999	2	12	1.5	0.140427	0.335	0.435	12.0134	4.84842	1.23963	0	0	0	0	0	0	0	1	
113.8	0.001144	3	12	1.5	0.131215	0.435	0.469	12.0203	4.8868	1.24523	0	0	0	0	0	0	0	0.34	
113.9	0.000997	3	12	1.5	0.120654	0.469	0.469	12.032	4.90473	1.23048	0	0	0	0	0	0	0	0	
114	0.000967	3	12	1.5	0.152918	0.469	0.469	12.0406	4.95082	1.23724	0	0	0	0	0	0	0	0	
114.1	0.000954	3	12	1.5	0.139801	0.469	0.469	12.0491	4.99695	1.24384	0	0	0	0	0	0	0	0	
114.2	0.001007	3	12	1.5	0.127255	0.469	0.469	12.0576	5.04308	1.25015	0	0	0	0	0	0	0	0	
114.3	0.001015	3	12	1.5	0.115666	0.469	0.469	12.0624	5.0439	1.22292	0	0	0	0	0	0	0	0	
114.4	0.000921	3	12	1.5	0.162351	0.469	0.469	12.0714	5.08994	1.22976	0	0	0	0	0	0	0	0	
114.5	0.000926	3	12	1.5	0.149152	0.469	0.469	12.0802	5.13599	1.23633	0	0	0	0	0	0	0	0	
114.6	0.000984	3	12	1.5	0.136821	0.469	0.469	12.0973	5.19221	1.23067	0	0	0	0	0	0	0	0	
114.7	0.001037	3	12	1.5	0.151232	0.469	0.469	12.1056	5.23837	1.23771	0	0	0	0	0	0	0	0	
114.8	0.001077	3	12	1.5	0.137328	0.469	0.469	12.1142	5.28448	1.24418	0	0	0	0	0	0	0	0	
114.9	0.001058	3	12	1.5	0.125246	0.469	0.469	12.1227	5.33061	1.25049	0	0	0	0	0	0	0	0	
115	0.000987	3	12	1.5	0.113721	0.469	0.469	12.1365	5.36096	1.24187	0	0	0	0	0	0	0	0	
115.1	0.000949	3	12	1.5	0.134905	0.469	0.469	12.1451	5.40707	1.24819	0	0	0	0	0	0	0	0	
115.2	0.001039	3	12	1.5	0.123108	0.469	0.469	12.1536	5.4532	1.25429	0	0	0	0	0	0	0	0	
115.3	0.000818	3	12	1.5	0.112032	0.469	0.469	12.1624	5.49927	1.25987	0	0	0	0	0	0	0	0	
115.4	0.001027	3	12	1.5	0.102459	0.469	0.469	12.1747	5.55272	1.25057	0	0	0	0	0	0	0	0	
115.5	0.001055	3	12	1.5	0.114646	0.469	0.469	12.1837	5.59875	1.25613	0	0	0	0	0	0	0	0	
115.6	0.001005	3	12	1.5	0.10523	0.469	0.469	12.1927	5.64479	1.26146	0	0	0	0	0	0	0	0	
115.7	0.000978	3	12	1.5	0.0964755	0.469	0.469	12.2018	5.6908	1.26643	0	0	0	0	0	0	0	0	
115.8	0.000949	3	12	1.5	0.088658	0.469	0.369	12.2274	5.75942	1.26551	0	0	0	0	0	0	0	-1	
115.9	0.000975	4	12	1.5	0.101482	0.369	0.269	12.2352	5.80011	1.27004	0	0	0	0	0	0	0	-1	
116	0.000965	4	12	1.5	0.0938582	0.269	0.201	12.2409	5.83099	1.27347	0	0	0	0	0	0	0	-0.68	
116.1	0.001014	4	12	1.5	0.0881492	0.201	0.201	12.2452	5.85376	1.27587	0	0	0	0	0	0	0	0	
116.2	0.001009	4	12	1.5	0.0842541	0.201	0.201	12.2666	5.95079	1.26336	0	0	0	0	0	0	0	0	
116.3	0.000966	4	12	1.5	0.0981633	0.201	0.201	12.2706	5.97048	1.26534	0	0	0	0	0	0	0	0	
116.4	0.00102	4	12	1.5	0.095127	0.201	0.201	12.2746	5.99018	1.26736	0	0	0	0	0	0	0	0	
116.5	0.000987	4	12	1.5	0.0919838	0.201	0.201	12.2786	6.00988	1.26932	0	0	0	0	0	0	0	0	
116.6	0.000979	4	12	1.5	0.08899	0.201	0.201	12.2988	6.08723	1.25398	0	0	0	0	0	0	0	0	
116.7	0.00113	4	12	1.5	0.111341	0.201	0.134	12.3031	6.10687	1.25593	0	0	0	0	0	0	0	-0.67	
116.8	0.000964	5	12	1.5	0.268421	0.134	0.134	12.3057	6.12307	1.25834	0	0	0	0	0	0	0	0	
116.9	0.001073	5	12	1.5	0.4255	0.134	0.234	12.3073	6.13633	1.26077	0	0	0	0	0	0	0	1	
117	0.001004	5	12	1.5	0.535655	0.234	0.334	12.309	6.15499	1.26462	0	0	0	0	0	0	0	1	
117.1	0.000935	5	12	1.5	0.541121	0.334	0.335	12.3107	6.18361	1.27123	0	0	0	0	0	0	0	0.01	
117.2	0.000972	5	12	1.5	0.548803	0.335	0.335	12.3232	6.21158	1.25077	0	0	0	0	0	0	0	0	
117.3	0.001021	5	12	1.5	0.581645	0.335	0.335	12.3198	6.24476	1.2637	0	0	0	0	0	0	0	0	
117.4	0.001017	5	12	1.5	0.585657	0.335	0.335	12.313	6.2775	1.2791	0	0	0	0	0	0	0	0	
117.5	0.000962	5	12	1.5	0.587376	0.335	0.335	12.3203	6.27697	1.27415	0	0	0	0	0	0	0	0	
117.6	0.001	5	12	1.5	0.590982	0.335	0.335	12.3121	6.3094	1.29053	0	0	0	0	0	0	0	0	
117.7	0.000994	5	12	1.5	0.715679	0.335	0.335	12.3085	6.3356	1.30163	0	0	0	0	0	0	0	0	
117.8	0.000921	5	12	1.5	0.83019	0.335	0.335	12.2964	6.3666	1.32043	0	0	0	0	0	0	0	0	
117.9	0.000984	5	12	1.5	0.960746	0.335	0.335	12.2953	6.38854	1.33281	0	0	0	0	0	0	0	0	
118	0.00098	5	12	1.5	1.06103	0.335	0.235	12.2772	6.42813	1.35955	0	0	0	0	0	0	0	-1	
118.1	0.000971	5	12	1.5	1.21811	0.235	0.335	12.2592	6.44983	1.38062	0	0	0	0	0	0	0	1	
118.2	0.000933	5	12	1.5	1.30716	0.335	0.335	12.2497	6.46961	1.39522	0	0	0	0	0	0	0	0	
118.3	0.000974	5	12	1.5	1.38762	0.335	0.335	12.2241	6.49174	1.42619	0	0	0	0	0	0	0	0	
118.4	0.00093	5	12	1.5	1.43453	0.335	0.335	12.1913	6.51955	1.46809	0	0	0	0	0	0	0	0	
118.5	0.00095	5	12	1.5	1.40586	0.335	0.335	12.1618	6.5349	1.49753	0	0	0	0	0	0	0	0	
118.6	0.000957	5	12	1.5	1.38204	0.335	0.335	12.1635	6.53652	1.49957	0	0	0	0	0	0	0	0	
118.7	0.000927	5	12	1.5	1.38131	0.335	0.335	12.1323	6.54849	1.53001	0	0	0	0	0	0	0	0	
118.8	0.00096	5	12	1.5	1.35405	0.335	0.335	12.1259	6.55185	1.53151	0	0	0	0	0	0	0	0	
118.9	0.00094	5	12	1.5	1.3538	0.335	0.335	12.0945	6.56328	1.56182	0	0	0	0	0	0	0	0	
119	0.000982	5	12	1.5	1.3263	0.335	0.335	12.0938	6.56521	1.5617	0	0	0	0	0	0	0	0	
119.1	0.000854	5	12	1.5	1.32756	0.335	0.335	12.0619	6.57548	1.5921	0	0	0	0	0	0	0	0	
119.2	0.000899	5	12	1.5	1.29915	0.335	0.335	12.0657	6.579	1.58419	0	0	0	0	0	0	0	0	
119.3	0.000928	5	12	1.5	1.30991	0.335	0.335	12.0335	6.58816	1.61473	0	0	0	0	0	0	0	0	
119.4	0.000874	5	12	1.5	1.28059	0.335	0.335	12.0403	6.58655	1.60802	0	0	0	0	0	0	0	0	
119.5	0.001001	5	12	1.5	1.28725	0.335	0.335	12.008	6.59563	1.63835	0	0	0	0	0	0	0	0	
119.6	0.000949	5	12	1.5	1.25808	0.335	0.335	12.0156	6.59071	1.63206	0	0	0	0	0	0	0	0	
119.7	0.000922	5	12	1.5	1.26228	0.335	0.335	11.9831	6.59905	1.66239	0	0	0	0	0	0	0	0	
119.8	0.00094	5	12	1.5	1.2326	0.335	0.335	11.9815	6.60188	1.66118	0	0	0	0	0	0	0	0	
119.9	0.000971	5	12	1.5	1.23542	0.335	0.335	11.9491	6.61026	1.69118	0	0	0	0	0	0	0	0	
120	0.000918	5	12	1.5	1.20609	0.335	0.335	11.9165	6.61811	1.72104	0	0	0	0	0	0	0	0	
120.1	0.000874	5	12	1.5	1.17654	0.335	0.335	11.95	6.60926	1.69576	0	0	0	0	0	0	0	0	
120.2	0.000944	5	12	1.5	1.20099	0.335	0.335	11.9174	6.61717	1.72554	0	0	0	0	0	0	0	0	
120.3	0.000983	5	12	1.5	1.17156	0.335	0.335	11.9243	6.61992	1.72881	0	0	0	0	0	0	0	0	
120.4	0.00083	5	12	1.5	1.1711	0.335	0.335	11.8917	6.6276	1.75828	0	0	0	0	0	0	0	0	
120.5	0.000956	5	12	1.5	1.14182	0.335	0.335	11.894	6.63177	1.75505	0	0	0	0	0	0	0	0	
120.6	0.000924	5	12	1.5	1.1481	0.335	0.335	11.8613	6.63918	1.78429	0	0	0	0	0	0	0	0	
120.7	0.000866	5	12	1.5	1.11887	0.335	0.335	11.8627	6.63549	1.78509	0	0	0	0	0	0	0	0	
120.8	0.000959	5	12	1.5	1.11587	0.335	0.335	11.83	6.64281	1.81397	0	0	0	0	0	0	0	0	
120.9	0.000846	5	12	1.5	1.08694	0.335	0.335	11.8289	6.64223	1.8173	0	0	0	0	0	0	0	0	
121	0.000822	5	12	1.5	1.08308	0.335	0.335	11.7962	6.64957	1.84571	0	0	0	0	0	0	0	0	
121.1	0.000909	5	12	1.5	1.05463	0.335	0.335	11.7982	6.6495	1.84778	0	0	0	0	0	0	0	0	
121.2	0.000912	5	12	1.5	1.05281	0.335	0.335	11.7655	6.65691	1.8757	0	0	0	0	0	0	0	0	
121.3	0.000892	5	12	1.5	1.0249	0.335	0.335	11.7569	6.65711	1.88266	0	0	0	0	0	0	0	0	
121.4	0.000937	5	12	1.5	1.0168	0.335	0.335	11.7219	6.66677	1.92241	0	0	0	0	0	0	0	0	
121.5	0.000855	5	12	1.5	0.978182	0.335	0.335	11.689	6.6731	1.94967	0	0	0	0	0	0	0	0	
121.6	0.000903	5	12	1.5	0.950188	0.335	0.335	11.6794	6.67312	1.96717	0	0	0	0	0	0	0	0	
121.7	0.000971	5	12	1.5	0.931293	0.335	0.335	11.6473	6.67665	2.00054	0	0	0	0	0	0	0	0	
121.8	0.000882	5	12	1.5	0.89549	0.335	0.335	11.6057	6.67791	2.0466	0	0	0	0	0	0	0	0	
121.9	0.000879	5	12	1.5	0.844132	0.335	0.335	11.5725	6.6832	2.07224	0	0	0	0	0	0	0	0	
122	0.000834	5	12	1.5	0.81706	0.335	0.335	11.5543	6.68112	2.08836	0	0	0	0	0	0	0	0	
122.1	0.000963	5	12	1.5	0.796913	0.335	0.335	11.5175	6.67969	2.11685	0	0	0	0	0	0	0	0	
122.2	0.00085	5	12	1.5	0.762092	0.335	0.335	11.4681	6.6838	2.15656	0	0	0	0	0	0	0	0	
122.3	0.000902	5	12	1.5	0.717793	0.335	0.335	11.435	6.6896	2.1796	0	0	0	0	0	0	0	0	
122.4	0.000881	5	12	1.5	0.693654	0.335	0.335	11.4177	6.68977	2.19675	0	0	0	0	0	0	0	0	
122.5	0.000811	5	12	1.5	0.674072	0.335	0.335	11.3826	6.69159	2.22304	0	0	0	0	0	0	0	0	
122.6	0.000798	5	12	1.5	0.643827	0.335	0.335	11.3336	6.69555	2.25212	0	0	0	0	0	0	0	0	
122.7	0.000838	5	12	1.5	0.570154	0.335	0.335	11.3006	6.70216	2.27237	0	0	0	0	0	0	0	0	
122.8	0.000851	5	12	1.5	0.52706	0.335	0.335	11.2808	6.70349	2.28602	0	0	0	0	0	0	0	0	
122.9	0.000856	5	12	1.5	0.494443	0.335	0.335	11.2464	6.71275	2.31131	0	0	0	0	0	0	0	0	
123	0.000907	5	12	1.5	0.4528	0.335	0.335	11.2137	6.72069	2.329	0	0	0	0	0	0	0	0	
123.1	0.000813	5	12	1.5	0.420191	0.335	0.335	11.1805	6.72469	2.34791	0	0	0	0	0	0	0	0	
123.2	0.000922	5	12	1.5	0.380431	0.335	0.335	11.1482	6.73423	2.36325	0	0	0	0	0	0	0	0	
123.3	0.000888	5	12	1.5	0.358474	0.335	0.335	11.1151	6.74256	2.37977	0	0	0	0	0	0	0	0	
123.4	0.000809	5	12	1.5	0.334924	0.335	0.335	11.0832	6.75303	2.39338	0	0	0	0	0	0	0	0	
123.5	0.000854	5	12	1.5	0.321416	0.335	0.335	11.0556	6.7658	2.40358	0	0	0	0	0	0	0	0	
123.6	0.000812	5	12	1.5	0.318862	0.335	0.335	11.024	6.77712	2.41571	0	0	0	0	0	0	0	0	
123.7	0.000871	5	12	1.5	0.312403	0.335	0.335	10.9935	6.78631	2.425	0	0	0	0	0	0	0	0	
123.8	0.000886	5	12	1.5	0.309012	0.335	0.335	10.9621	6.79811	2.43603	0	0	0	0	0	0	0	0	
123.9	0.00088	5	12	1.5	0.309391	0.335	0.335	10.9307	6.80993	2.44672	0	0	0	0	0	0	0	0	
124	0.000818	5	12	1.5	0.312634	0.335	0.335	10.8958	6.82143	2.45264	0	0	0	0	0	0	0	0	
124.1	0.000865	5	12	1.5	0.324227	0.335	0.335	10.8644	6.83304	2.463	0	0	0	0	0	0	0	0	
124.2	0.000813	5	12	1.5	0.333232	0.335	0.335	10.8122	6.85264	2.47836	0	0	0	0	0	0	0	0	
124.3	0.000841	5	12	1.5	0.356231	0.335	0.335	10.7805	6.86332	2.48883	0	0	0	0	0	0	0	0	
124.4	0.00083	5	12	1.5	0.373674	0.335	0.335	10.7486	6.87346	2.4995	0	0	0	0	0	0	0	0	
124.5	0.000761	5	12	1.5	0.390879	0.335	0.435	10.7166	6.88315	2.51026	0	0	0	0	0	0	0	1	
124.6	0.000895	1	14	1.5	0.268399	0.435	0.535	10.7088	6.89116	2.51131	0	0	0	0	0	0	0	1	
124.7	0.000839	1	14	1.5	0.280131	0.535	0.635	10.6619	6.90536	2.52638	0	0	0	0	0	0	0	1	
124.8	0.000842	1	14	1.5	0.257925	0.635	0.735	10.6472	6.90705	2.52399	0	0	0	0	0	0	0	1	
124.9	0.000819	1	14	1.5	0.258182	0.735	0.835	10.5815	6.92798	2.54341	0	0	0	0	0	0	0	1	
125	0.000842	1	14	1.5	0.233293	0.835	0.935	10.5744	6.93269	2.53969	0	0	0	0	0	0	0	1	
125.1	0.000813	1	14	1.5	0.2462	0.935	0.938	10.4899	6.96061	2.56242	0	0	0	0	0	0	0	0.03	
125.2	0.000862	1	14	1.5	0.220672	0.938	0.938	10.4855	6.96833	2.5612	0	0	0	0	0	0	0	0	
125.3	0.000742	1	14	1.5	0.236375	0.938	0.938	10.3966	6.99835	2.5828	0	0	0	0	0	0	0	0	
125.4	0.000817	1	14	1.5	0.214844	0.938	0.938	10.3634	7.01181	2.5899	0	0	0	0	0	0	0	0	
125.5	0.000741	1	14	1.5	0.212932	0.938	0.938	10.274	7.0405	2.61034	0	0	0	0	0	0	0	0	
125.6	0.000808	1	14	1.5	0.191258	0.938	0.938	10.2113	7.05956	2.61762	0	0	0	0	0	0	0	0	
125.7	0.000779	1	14	1.5	0.186027	0.938	0.938	10.124	7.08979	2.6322	0	0	0	0	0	0	0	0	
125.8	0.000833	1	14	1.5	0.178241	0.938	0.938	10.0341	7.11656	2.6509	0	0	0	0	0	0	0	0	
125.9	0.000772	1	14	1.5	0.157006	0.938	0.938	9.9395	7.14621	2.65917	0	0	0	0	0	0	0	0	
126	0.000801	1	14	1.5	0.155166	0.938	0.938	9.84945	7.17263	2.67592	0	0	0	0	0	0	0	0	
126.1	0.000832	1	14	1.5	0.137331	0.938	0.938	9.73648	7.20039	2.68263	0	0	0	0	0	0	0	0	
126.2	0.00083	1	14	1.5	0.127971	0.938	0.938	9.64664	7.22748	2.69678	0	0	0	0	0	0	0	0	
126.3	0.000779	1	14	1.5	0.116065	0.938	0.938	9.53205	7.26644	2.68844	0	0	0	0	0	0	0	0	
126.4	0.000805	1	14	1.5	0.144177	0.938	0.938	9.44236	7.29395	2.7017	0	0	0	0	0	0	0	0	
126.5	0.000889	1	14	1.5	0.133442	0.938	0.938	9.33994	7.32532	2.69876	0	0	0	0	0	0	0	0	
126.6	0.00087	1	14	1.5	0.147403	0.938	0.938	9.25036	7.35314	2.71086	0	0	0	0	0	0	0	0	
126.7	0.000757	1	14	1.5	0.138629	0.938	0.938	9.14908	7.38911	2.69503	0	0	0	0	0	0	0	0	
126.8	0.00082	1	14	1.5	0.181122	0.938	0.938	9.05912	7.4156	2.70869	0	0	0	0	0	0	0	0	
126.9	0.000798	1	14	1.5	0.166504	0.938	0.938	8.9716	7.46083	2.7112	0	0	0	0	0	0	0	0	
127	0.000853	1	14	1.5	0.202584	0.938	0.938	8.88105	7.48519	2.72549	0	0	0	0	0	0	0	0	
127.1	0.000773	1	14	1.5	0.182071	0.938	0.938	8.78854	7.51938	2.71305	0	0	0	0	0	0	0	0	
127.2	0.00087	1	14	1.5	0.223932	0.938	0.938	8.69737	7.5413	2.72944	0	0	0	0	0	0	0	0	
127.3	0.000826	1	14	1.5	0.19425	0.938	0.938	8.58582	7.5652	2.72737	0	0	0	0	0	0	0	0	
127.4	0.000799	1	14	1.5	0.192049	0.938	0.938	8.49417	7.58521	2.74432	0	0	0	0	0	0	0	0	
127.5	0.000885	1	14	1.5	0.160385	0.938	0.938	8.37052	7.61478	2.74194	0	0	0	0	0	0	0	0	
127.6	0.00086	1	14	1.5	0.163102	0.938	0.938	8.27849	7.63318	2.75914	0	0	0	0	0	0	0	0	
127.7	0.000978	1	14	1.5	0.131073	0.938	0.838	8.1627	7.66036	2.76132	0	0	0	0	0	0	0	-1	
127.8	0.000869	2	14	1.5	0.126389	0.838	0.738	8.07629	7.67881	2.77498	0	0	0	0	0	0	0	-1	
127.9	0.000922	2	14	1.5	0.104423	0.738	0.638	7.9627	7.70438	2.76946	0	0	0	0	0	0	0	-1	
128	0.000927	2	14	1.5	0.108723	0.638	0.538	7.89615	7.71991	2.77845	0	0	0	0	0	0	0	-1	
128.1	0.000884	2	14	1.5	0.0963275	0.538	0.438	7.75258	7.75047	2.77487	0	0	0	0	0	0	0	-1	
128.2	0.00073	2	14	1.5	0.095113	0.438	0.338	7.70572	7.76228	2.78026	0	0	0	0	0	0	0	-1	
128.3	0.000952	2	14	1.5	0.0890135	0.338	0.335	7.54979	7.80434	2.77006	0	0	0	0	0	0	0	-0.03	
128.4	0.000975	2	14	1.5	0.106624	0.335	0.335	7.51727	7.81291	2.77365	0	0	0	0	0	0	0	0	
128.5	0.000917	2	14	1.5	0.102797	0.335	0.335	7.3999	7.85021	2.76312	0	0	0	0	0	0	0	0	
128.6	0.00094	2	14	1.5	0.128494	0.335	0.335	7.36755	7.85891	2.76676	0	0	0	0	0	0	0	0	
128.7	0.000828	2	14	1.5	0.1245	0.335	0.335	7.27326	7.88521	2.75753	0	0	0	0	0	0	0	0	
128.8	0.000931	2	14	1.5	0.142409	0.335	0.335	7.24085	7.89369	2.76156	0	0	0	0	0	0	0	0	
128.9	0.000977	2	14	1.5	0.137277	0.335	0.335	7.2084	7.90199	2.76563	0	0	0	0	0	0	0	0	
129	0.000896	2	14	1.5	0.131923	0.335	0.335	7.15476	7.92541	2.7549	0	0	0	0	0	0	0	0	
129.1	0.000909	2	14	1.5	0.163472	0.335	0.335	7.12223	7.93339	2.75949	0	0	0	0	0	0	0	0	
129.2	0.001008	2	14	1.5	0.15632	0.335	0.335	7.0897	7.94138	2.76393	0	0	0	0	0	0	0	0	
129.3	0.000932	2	14	1.5	0.149535	0.335	0.335	7.05716	7.94933	2.76826	0	0	0	0	0	0	0	0	
129.4	0.000981	2	14	1.5	0.143002	0.335	0.335	7.01714	7.95883	2.75765	0	0	0	0	0	0	0	0	
129.5	0.00101	2	14	1.5	0.158786	0.335	0.335	6.98448	7.96628	2.76266	0	0	0	0	0	0	0	0	
129.6	0.00098	2	14	1.5	0.150236	0.335	0.335	6.9518	7.97365	2.76759	0	0	0	0	0	0	0	0	
129.7	0.000889	2	14	1.5	0.141877	0.335	0.335	6.91908	7.98086	2.77252	0	0	0	0	0	0	0	0	
129.8	0.000952	2	14	1.5	0.133544	0.335	0.335	6.89997	7.98847	2.76163	0	0	0	0	0	0	0	0	
129.9	0.000972	2	14	1.5	0.154102	0.335	0.335	6.8672	7.99546	2.76695	0	0	0	0	0	0	0	0	
130	0.000998	2	14	1.5	0.144487	0.335	0.335	6.83444	8.00247	2.77209	0	0	0	0	0	0	0	0	
130.1	0.000964	2	14	1.5	0.135454	0.335	0.335	6.80164	8.00936	2.77719	0	0	0	0	0	0	0	0	
130.2	0.00097	2	14	1.5	0.126573	0.335	0.335	6.78991	8.01066	2.7743	0	0	0	0	0	0	0	0	
130.3	0.0009	2	14	1.5	0.128471	0.335	0.335	6.75711	8.01753	2.77934	0	0	0	0	0	0	0	0	
130.4	0.001027	2	14	1.5	0.119861	0.335	0.335	6.72429	8.02429	2.78433	0	0	0	0	0	0	0	0	
130.5	0.000934	2	14	1.5	0.111437	0.335	0.335	6.6915	8.03123	2.789	0	0	0	0	0	0	0	0	
